hex_id;geometry
38;8880104e63fffff;POLYGON ((-38.50133039426696 -3.81710749994927, -38.49730970077841 -3.813729919409943, -38.4982283449659 -3.808558315628204, -38.50316763810326 -3.806764231285327, -38.50718837052067 -3.81014176535772, -38.50626977088362 -3.8153134302307223, -38.50133039426696 -3.81710749994927))
39;8880104505fffff;POLYGON ((-38.56991442000206 -3.821224183708737, -38.565892799128996 -3.81784665410689, -38.566811090966105 -3.812674596363189, -38.5717509587768 -3.810880008058786, -38.57577261759626 -3.8142574913807845, -38.57485437067036 -3.8194296092778113, -38.56991442000206 -3.821224183708737))
40;8880107b6bfffff;POLYGON ((-38.58644162973044 -3.7281267970591454, -38.58242031081281 -3.724749823326753, -38.58333839776637 -3.719577795156574, -38.58827775866292 -3.717782680552148, -38.59229911528028 -3.721159607374153, -38.59138107331311 -3.7263316957017496, -38.58644162973044 -3.7281267970591454))
41;8880104c19fffff;POLYGON ((-38.518210680585995 -3.748081871549981, -38.51419014759248 -3.744704711728743, -38.51510861625647 -3.7395330951194423, -38.52004757329511 -3.737738577290243, -38.52406814496825 -3.741115690187399, -38.52314972093487 -3.746287367828635, -38.518210680585995 -3.748081871549981))
42;8880104c5dfffff;POLYGON ((-38.50959763397082 -3.7705628209882227, -38.50557708990025 -3.767185520224505, -38.50649563194242 -3.7620139264791455, -38.51143467347879 -3.7602195723948557, -38.51545525635478 -3.763596826376195, -38.51453675890073 -3.7687684812150057, -38.50959763397082 -3.7705628209882227))
43;8880104e01fffff;POLYGON ((-38.51614860660155 -3.8117251535565893, -38.512127746686325 -3.808347619750457, -38.513046306998255 -3.8031759255544464, -38.517985682609535 -3.8013817042513227, -38.522006581240724 -3.804759191585836, -38.521088065556434 -3.8099309466858866, -38.51614860660155 -3.8117251535565893))
44;8880104e13fffff;POLYGON ((-38.54268296937593 -3.792409915056969, -38.53866186664553 -3.789032521070045, -38.53958026415261 -3.783860679564394, -38.544519719637215 -3.7820661714440558, -38.548540860701294 -3.785443518881526, -38.54762250795884 -3.7906154209795777, -38.54268296937593 -3.792409915056969))
45;8880104199fffff;POLYGON ((-38.49892056512429 -3.856686766051274, -38.49489968332449 -3.8533089554725226, -38.49581839036327 -3.8481373182276974, -38.50075793467094 -3.846343430525677, -38.504778855438396 -3.849721194916412, -38.50386019294228 -3.854892893187982, -38.49892056512429 -3.856686766051274))
46;8880104e55fffff;POLYGON ((-38.528211618174495 -3.8218578460543227, -38.52419054238331 -3.818480266781955, -38.52510905277765 -3.813308480101637, -38.53004859428268 -3.811514211968449, -38.53406970861806 -3.81489174486969, -38.533151242915984 -3.8200635922660355, -38.528211618174495 -3.8218578460543227))
47;8880107b43fffff;POLYGON ((-38.604363612492044 -3.731290481532969, -38.600342042232576 -3.7279135079379726, -38.60126003916612 -3.7227413595781216, -38.606199561290026 -3.7209461248969666, -38.610221168992624 -3.72432305164561, -38.60930321713994 -3.729495259912537, -38.604363612492044 -3.731290481532969))
48;88801040b3fffff;POLYGON ((-38.54337820142224 -3.840540252698024, -38.53935682162802 -3.8371625833691443, -38.5402752766971 -3.8319906736289018, -38.5452150667979 -3.830196372743297, -38.54923648492094 -3.8335739958701143, -38.54831807462612 -3.838745966075384, -38.54337820142224 -3.840540252698024))
49;8880104f49fffff;POLYGON ((-38.456877255159014 -3.8332520612238885, -38.45285706414707 -3.829874341066658, -38.45377595920613 -3.824703011400211, -38.45871500097014 -3.822909340229095, -38.462735231549466 -3.8262870139336163, -38.46181638080917 -3.831458405252776, -38.456877255159014 -3.8332520612238885))
50;8880104e3bfffff;POLYGON ((-38.5247620601368 -3.789243932002082, -38.52074121144086 -3.7858665375501763, -38.52165969833541 -3.7806948176046378, -38.52659898926757 -3.7789004312591965, -38.530619876553665 -3.782277779097737, -38.52970143432921 -3.7874495598858773, -38.5247620601368 -3.789243932002082))
51;8880104ed7fffff;POLYGON ((-38.57507520535948 -3.7661261274318476, -38.571053823586155 -3.762748920152903, -38.57197201837793 -3.7575769063095046, -38.576911550023304 -3.755782039517436, -38.58093296966326 -3.759159200132658, -38.58001481980295 -3.7643312741944515, -38.57507520535948 -3.7661261274318476))
52;8880104ea3fffff;POLYGON ((-38.54198783097864 -3.7442807004890413, -38.53796700527508 -3.7409035866808664, -38.538885345227065 -3.7357318206887147, -38.543824466139334 -3.7339371077759744, -38.547845330181424 -3.7373141746874103, -38.546927034984456 -3.7424860013991164, -38.54198783097864 -3.7442807004890413))
53;8880104eb1fffff;POLYGON ((-38.55680552366022 -3.7388964686625275, -38.552784533018894 -3.7355194014496704, -38.55370278876377 -3.730347547585675, -38.55864199032955 -3.728552700393114, -38.5626630190965 -3.731929720704658, -38.56174480818379 -3.7371016351008635, -38.55680552366022 -3.7388964686625275))
54;8880104e59fffff;POLYGON ((-38.5402752766971 -3.8319906736289018, -38.536253985369086 -3.8286130495512394, -38.537172445757726 -3.823441170867811, -38.542112152729246 -3.82164685572485, -38.546133482429646 -3.8250244335318877, -38.5452150667979 -3.830196372743297, -38.5402752766971 -3.8319906736289018))
55;8880104e69fffff;POLYGON ((-38.49857444338718 -3.8326224074466797, -38.49455370012798 -3.8292447344453913, -38.49547237835919 -3.8240731289067935, -38.50041175532349 -3.8222791352697976, -38.5044325375527 -3.825656761909326, -38.503513903859364 -3.8308284285384087, -38.49857444338718 -3.8326224074466797))
56;8880104c47fffff;POLYGON ((-38.491678672697205 -3.7673967170055738, -38.48765838406609 -3.7640194171454473, -38.48857701514271 -3.758847945962135, -38.49351589036861 -3.75705371328621, -38.49753621806149 -3.760430966300102, -38.496617631478465 -3.765602498826958, -38.491678672697205 -3.7673967170055738))
57;8880107b6dfffff;POLYGON ((-38.571623457236285 -3.7335118338033126, -38.56760230219023 -3.730134813282397, -38.56852047360229 -3.7249628720257033, -38.57345975516285 -3.723167890935876, -38.57748094812159 -3.726544864550926, -38.57656282161882 -3.731716866152453, -38.571623457236285 -3.7335118338033126))
58;8880104e5bfffff;POLYGON ((-38.546133482429646 -3.8250244335318877, -38.542112152729246 -3.82164685572485, -38.543030573691794 -3.8164749477375812, -38.547970279579694 -3.8146805570823354, -38.55199164756778 -3.818058088582155, -38.551073271392035 -3.823230057035226, -38.546133482429646 -3.8250244335318877))
59;8880104e43fffff;POLYGON ((-38.52235348751268 -3.8288238420736493, -38.518332450350385 -3.82544621646676, -38.519251000111 -3.820274459214612, -38.52419054238331 -3.818480266781955, -38.528211618174495 -3.8218578460543227, -38.52729311307623 -3.8270296640846633, -38.52235348751268 -3.8288238420736493))
60;8880104c41fffff;POLYGON ((-38.49478042427364 -3.7759455681976335, -38.490760046845196 -3.772568221045976, -38.491678672697205 -3.7673967170055738, -38.496617631478465 -3.765602498826958, -38.500638047925165 -3.7689797992009115, -38.499719466584104 -3.7741513645219875, -38.49478042427364 -3.7759455681976335))
61;8880104565fffff;POLYGON ((-38.54923648492094 -3.8335739958701143, -38.5452150667979 -3.830196372743297, -38.546133482429646 -3.8250244335318877, -38.551073271392035 -3.823230057035226, -38.55509472775919 -3.826607633923381, -38.5541763569316 -3.8317796335376446, -38.54923648492094 -3.8335739958701143))
62;8880104e65fffff;POLYGON ((-38.48651243026443 -3.822489434121644, -38.48249190373539 -3.8191118069460392, -38.48341063167259 -3.8139402940573652, -38.48834984167739 -3.8121463470566512, -38.49237040734817 -3.8155239277700352, -38.49145172388418 -3.820695501937158, -38.48651243026443 -3.822489434121644))
63;8880104e07fffff;POLYGON ((-38.513046306998255 -3.8031759255544464, -38.509025535736654 -3.799798437985609, -38.50994410131505 -3.7946267756630148, -38.51488339355654 -3.7928325399331073, -38.518904203577655 -3.7962099809617804, -38.517985682609535 -3.8013817042513227, -38.513046306998255 -3.8031759255544464))
64;8880104f59fffff;POLYGON ((-38.47755269369919 -3.820905677677108, -38.47353229530779 -3.8175280504196656, -38.47445106767094 -3.8123565989344725, -38.4793901940113 -3.810562713294048, -38.48341063167259 -3.8139402940573652, -38.48249190373539 -3.8191118069460392, -38.47755269369919 -3.820905677677108))
65;8880104525fffff;POLYGON ((-38.54888866109747 -3.8095086200207313, -38.54486738150854 -3.806131134133905, -38.5457857683622 -3.8009592286940372, -38.55072539001722 -3.7991647486652234, -38.55474670785271 -3.802542188139691, -38.553828365798374 -3.807714154046115, -38.54888866109747 -3.8095086200207313))
66;8880104d19fffff;POLYGON ((-38.455498679480826 -3.737001601505303, -38.45147904252994 -3.733624448556007, -38.45239782228464 -3.7284532626711355, -38.457336194702265 -3.7266591678193146, -38.46135587122973 -3.7300362736211086, -38.46043713577473 -3.735207521413043, -38.455498679480826 -3.737001601505303))
67;8880104c07fffff;POLYGON ((-38.49133284031708 -3.743333542106515, -38.48731269019193 -3.739956384486233, -38.48823129246414 -3.7347849517230323, -38.493170000384445 -3.7329906151638483, -38.497190189573715 -3.73636772576425, -38.49627163179031 -3.74153921993452, -38.49133284031708 -3.743333542106515))
68;8880107b1dfffff;POLYGON ((-38.612974956165246 -3.7088064420836697, -38.60895339902047 -3.705429609102607, -38.60987132213852 -3.7002574426334984, -38.61481075728984 -3.69846204929085, -38.61883235175195 -3.7018388352840317, -38.61791447375713 -3.7070110615985152, -38.612974956165246 -3.7088064420836697))
69;8880104e51fffff;POLYGON ((-38.537172445757726 -3.823441170867811, -38.533151242915984 -3.8200635922660355, -38.53406970861806 -3.81489174486969, -38.5390093324341 -3.8130974154749837, -38.543030573691794 -3.8164749477375812, -38.542112152729246 -3.82164685572485, -38.537172445757726 -3.823441170867811))
70;8880104f37fffff;POLYGON ((-38.44998586199071 -3.768028943480138, -38.445966126197355 -3.764651599978691, -38.44688497389485 -3.759480404216871, -38.45182351312294 -3.7576864900416176, -38.45584328857521 -3.761063786605859, -38.45492448515224 -3.7662350442733783, -38.44998586199071 -3.768028943480138))
71;8880104ee9fffff;POLYGON ((-38.53958026415261 -3.783860679564394, -38.535559249881594 -3.7804833318643434, -38.53647765270619 -3.775311522671159, -38.541417025066266 -3.7735170005135013, -38.54543807771453 -3.776894301595557, -38.544519719637215 -3.7820661714440558, -38.53958026415261 -3.783860679564394))
72;8880104e97fffff;POLYGON ((-38.57472653446709 -3.7420608760502003, -38.57070529120298 -3.738683808606605, -38.571623457236285 -3.7335118338033126, -38.57656282161882 -3.731716866152453, -38.58058410275204 -3.7350938867587113, -38.57966598164537 -3.7402659218439487, -38.57472653446709 -3.7420608760502003))
73;88801040bbfffff;POLYGON ((-38.54648121991921 -3.8490899076202214, -38.54245975167886 -3.845712193264803, -38.54337820142224 -3.840540252698024, -38.54831807462612 -3.838745966075384, -38.552339581151706 -3.8421236342972986, -38.55142117619993 -3.847295635266143, -38.54648121991921 -3.8490899076202214))
74;8880104ea1fffff;POLYGON ((-38.536130291277416 -3.7512471245680437, -38.53210950399706 -3.7478699638996935, -38.53302788335258 -3.742698225351599, -38.53796700527508 -3.7409035866808664, -38.54198783097864 -3.7442807004890413, -38.541069496348236 -3.7494524998189136, -38.536130291277416 -3.7512471245680437))
75;8880104f0bfffff;POLYGON ((-38.46239035662298 -3.8022239038674495, -38.4583702645705 -3.7988463703254918, -38.45928909165534 -3.793675044179762, -38.46422796646049 -3.791881189912527, -38.46824809799801 -3.795258676791387, -38.467329315257096 -3.80043006459139, -38.46239035662298 -3.8022239038674495))
76;8880104f11fffff;POLYGON ((-38.474105800415 -3.7882933441449222, -38.470085629477104 -3.784915903965801, -38.47100437821477 -3.77974451911671, -38.475943253498286 -3.7779505129075392, -38.47996346375191 -3.7813279063502843, -38.479044759418045 -3.786499352729384, -38.474105800415 -3.7882933441449222))
77;888010452bfffff;POLYGON ((-38.566811090966105 -3.812674596363189, -38.56278955836486 -3.8092971120621155, -38.56370785557258 -3.8041250858142677, -38.56864764049944 -3.8023304836419936, -38.57266921109066 -3.8057079215946605, -38.5717509587768 -3.810880008058786, -38.566811090966105 -3.812674596363189))
78;8880107b57fffff;POLYGON ((-38.61607868356657 -3.7173555225086874, -38.61205703850555 -3.713978642642899, -38.612974956165246 -3.7088064420836697, -38.61791447375713 -3.7070110615985152, -38.62193615609188 -3.7103878945449495, -38.62101828357276 -3.715560154886664, -38.61607868356657 -3.7173555225086874))
79;88801040adfffff;POLYGON ((-38.5109836433905 -3.8668202865401016, -38.50696254519496 -3.8634424316585156, -38.5078812024338 -3.8582707029364744, -38.51282091327264 -3.856476768248098, -38.51684205026408 -3.8598545770421477, -38.51592343763254 -3.865026366602907, -38.5109836433905 -3.8668202865401016))
80;8880104c25fffff;POLYGON ((-38.46445690130656 -3.7385846757161127, -38.46043713577473 -3.735207521413043, -38.46135587122973 -3.7300362736211086, -38.466294327881315 -3.728242118340975, -38.47031413286163 -3.7316192255284357, -38.46939544175362 -3.7367905351024553, -38.46445690130656 -3.7385846757161127))
81;88801041b5fffff;POLYGON ((-38.465836700406754 -3.8348361253885246, -38.46181638080917 -3.831458405252776, -38.462735231549466 -3.8262870139336163, -38.46767435753306 -3.8244932812133037, -38.47169471656988 -3.8278709549282266, -38.470775910195634 -3.833042407775096, -38.465836700406754 -3.8348361253885246))
82;8880107b0bfffff;POLYGON ((-38.60711751859598 -3.715773950322617, -38.60309599885324 -3.712397070390168, -38.604013961606306 -3.7072249297386133, -38.60895339902047 -3.705429609102607, -38.612974956165246 -3.7088064420836697, -38.61205703850555 -3.713978642642899, -38.60711751859598 -3.715773950322617))
83;8880104547fffff;POLYGON ((-38.576121358945336 -3.8383235869698042, -38.57209956158896 -3.834945967440483, -38.57301784266646 -3.8297738473959413, -38.57795787616614 -3.8279792868440947, -38.58197971138171 -3.831356860230688, -38.58106147525015 -3.8365290403026293, -38.576121358945336 -3.8383235869698042))
84;8880107b09fffff;POLYGON ((-38.60126003916612 -3.7227413595781216, -38.59723855691013 -3.719364432730788, -38.59815655927957 -3.7141923181264067, -38.60309599885324 -3.712397070390168, -38.60711751859598 -3.715773950322617, -38.606199561290026 -3.7209461248969666, -38.60126003916612 -3.7227413595781216))
85;8880104e2bfffff;POLYGON ((-38.50408624299554 -3.8015925981184293, -38.50006559929532 -3.798215110439376, -38.50098420943672 -3.793043509208801, -38.50592341872711 -3.79124933455606, -38.50994410131505 -3.7946267756630148, -38.509025535736654 -3.799798437985609, -38.50408624299554 -3.8015925981184293))
86;8880104425fffff;POLYGON ((-38.61162079202567 -3.8205884475542784, -38.60759863025382 -3.817210969389989, -38.60851670251976 -3.8120386433124644, -38.613456891439206 -3.8102437357996424, -38.61747909055936 -3.8136211677755485, -38.6165610634235 -3.818793553443428, -38.61162079202567 -3.8205884475542784))
87;8880104f35fffff;POLYGON ((-38.444128396833975 -3.77499399542608, -38.44010870078416 -3.771616605024066, -38.44102758758226 -3.7664454382888763, -38.445966126197355 -3.764651599978691, -38.44998586199071 -3.768028943480138, -38.449067019437194 -3.7732001721831563, -38.444128396833975 -3.77499399542608))
88;8880104421fffff;POLYGON ((-38.620583350453174 -3.822171030007922, -38.6165610634235 -3.818793553443428, -38.61747909055936 -3.8136211677755485, -38.62241935955931 -3.8118261991977977, -38.62644168380891 -3.815203629605936, -38.625523701850376 -3.820376074738945, -38.620583350453174 -3.822171030007922))
89;8880104f67fffff;POLYGON ((-38.42965643784242 -3.8044372064795247, -38.425636772262436 -3.801059628023017, -38.42655577115098 -3.795888517472116, -38.43149439145918 -3.794094923277241, -38.43551409699315 -3.797472455011692, -38.4345951422767 -3.8026436276538935, -38.42965643784242 -3.8044372064795247))
90;88801041dbfffff;POLYGON ((-38.50512519665496 -3.8737858886513488, -38.501104137340015 -3.8704079877188655, -38.50202283389282 -3.8652362896774695, -38.50696254519496 -3.8634424316585156, -38.5109836433905 -3.8668202865401016, -38.510064991415064 -3.871992045482335, -38.50512519665496 -3.8737858886513488))
91;8880104d4bfffff;POLYGON ((-38.44102758758226 -3.7664454382888763, -38.43700798069066 -3.763068095889643, -38.43792687261539 -3.757896962158488, -38.442865327216246 -3.7561031087867214, -38.44688497389485 -3.759480404216871, -38.445966126197355 -3.764651599978691, -38.44102758758226 -3.7664454382888763))
92;88801040e1fffff;POLYGON ((-38.5171888071321 -3.883919678678183, -38.51316753158867 -3.8805417342044715, -38.514086178294576 -3.8753699452723347, -38.51902605591363 -3.8735760400919204, -38.523047370165855 -3.8769539386152285, -38.52212876810198 -3.882125788260145, -38.5171888071321 -3.883919678678183))
