hex_id;geometry
93;8880104f57fffff;POLYGON ((-38.47134953576592 -3.803807598487651, -38.467329315257096 -3.80043006459139, -38.46824809799801 -3.795258676791387, -38.47318705686827 -3.7934647613491923, -38.477207316733974 -3.796842248614249, -38.4762885783843 -3.802013697943516, -38.47134953576592 -3.803807598487651))
94;8880104c13fffff;POLYGON ((-38.520966002615374 -3.7325669331124636, -38.516945519522 -3.7291898678494704, -38.51786395412302 -3.7240182573653073, -38.52280282718601 -3.7222236511023556, -38.526823348917866 -3.7256006693361683, -38.52590495896001 -3.730772340852911, -38.520966002615374 -3.7325669331124636))
95;88801040a1fffff;POLYGON ((-38.51684205026408 -3.8598545770421477, -38.51282091327264 -3.856476768248098, -38.51373953117882 -3.851305009074852, -38.518679241450975 -3.8495109979098627, -38.52270041715361 -3.8528887605797477, -38.52178184388465 -3.8580605805295813, -38.51684205026408 -3.8598545770421477))
96;8880104e99fffff;POLYGON ((-38.58093296966326 -3.759159200132658, -38.576911550023304 -3.755782039517436, -38.57782970528074 -3.7506099983115835, -38.58276923522853 -3.7488150575555848, -38.58679069265041 -3.7521921714705426, -38.58587258235432 -3.7573642728325427, -38.58093296966326 -3.759159200132658))
97;8880104e91fffff;POLYGON ((-38.57782970528074 -3.7506099983115835, -38.57380837381866 -3.7472328841698808, -38.57472653446709 -3.7420608760502003, -38.57966598164537 -3.7402659218439487, -38.58368735093298 -3.743642989216852, -38.58276923522853 -3.7488150575555848, -38.57782970528074 -3.7506099983115835))
98;8880104555fffff;POLYGON ((-38.590941787029635 -3.832939810300207, -38.586919825915295 -3.8295622383291175, -38.58783802247126 -3.824390029264283, -38.59277813513022 -3.822595332321298, -38.59680013389069 -3.8259728581450876, -38.5958819823578 -3.831145127049934, -38.590941787029635 -3.832939810300207))
99;8880104e25fffff;POLYGON ((-38.48616674743267 -3.7984257595251596, -38.482146359430416 -3.7950482719980028, -38.483065058555994 -3.789876793326601, -38.48800410122713 -3.7880827408310553, -38.492024528373456 -3.791460181722277, -38.49110587371632 -3.7966317217357863, -38.48616674743267 -3.7984257595251596))
100;8880104eb9fffff;POLYGON ((-38.55990835223215 -3.7474454701917175, -38.555887273265526 -3.744068355968684, -38.55680552366022 -3.7388964686625275, -38.56174480818379 -3.7371016351008635, -38.56576592523247 -3.7404787024911093, -38.56484771968728 -3.745650650266594, -38.55990835223215 -3.7474454701917175))
101;88801041a7fffff;POLYGON ((-38.451019240044864 -3.8402170011450947, -38.44699908868496 -3.8368392345718196, -38.44791802287459 -3.831667935394599, -38.45285706414707 -3.829874341066658, -38.456877255159014 -3.8332520612238885, -38.455958365258205 -3.8384234221159184, -38.451019240044864 -3.8402170011450947))
102;8880104c21fffff;POLYGON ((-38.47341533567483 -3.740167690635286, -38.46939544175362 -3.7367905351024553, -38.47031413286163 -3.7316192255284357, -38.475252673508336 -3.7298250098209653, -38.47927260674993 -3.7332021182700874, -38.47835396003618 -3.7383734895011993, -38.47341533567483 -3.740167690635286))
103;88801045c7fffff;POLYGON ((-38.61712895344495 -3.7895543258123623, -38.61310689285344 -3.786177030049864, -38.61402489671915 -3.7810047114403504, -38.61896491603301 -3.7792096289923167, -38.62298701389063 -3.782586878356247, -38.62206905518003 -3.7877592565575466, -38.61712895344495 -3.7895543258123623))
104;88801041b7fffff;POLYGON ((-38.47169471656988 -3.8278709549282266, -38.46767435753306 -3.8244932812133037, -38.46859316909414 -3.8193218596964202, -38.47353229530779 -3.8175280504196656, -38.47755269369919 -3.820905677677108, -38.476633926534106 -3.826077160659593, -38.47169471656988 -3.8278709549282266))
105;8880104e05fffff;POLYGON ((-38.50718837052067 -3.81014176535772, -38.50316763810326 -3.806764231285327, -38.50408624299554 -3.8015925981184293, -38.509025535736654 -3.799798437985609, -38.513046306998255 -3.8031759255544464, -38.512127746686325 -3.808347619750457, -38.50718837052067 -3.81014176535772))
106;8880104e4dfffff;POLYGON ((-38.51063710602256 -3.8427555169270025, -38.50661614637213 -3.8393777987609234, -38.50753477480921 -3.834206101053527, -38.51247431830597 -3.8324120606005216, -38.51649531675468 -3.835789732505318, -38.5155767329201 -3.8409614911152, -38.51063710602256 -3.8427555169270025))
107;888010450dfffff;POLYGON ((-38.57301784266646 -3.8297738473959413, -38.56899613354169 -3.8263962727180054, -38.56991442000206 -3.821224183708737, -38.57485437067036 -3.8194296092778113, -38.57887611769793 -3.8228071377444572, -38.57795787616614 -3.8279792868440947, -38.57301784266646 -3.8297738473959413))
108;888010456bfffff;POLYGON ((-38.567159526476274 -3.836740452663748, -38.56313785533902 -3.8333628318110993, -38.564056181315195 -3.8281907719191204, -38.56899613354169 -3.8263962727180054, -38.57301784266646 -3.8297738473959413, -38.57209956158896 -3.834945967440483, -38.567159526476274 -3.836740452663748))
109;888010458dfffff;POLYGON ((-38.61402489671915 -3.7810047114403504, -38.610002924053944 -3.77762746100915, -38.610920933381124 -3.7724551746062684, -38.61586087024748 -3.770660078970617, -38.61988288022242 -3.7740372829346973, -38.61896491603301 -3.7792096289923167, -38.61402489671915 -3.7810047114403504))
110;8880104d59fffff;POLYGON ((-38.45584328857521 -3.761063786605859, -38.45182351312294 -3.7576864900416176, -38.45274232170113 -3.7525152654825913, -38.457680861438874 -3.7507212756350587, -38.46170067646543 -3.7540985252254573, -38.46078191219171 -3.7592698116280454, -38.45584328857521 -3.761063786605859))
111;8880104521fffff;POLYGON ((-38.557849771989446 -3.8110916392021297, -38.553828365798374 -3.807714154046115, -38.55474670785271 -3.802542188139691, -38.559686411263236 -3.8007476470386385, -38.56370785557258 -3.8041250858142677, -38.56278955836486 -3.8092971120621155, -38.557849771989446 -3.8110916392021297))
112;8880104c49fffff;POLYGON ((-38.49788226985811 -3.7844944990836162, -38.49386180365238 -3.781117104864948, -38.49478042427364 -3.7759455681976335, -38.499719466584104 -3.7741513645219875, -38.50373997176458 -3.7775287120314847, -38.50282139567162 -3.782700309916599, -38.49788226985811 -3.7844944990836162))
113;8880104c0dfffff;POLYGON ((-38.48857701514271 -3.758847945962135, -38.48455681532895 -3.755470693618048, -38.48547545162407 -3.750299255521987, -38.49041424326847 -3.7485050083544214, -38.4944344821875 -3.7518822137837495, -38.49351589036861 -3.75705371328621, -38.48857701514271 -3.758847945962135))
114;888010419dfffff;POLYGON ((-38.48996013876643 -3.855102766509843, -38.48593938485014 -3.8517249552250146, -38.48685813638428 -3.846553379131992, -38.4917975973511 -3.8447595531627976, -38.49581839036327 -3.8481373182276974, -38.49489968332449 -3.8533089554725226, -38.48996013876643 -3.855102766509843))
115;8880104f01fffff;POLYGON ((-38.45343139015955 -3.80064014833258, -38.449411426755006 -3.79726261526903, -38.450330298136485 -3.7920913509025587, -38.45526908863764 -3.790297557811192, -38.45928909165534 -3.793675044179762, -38.4583702645705 -3.7988463703254918, -38.45343139015955 -3.80064014833258))
116;8880104553fffff;POLYGON ((-38.605762451524804 -3.8275556242637485, -38.60174032718601 -3.8241780999476176, -38.602658439094746 -3.819005802341649, -38.60759863025382 -3.817210969389989, -38.61162079202567 -3.8205884475542784, -38.61070272521713 -3.825760804812837, -38.605762451524804 -3.8275556242637485))
117;8880104d51fffff;POLYGON ((-38.45274232170113 -3.7525152654825913, -38.44872263532016 -3.749138017058168, -38.44964144904744 -3.74396682583776, -38.45457990488033 -3.7421728211261964, -38.45859963087904 -3.7455500225082567, -38.457680861438874 -3.7507212756350587, -38.45274232170113 -3.7525152654825913))
118;8880104f07fffff;POLYGON ((-38.450330298136485 -3.7920913509025587, -38.4463104238302 -3.7887138651683694, -38.447229300356675 -3.7835426331155113, -38.452168006921916 -3.781748824945529, -38.45618792088482 -3.7851262639162067, -38.45526908863764 -3.790297557811192, -38.450330298136485 -3.7920913509025587))
119;8880104519fffff;POLYGON ((-38.602658439094746 -3.819005802341649, -38.59863640277288 -3.815628322701715, -38.599554520121664 -3.8104560563397563, -38.60449462872122 -3.808661209892935, -38.60851670251976 -3.8120386433124644, -38.60759863025382 -3.817210969389989, -38.602658439094746 -3.819005802341649))
120;8880107b61fffff;POLYGON ((-38.57748094812159 -3.726544864550926, -38.57345975516285 -3.723167890935876, -38.57437788705558 -3.7179959230482673, -38.57931716697963 -3.7162008684839187, -38.58333839776637 -3.719577795156574, -38.58242031081281 -3.724749823326753, -38.57748094812159 -3.726544864550926))
121;8880104eb7fffff;POLYGON ((-38.55370278876377 -3.730347547585675, -38.549681886467816 -3.726970527607533, -38.55060014755673 -3.7217987074158856, -38.555539266138524 -3.7200038465980874, -38.55956020660365 -3.7233808196063847, -38.55864199032955 -3.728552700393114, -38.55370278876377 -3.730347547585675))
122;8880104ed3fffff;POLYGON ((-38.58403632760066 -3.7677084810585866, -38.58001481980295 -3.7643312741944515, -38.58093296966326 -3.759159200132658, -38.58587258235432 -3.7573642728325427, -38.58989412789037 -3.760741433064955, -38.58897602300876 -3.7659135672199833, -38.58403632760066 -3.7677084810585866))
123;8880104ab7fffff;POLYGON ((-38.408982802712266 -3.8167820799659733, -38.40496334690094 -3.813404408930531, -38.405882467909535 -3.8082334211724067, -38.41082100067637 -3.8064400421001565, -38.41484049673901 -3.809817666455059, -38.41392141979527 -3.814988716553579, -38.408982802712266 -3.8167820799659733))
124;8880104f5bfffff;POLYGON ((-38.48341063167259 -3.8139402940573652, -38.4793901940113 -3.810562713294048, -38.48030892715781 -3.8053912320699776, -38.4852480535215 -3.803597270258673, -38.48926853036803 -3.806974804491227, -38.48834984167739 -3.8121463470566512, -38.48341063167259 -3.8139402940573652))
125;8880104e1dfffff;POLYGON ((-38.53096706529207 -3.806342396089447, -38.52694603948309 -3.802964909113375, -38.52786451579367 -3.7977931249819594, -38.53280397322015 -3.7959987671006274, -38.536825037532175 -3.799376207600421, -38.53590660592643 -3.804548052448614, -38.53096706529207 -3.806342396089447))
126;8880104eb3fffff;POLYGON ((-38.5626630190965 -3.731929720704658, -38.55864199032955 -3.728552700393114, -38.55956020660365 -3.7233808196063847, -38.5644994067944 -3.721585898652019, -38.56852047360229 -3.7249628720257033, -38.56760230219023 -3.730134813282397, -38.5626630190965 -3.731929720704658))
127;8880104e3dfffff;POLYGON ((-38.50994410131505 -3.7946267756630148, -38.50592341872711 -3.79124933455606, -38.50684198956586 -3.7860777043371034, -38.51178119841138 -3.7842834541860477, -38.51580191980236 -3.7876608486842964, -38.51488339355654 -3.7928325399331073, -38.50994410131505 -3.7946267756630148))
128;8880104585fffff;POLYGON ((-38.610920933381124 -3.7724551746062684, -38.60689904866238 -3.7690779697310455, -38.60781706344488 -3.7639057157650773, -38.61275691783747 -3.7621106069474184, -38.616778839909585 -3.765487765286967, -38.61586087024748 -3.770660078970617, -38.610920933381124 -3.7724551746062684))
129;8880104e15fffff;POLYGON ((-38.52786451579367 -3.7977931249819594, -38.52384357853118 -3.7944156841556733, -38.5247620601368 -3.789243932002082, -38.52970143432921 -3.7874495598858773, -38.53372241013831 -3.7908269541673425, -38.53280397322015 -3.7959987671006274, -38.52786451579367 -3.7977931249819594))
130;8880104e45fffff;POLYGON ((-38.50753477480921 -3.834206101053527, -38.503513903859364 -3.8308284285384087, -38.5044325375527 -3.825656761909326, -38.509371997622495 -3.8238627068207367, -38.513392907414165 -3.8272403330060167, -38.51247431830597 -3.8324120606005216, -38.50753477480921 -3.834206101053527))
131;888010453dfffff;POLYGON ((-38.57266921109066 -3.8057079215946605, -38.56864764049944 -3.8023304836419936, -38.56956589819514 -3.79715842884105, -38.574505681570066 -3.7953637518294845, -38.57852729006657 -3.7987411433971774, -38.57760907729461 -3.8039132583521886, -38.57266921109066 -3.8057079215946605))
132;8880104c45fffff;POLYGON ((-38.485821087886656 -3.774362363829739, -38.48180083840196 -3.7709850171599935, -38.48271950871763 -3.765813574525297, -38.48765838406609 -3.7640194171454473, -38.491678672697205 -3.7673967170055738, -38.490760046845196 -3.772568221045976, -38.485821087886656 -3.774362363829739))
133;8880104537fffff;POLYGON ((-38.575423899735085 -3.7901916687049884, -38.57140237944332 -3.7868143227998456, -38.572320602995276 -3.7816422717361333, -38.57726030191446 -3.7798475064135593, -38.581281860070376 -3.7832248058286173, -38.5803636814547 -3.7883969170471157, -38.575423899735085 -3.7901916687049884))
134;8880104e19fffff;POLYGON ((-38.53992775872132 -3.807925538942124, -38.53590660592643 -3.804548052448614, -38.536825037532175 -3.799376207600421, -38.541764577192495 -3.797581788644849, -38.5457857683622 -3.8009592286940372, -38.54486738150854 -3.806131134133905, -38.53992775872132 -3.807925538942124))
135;88801041a3fffff;POLYGON ((-38.45997864533189 -3.841801188635831, -38.455958365258205 -3.8384234221159184, -38.456877255159014 -3.8332520612238885, -38.46181638080917 -3.831458405252776, -38.465836700406754 -3.8348361253885246, -38.46491785484206 -3.8400075478703632, -38.45997864533189 -3.841801188635831))
136;88801041bdfffff;POLYGON ((-38.468938263437884 -3.8433853142127625, -38.46491785484206 -3.8400075478703632, -38.465836700406754 -3.8348361253885246, -38.470775910195634 -3.833042407775096, -38.47479635818721 -3.836420127765217, -38.47387755700592 -3.8415916117118534, -38.468938263437884 -3.8433853142127625))
137;8880104e49fffff;POLYGON ((-38.51959782000581 -3.8443392085148695, -38.5155767329201 -3.8409614911152, -38.51649531675468 -3.835789732505318, -38.521434943036915 -3.8339956305084986, -38.525456068792664 -3.837373301678815, -38.524537529607876 -3.842545121066099, -38.51959782000581 -3.8443392085148695))
138;8880104d53fffff;POLYGON ((-38.45859963087904 -3.7455500225082567, -38.45457990488033 -3.7421728211261964, -38.455498679480826 -3.737001601505303, -38.46043713577473 -3.735207521413043, -38.46445690130656 -3.7385846757161127, -38.46353817102312 -3.7437559571812504, -38.45859963087904 -3.7455500225082567))
139;8880104427fffff;POLYGON ((-38.61747909055936 -3.8136211677755485, -38.613456891439206 -3.8102437357996424, -38.614374924043695 -3.8050713814801433, -38.61931511062012 -3.803276399599203, -38.62333734700385 -3.806653785350186, -38.62241935955931 -3.8118261991977977, -38.61747909055936 -3.8136211677755485))
140;8880104533fffff;POLYGON ((-38.58438532777176 -3.7917742621932735, -38.5803636814547 -3.7883969170471157, -38.581281860070376 -3.7832248058286173, -38.58622164003131 -3.7814299797174367, -38.59024332408422 -3.784807278405512, -38.58932519045208 -3.789979449653628, -38.58438532777176 -3.7917742621932735))
141;88801040a9fffff;POLYGON ((-38.519944663264404 -3.8684042203739346, -38.51592343763254 -3.865026366602907, -38.51684205026408 -3.8598545770421477, -38.52178184388465 -3.8580605805295813, -38.525803108184164 -3.861438388245003, -38.52488454020721 -3.8666102385193897, -38.519944663264404 -3.8684042203739346))
142;8880104c6dfffff;POLYGON ((-38.46790305014718 -3.771195773984295, -38.463883057124946 -3.7678184286505756, -38.46480181622611 -3.7626471092023346, -38.46974052399215 -3.760853073422896, -38.473760556417076 -3.7642303718831838, -38.47284184168502 -3.7694017529871533, -38.46790305014718 -3.771195773984295))
143;8880104e35fffff;POLYGON ((-38.50684198956586 -3.7860777043371034, -38.50282139567162 -3.782700309916599, -38.50373997176458 -3.7775287120314847, -38.50867909718798 -3.7757344474649273, -38.51269972992878 -3.779111795208187, -38.51178119841138 -3.7842834541860477, -38.50684198956586 -3.7860777043371034))
144;8880104f05fffff;POLYGON ((-38.44447263680613 -3.799056332006253, -38.440452802241104 -3.795678799545208, -38.441371717871924 -3.790507597082977, -38.4463104238302 -3.7887138651683694, -38.450330298136485 -3.7920913509025587, -38.449411426755006 -3.79726261526903, -38.44447263680613 -3.799056332006253))
145;888010453bfffff;POLYGON ((-38.58748888901847 -3.8003237960622176, -38.58346715456039 -3.796946405409619, -38.58438532777176 -3.7917742621932735, -38.58932519045208 -3.789979449653628, -38.59334696260241 -3.793356793916695, -38.59242883439192 -3.7985289970997167, -38.58748888901847 -3.8003237960622176))
146;8880104ed1fffff;POLYGON ((-38.57817848592829 -3.774675427423177, -38.57415701595361 -3.7712981739638605, -38.57507520535948 -3.7661261274318476, -38.58001481980295 -3.7643312741944515, -38.58403632760066 -3.7677084810585866, -38.58311818314361 -3.772880587746077, -38.57817848592829 -3.774675427423177))
147;88801041d1fffff;POLYGON ((-38.496164425677975 -3.8722017688756014, -38.49214349411941 -3.8688238669248385, -38.493062235202295 -3.8636522299093516, -38.49800186332543 -3.8618584338095188, -38.50202283389282 -3.8652362896774695, -38.501104137340015 -3.8704079877188655, -38.496164425677975 -3.8722017688756014))
148;8880104f5dfffff;POLYGON ((-38.46859316909414 -3.8193218596964202, -38.464572899032085 -3.815944232481268, -38.46549171577388 -3.810772842524577, -38.47043075821083 -3.808979018245344, -38.47445106767094 -3.8123565989344725, -38.47353229530779 -3.8175280504196656, -38.46859316909414 -3.8193218596964202))
149;8880104511fffff;POLYGON ((-38.599554520121664 -3.8104560563397563, -38.59553257183685 -3.807078621600742, -38.596450694619556 -3.801906386713102, -38.601390720633326 -3.8001115267767154, -38.605412706438436 -3.8034889152267626, -38.60449462872122 -3.808661209892935, -38.599554520121664 -3.8104560563397563))
150;8880104cc1fffff;POLYGON ((-38.53578295324352 -3.727183021778485, -38.531762304465154 -3.723806002839212, -38.53268065504193 -3.7186343042130336, -38.53761960968852 -3.7168395636716434, -38.54164029689251 -3.720216535577127, -38.540721991036044 -3.7253882950485857, -38.53578295324352 -3.727183021778485))
151;8880104f29fffff;POLYGON ((-38.43551409699315 -3.797472455011692, -38.43149439145918 -3.794094923277241, -38.43241335129205 -3.788923782844216, -38.4373519724686 -3.7871301121072523, -38.441371717871924 -3.790507597082977, -38.440452802241104 -3.795678799545208, -38.43551409699315 -3.797472455011692))
152;8880104539fffff;POLYGON ((-38.58163077397574 -3.8072906953577683, -38.57760907729461 -3.8039132583521886, -38.57852729006657 -3.7987411433971774, -38.58346715456039 -3.796946405409619, -38.58748888901847 -3.8003237960622176, -38.58657072121753 -3.805495971046133, -38.58163077397574 -3.8072906953577683))
153;8880104c05fffff;POLYGON ((-38.48547545162407 -3.750299255521987, -38.48145534064768 -3.746922050918425, -38.482373982155174 -3.741750646139769, -38.48731269019193 -3.739956384486233, -38.49133284031708 -3.743333542106515, -38.49041424326847 -3.7485050083544214, -38.48547545162407 -3.750299255521987))
154;8880104f47fffff;POLYGON ((-38.45067475748711 -3.8161540396195623, -38.44665474465863 -3.8127764128613677, -38.44757365001581 -3.8076051463366745, -38.45251252392918 -3.8058114447824964, -38.45653257641199 -3.8091890249509013, -38.45561371533885 -3.814360353254088, -38.45067475748711 -3.8161540396195623))
155;8880107b29fffff;POLYGON ((-38.58023525933439 -3.711028874194978, -38.57621411669866 -3.707651994806611, -38.57713221444848 -3.702480034629098, -38.58207140989408 -3.700684893547564, -38.58609259031671 -3.7040617258884896, -38.58517453751858 -3.709233746349172, -38.58023525933439 -3.711028874194978))
156;8880104e37fffff;POLYGON ((-38.51269972992878 -3.779111795208187, -38.50867909718798 -3.7757344474649273, -38.50959763397082 -3.7705628209882227, -38.51453675890073 -3.7687684812150057, -38.51855743040343 -3.77214578224442, -38.51763893822607 -3.777317469751696, -38.51269972992878 -3.779111795208187))
157;8880104c53fffff;POLYGON ((-38.52131283879441 -3.7566307286178, -38.51729221719767 -3.753253521455429, -38.518210680585995 -3.748081871549981, -38.52314972093487 -3.746287367828635, -38.527170381167686 -3.749664528135451, -38.52625196242732 -3.754836239009965, -38.52131283879441 -3.7566307286178))
158;888010418bfffff;POLYGON ((-38.484101847749805 -3.8620681073590686, -38.48008113301407 -3.858690249890962, -38.48099992379107 -3.8535187044354884, -38.48593938485014 -3.8517249552250146, -38.48996013876643 -3.855102766509843, -38.48904139245485 -3.860274373179229, -38.484101847749805 -3.8620681073590686))
159;8880104cc9fffff;POLYGON ((-38.538885345227065 -3.7357318206887147, -38.53486460797607 -3.7323547542027344, -38.53578295324352 -3.727183021778485, -38.540721991036044 -3.7253882950485857, -38.544742766669124 -3.7287653145693027, -38.543824466139334 -3.7339371077759744, -38.538885345227065 -3.7357318206887147))
160;8880104cc3fffff;POLYGON ((-38.54164029689251 -3.720216535577127, -38.53761960968852 -3.7168395636716434, -38.53853792086555 -3.711667838165565, -38.54347687450811 -3.709873023772723, -38.547497600053056 -3.7132499486078685, -38.54657933362624 -3.718421734896989, -38.54164029689251 -3.720216535577127))
161;8880104cc5fffff;POLYGON ((-38.526823348917866 -3.7256006693361683, -38.52280282718601 -3.7222236511023556, -38.52372122243586 -3.717052013446537, -38.52866009475625 -3.7152573330449687, -38.53268065504193 -3.7186343042130336, -38.531762304465154 -3.723806002839212, -38.526823348917866 -3.7256006693361683))
162;8880104033fffff;POLYGON ((-38.50236908869311 -3.8893010716885317, -38.498347979572415 -3.88592307997052, -38.49926671017955 -3.880751382953651, -38.504206505354325 -3.878957616745615, -38.50822765339677 -3.8823355625179428, -38.50730896735444 -3.887507320434789, -38.50236908869311 -3.8893010716885317))
163;8880104eb5fffff;POLYGON ((-38.547845330181424 -3.7373141746874103, -38.543824466139334 -3.7339371077759744, -38.544742766669124 -3.7287653145693027, -38.549681886467816 -3.726970527607533, -38.55370278876377 -3.730347547585675, -38.552784533018894 -3.7355194014496704, -38.547845330181424 -3.7373141746874103))
164;8880104f15fffff;POLYGON ((-38.4651467543811 -3.7867098343004013, -38.46112671183489 -3.783332394663463, -38.46204550492908 -3.7781610714693827, -38.46698429622471 -3.776367126248041, -38.47100437821477 -3.77974451911671, -38.470085629477104 -3.784915903965801, -38.4651467543811 -3.7867098343004013))
165;88801045e9fffff;POLYGON ((-38.60230880379569 -3.7949392637522026, -38.59828690600414 -3.7915619204963424, -38.599204994605515 -3.7863896893437845, -38.60414493593216 -3.7845947416586103, -38.6081668712029 -3.787972038520406, -38.607248827679534 -3.793144329452215, -38.60230880379569 -3.7949392637522026))
166;8880104503fffff;POLYGON ((-38.58473435144864 -3.8158403241317993, -38.58071256660299 -3.812462841913015, -38.58163077397574 -3.8072906953577683, -38.58657072121753 -3.805495971046133, -38.590592543796525 -3.8088734069804953, -38.58967438141213 -3.814045613501691, -38.58473435144864 -3.8158403241317993))
167;8880104edbfffff;POLYGON ((-38.58713977907897 -3.776257840634501, -38.58311818314361 -3.772880587746077, -38.58403632760066 -3.7677084810585866, -38.58897602300876 -3.7659135672199833, -38.592997656638865 -3.76929077354523, -38.59207955717787 -3.774462940263034, -38.58713977907897 -3.776257840634501))
168;88801045a9fffff;POLYGON ((-38.6019591920428 -3.770873004768786, -38.59793743277234 -3.767495799106508, -38.59885549262802 -3.7623236049834183, -38.603795266692714 -3.7605285566704985, -38.60781706344488 -3.7639057157650773, -38.60689904866238 -3.7690779697310455, -38.6019591920428 -3.770873004768786))
169;8880104509fffff;POLYGON ((-38.58197971138171 -3.831356860230688, -38.57795787616614 -3.8279792868440947, -38.57887611769793 -3.8228071377444572, -38.583816149481216 -3.821012502056992, -38.58783802247126 -3.824390029264283, -38.586919825915295 -3.8295622383291175, -38.58197971138171 -3.831356860230688))
170;8880104dc5fffff;POLYGON ((-38.46411200962015 -3.714522542326856, -38.46009238258164 -3.711145532503373, -38.46101108921964 -3.70597432514115, -38.465949378565675 -3.7041800657476864, -38.46996904505498 -3.7075570282819332, -38.46905038275921 -3.712728297489691, -38.46411200962015 -3.714522542326856))
171;8880104545fffff;POLYGON ((-38.57026296528419 -3.8452902090591348, -38.56624120587174 -3.8419125434236663, -38.567159526476274 -3.836740452663748, -38.57209956158896 -3.834945967440483, -38.576121358945336 -3.8383235869698042, -38.57520308325685 -3.8434957378193135, -38.57026296528419 -3.8452902090591348))
172;8880104c15fffff;POLYGON ((-38.50614929764805 -3.737950440270722, -38.50212898077244 -3.7345733287807117, -38.50304749927194 -3.729401806917566, -38.50798629009282 -3.727607335315388, -38.51200664581974 -3.7309843997808545, -38.51108817188622 -3.736155982863844, -38.50614929764805 -3.737950440270722))
173;8880107b2dfffff;POLYGON ((-38.571274919568005 -3.70944706270548, -38.56725390301853 -3.7060701837464833, -38.56817204567282 -3.700898283977279, -38.57311115998385 -3.6991032027495447, -38.57713221444848 -3.702480034629098, -38.57621411669866 -3.707651994806611, -38.571274919568005 -3.70944706270548))
174;88801045ebfffff;POLYGON ((-38.6081668712029 -3.787972038520406, -38.60414493593216 -3.7845947416586103, -38.60506298490576 -3.779422482766096, -38.610002924053944 -3.77762746100915, -38.61402489671915 -3.7810047114403504, -38.61310689285344 -3.786177030049864, -38.6081668712029 -3.787972038520406))
175;88801041b1fffff;POLYGON ((-38.47479635818721 -3.836420127765217, -38.470775910195634 -3.833042407775096, -38.47169471656988 -3.8278709549282266, -38.476633926534106 -3.826077160659593, -38.48065441383675 -3.829454834260778, -38.47973565187586 -3.8346263485103407, -38.47479635818721 -3.836420127765217))
176;88801048d9fffff;POLYGON ((-38.41484049673901 -3.809817666455059, -38.41082100067637 -3.8064400421001565, -38.411740082696696 -3.801269023939085, -38.41667861669661 -3.7994755678454157, -38.420698152925944 -3.802853145483088, -38.41977911500044 -3.808024225922485, -38.41484049673901 -3.809817666455059))
177;8880104551fffff;POLYGON ((-38.59990406917882 -3.8345226974813547, -38.5958819823578 -3.831145127049934, -38.59680013389069 -3.8259728581450876, -38.60174032718601 -3.8241780999476176, -38.605762451524804 -3.8275556242637485, -38.60484434506225 -3.8327279528834093, -38.59990406917882 -3.8345226974813547))
178;88801040e7fffff;POLYGON ((-38.514086178294576 -3.8753699452723347, -38.510064991415064 -3.871992045482335, -38.5109836433905 -3.8668202865401016, -38.51592343763254 -3.865026366602907, -38.519944663264404 -3.8684042203739346, -38.51902605591363 -3.8735760400919204, -38.514086178294576 -3.8753699452723347))
179;88801040b1fffff;POLYGON ((-38.537519877385165 -3.84750640398472, -38.53349853600447 -3.844128688490378, -38.5344170304922 -3.8389568084507912, -38.53935682162802 -3.8371625833691443, -38.54337820142224 -3.840540252698024, -38.54245975167886 -3.845712193264803, -38.537519877385165 -3.84750640398472))
180;8880104f0dfffff;POLYGON ((-38.44757365001581 -3.8076051463366745, -38.44355372630907 -3.804227566614798, -38.44447263680613 -3.799056332006253, -38.449411426755006 -3.79726261526903, -38.45343139015955 -3.80064014833258, -38.45251252392918 -3.8058114447824964, -38.44757365001581 -3.8076051463366745))
181;8880107b21fffff;POLYGON ((-38.57713221444848 -3.702480034629098, -38.57311115998385 -3.6991032027495447, -38.574029263122604 -3.69393127691364, -38.578968375803385 -3.692136122602037, -38.58298946809849 -3.695512907365625, -38.58207140989408 -3.700684893547564, -38.57713221444848 -3.702480034629098))
182;8880104ed5fffff;POLYGON ((-38.5692173998611 -3.7730929529455173, -38.565196056039106 -3.7697156990393967, -38.56611429034655 -3.764543712788014, -38.571053823586155 -3.762748920152903, -38.57507520535948 -3.7661261274318476, -38.57415701595361 -3.7712981739638605, -38.5692173998611 -3.7730929529455173))
183;8880104f1bfffff;POLYGON ((-38.483065058555994 -3.789876793326601, -38.479044759418045 -3.786499352729384, -38.47996346375191 -3.7813279063502843, -38.48490242278438 -3.779533839154219, -38.4889227611099 -3.782911233046966, -38.48800410122713 -3.7880827408310553, -38.483065058555994 -3.789876793326601))
184;8880104423fffff;POLYGON ((-38.62644168380891 -3.815203629605936, -38.62241935955931 -3.8118261991977977, -38.62333734700385 -3.806653785350186, -38.62827761350253 -3.804858742498596, -38.632299974887324 -3.8082361267138487, -38.63138203264999 -3.8134085999643403, -38.62644168380891 -3.815203629605936))
185;8880104c23fffff;POLYGON ((-38.47927260674993 -3.7332021182700874, -38.475252673508336 -3.7298250098209653, -38.47617132542222 -3.7246536723675248, -38.481109866165255 -3.722859381759096, -38.485129838642585 -3.726236443087903, -38.48421123115289 -3.7314078421362638, -38.47927260674993 -3.7332021182700874))
186;8880104e89fffff;POLYGON ((-38.56025652130863 -3.7715104173245466, -38.556235303831265 -3.7681331630957047, -38.55715358299304 -3.762961237250091, -38.56209303478959 -3.761166505218334, -38.56611429034655 -3.764543712788014, -38.565196056039106 -3.7697156990393967, -38.56025652130863 -3.7715104173245466))
