;CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID;LAT;LON;Zonas;TIPO
8465;20621287;R2 GESTAO DE NEGOCIOS;6822600;GENTILANDIA ,203 - JANGURUSSU ,FORTALEZA - CE;13763;-3.8406481;-38.5049896;Zona_32;imoveis imobiliaria gestao
8466;16713726;FASHION BIS;1412601;S ,303 - JOSE WALTER ,FORTALEZA - CE;3977;-3.8399529;-38.5477935;Zona_74;confeccoes jeans moda
8467;17784019;MMS EVENTOS;8230001;ENGENHEIRO LEAL LIMA VERDE ,1100 - SAPIRANGA-COITE ,FORTALEZA - CE;13201;-3.7986854;-38.4755847;Zona_94;eventos producoes servicos
8468;37040191;DANTAS CAR;4511102;ROGACIANO LEITE ,280 - SALINAS ,FORTALEZA - CE;11927;-3.7597945;-38.4930927;Zona_57;veiculos car multimarcas
8469;17612930;CHARLES PRUDENCIO GIRAO COMERCIO VAREJISTA DE MOVEIS;4754701;LINEU MACHADO ,1210 - JOAO XXIII ,FORTALEZA - CE;15747;-3.770186;-38.5794936;Zona_147;moveis casa comercio
8470;23530664;LUAN CAR LTDA;4511102;JOSE JATAHY ,1688 - PARQUE ARAXA ,FORTALEZA - CE;11834;-3.7365409;-38.54423192407784;Zona_53;veiculos car multimarcas
8471;4309901;BNJ NEGOCIOS;7020400;PEREIRA FILGUEIRAS ,2020 - ALDEOTA ,FORTALEZA - CE;6537;-3.7308005;-38.5053975;Zona_173;consultoria servicos empresarial
8472;50346325;UPWINE.COM.BR;4723700;BARAO DE STUDART ,2360 - JOAQUIM TAVORA ,FORTALEZA - CE;15455;-3.74414625;-38.510041549462485;Zona_306;bebidas distribuidora comercial
8473;52693849;SAO FRANCISCO ME LOCACOES;7711000;TERESINA ,46 - DOM LUSTOSA ,FORTALEZA - CE;12453;-3.7547727;-38.58952716857585;Zona_6;car rent locacoes
8474;46197258;MULT SERV;8211300;MONSENHOR TABOSA ,514 - CENTRO ,FORTALEZA - CE;876;-3.7237919;-38.5160814;Zona_284;servicos consultoria coworking
8475;45015598;GURGEL ASSESSORIA E CONSULTORIA;8211300;PADRE JOAO PIAMARTA ,800 - PARREAO ,FORTALEZA - CE;862;-3.7618673;-38.54332815053586;Zona_13;servicos consultoria coworking
8476;19274495;CLINICA SOLUCAO OCUPACIONAL;8630503;DOUTOR JOAO DE DEUS ,440 - FATIMA ,FORTALEZA - CE;5073;-3.7450998;-38.52603782433577;Zona_19;servicos medicos clinica
8477;22175515;IRMAO JEANS;4781400;JOSE AVELINO ,101 - CENTRO ,FORTALEZA - CE;1705;-3.7217852;-38.5223956;Zona_25;moda confeccoes modas
8478;6098980;LAMARA CORRRETORA;6622300;PEDRO BORGES ,33 - CENTRO ,FORTALEZA - CE;14057;-3.7282138;-38.5275682;Zona_227;seguros corretora saude
8479;49509355;ECL CONSULTORIA;7020400;SAO MATEUS ,1225 - VILA UNIAO ,FORTALEZA - CE;6520;-3.76504805;-38.538715301702126;Zona_13;consultoria servicos empresarial
8480;9511575;SELP.CON;4321500;JOAO MELO ,72 - COUTO FERNANDES ,FORTALEZA - CE;12154;-3.76267175;-38.55905239771789;Zona_187;solar servicos engenharia
8481;5621999;ARSAND COMERCIAL DE ALIMENTOS;4712100;WASHINGTON SOARES ,7187 - JOSE DE ALENCAR ,FORTALEZA - CE;3578;-3.8186787;-38.4823807;Zona_65;mercadinho comercial mercearia
8482;4064533;LEY MOVEIS;4754701;ESTADO DO RIO ,513 - BELA VISTA ,FORTALEZA - CE;15646;-3.75173;-38.5665287;Zona_276;moveis casa comercio
8483;12138281;CONFIANCA ESTOFADOS;4754701;VITAL BRASIL ,661 - BONSUCESSO ,FORTALEZA - CE;15660;-3.7812884;-38.5871331;Zona_15;moveis casa comercio
8484;18784477;MULTSAUDE DISTRIBUIDORA;4729699;AFONSO HENRIQUE ,95 - MESSEJANA ,FORTALEZA - CE;10870;-3.8245706;-38.48982630305426;Zona_20;acai suplementos alimentos
8485;72503568;SACO-PLAST;4789099;NUNES VALENTE ,812 - MEIRELES ,FORTALEZA - CE;11761;-3.73163795;-38.50236040898204;Zona_290;embalagens festas casa
8486;28099123;CANDIDAS E CALENDULA;1412601;SANTA TEREZA ,530 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;4076;-3.8371651;-38.5801836;;confeccoes jeans moda
8487;9494186;SM SISTEMAS;6209100;NOGUEIRA ACIOLI ,996 - CENTRO ,FORTALEZA - CE;8658;-3.7326642;-38.5178983;Zona_335;tecnologia consultoria servicos
8488;18084238;SANTALFIO;4110700;PADRE ANTONIO TOMAS ,3855 - COCO ,FORTALEZA - CE;7988;-3.7438445;-38.4879414;Zona_154;empreendimentos incorporacoes ltda
8489;41426966;ZENIR MOVEIS E ELETROS;4754701;SANTOS DUMONT ,3131 - ALDEOTA ,FORTALEZA - CE;15684;-3.7362064;-38.4969059;Zona_68;moveis casa comercio
8490;4879031;VERANO TUR;7911200;BARAO DO RIO BRANCO ,1071 - CENTRO ,FORTALEZA - CE;15015;-3.72775075;-38.528370395011024;Zona_227;turismo viagens agencia
8491;15535254;COMERCIAL CASSIANO;4755502;DO PEREIRO ,1532 - JANGURUSSU ,FORTALEZA - CE;16165;-3.8391695;-38.518178;Zona_138;variedades aviamentos presentes
8492;10239381;ESPACO GORMET;1091102;SARGENTO HERMINIO SAMPAIO ,881 - MONTE CASTELO ,FORTALEZA - CE;14166;-3.72486845;-38.54872503875611;Zona_269;panificadora pao confeitaria
8493;30296754;MEZ;4781400;DESEMBARGADOR LEITE ALBUQUERQUE ,635 - ALDEOTA ,FORTALEZA - CE;1416;-3.7367743;-38.4991884;Zona_207;moda confeccoes modas
8494;7139887;MORIA ACESSORIOS ELETRONICOS;4751201;MONSENHOR SALAZAR ,690 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;16087;-3.7553368;-38.5055632;Zona_200;informatica acessorios solucoes
8495;52920198;BARROS, MARTINS SERVICOS DE COBRANCA;8291100;DESEMBARGADOR MOREIRA ,760 - MEIRELES ,FORTALEZA - CE;14651;-3.7302023;-38.496441;Zona_290;solucoes assessoria promotora
8496;34356783;L H VISTORIAS;8211300;MANUEL JESUINO ,655 - VARJOTA ,FORTALEZA - CE;555;-3.73125415;-38.48473222322515;Zona_347;servicos consultoria coworking
8497;48742978;SAMANTHA C CABRAL;6204000;EVARISTO DA VEIGA ,140 - PARQUE IRACEMA ,FORTALEZA - CE;15147;-3.8085567;-38.4951411;Zona_216;consultoria tecnologia tech
8498;4113331;BECAUTO PINTURAS EM ESTUFAS;4520001;SANTOS DUMONT ,6385 - PAPICU ,FORTALEZA - CE;10033;-3.7433676;-38.4753467;Zona_247;auto car center
8499;10883698;TATAJUBA INVESTIMENTOS;6462000;JOSE VILAR ,818 - MEIRELES ,FORTALEZA - CE;11143;-3.72696395;-38.50153192388154;Zona_278;participacoes holding empreendimentos
8500;18122790;ALESIG;1412601;DOM LUIS ,1040 - ALDEOTA ,FORTALEZA - CE;3985;-3.7359802;-38.4888306;Zona_68;confeccoes jeans moda
8501;31860460;PARTENAIRE ESCRITORIO VIRTUAL;8211300;VICENTE LINHARES ,521 - ALDEOTA ,FORTALEZA - CE;751;-3.7421436;-38.4997104;Zona_207;servicos consultoria coworking
8502;12312120;W SA REPRESENTACOES;4619200;DOUTOR SILAS MUNGUBA ,835 - PARANGABA ,FORTALEZA - CE;12840;-3.7778078;-38.5618367;Zona_205;representacoes representacao comercio
8503;52628276;LIRA SERVICOS;8211300;EDUARDO SABOIA ,411 - PAPICU ,FORTALEZA - CE;301;-3.7368743;-38.48121959198896;Zona_202;servicos consultoria coworking
8504;21898165;STUDIO RAFAEL LIMA;9602501;CHICO LEMOS ,610 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;10286;-3.7937851;-38.49818701065163;Zona_244;beleza studio barbearia
8505;4210790;ACAO;4110700;RAIMUNDO PINHEIRO MACIEL ,987 - EDSON QUEIROZ ,FORTALEZA - CE;8059;-3.7827645;-38.47579441638312;Zona_77;empreendimentos incorporacoes ltda
8506;12307962;COELHO SERVICOS;8211300;HERACLITO GRACA ,300 - CENTRO ,FORTALEZA - CE;42;-3.73445645;-38.52222341417642;Zona_317;servicos consultoria coworking
8507;22848970;GREENLIFE GUARARAPES;9313100;CORONEL MIGUEL DIAS ,200 - PATRIOLINO RIBEIRO ,FORTALEZA - CE;9653;-3.7592937;-38.48851072526469;Zona_57;academia fitness pilates
8508;45517444;RADAR PUB;5611201;CARLOS VASCONCELOS ,834 - MEIRELES ,FORTALEZA - CE;2601;-3.7292136;-38.50979091140776;Zona_173;restaurante pizzaria pizza
8509;36551747;PRIMECAR SERVICE MULTIMARCAS;4520001;JOAQUIM MAGALHAES ,345 - JOSE BONIFACIO ,FORTALEZA - CE;10014;-3.7382777;-38.5325102419102;Zona_285;auto car center
8510;50345223;TRABALHADOR FARMA;4771701;PROFESSOR JOSE ARTHUR DE CARVALHO ,1635 - LAGOA REDONDA ,FORTALEZA - CE;13407;-3.8184369;-38.4507316;Zona_23;farmacia farma drogaria
8511;43855308;MRFR MED;8630503;BARAO DE ARATANHA ,285 - CENTRO ,FORTALEZA - CE;5137;-3.7355731;-38.5270542;Zona_317;servicos medicos clinica
8512;46899125;JVDF ALIMENTOS DELIVERY;5620104;ROTARY ,328 - AMADEU FURTADO ,FORTALEZA - CE;14920;-3.74252375;-38.55965355010547;Zona_101;marmitaria pizzaria galeteria
8513;10156807;EXACT BRAZIL;4110700;SANTOS DUMONT ,6740 - COCO ,FORTALEZA - CE;7973;-3.7448947;-38.47282039022944;Zona_247;empreendimentos incorporacoes ltda
8514;36873247;ELVISCELL;4752100;SENADOR POMPEU ,649 - CENTRO ,FORTALEZA - CE;13511;-3.7244535;-38.52871903606272;Zona_162;cell celular imports
8515;24634658;ALIANCA CONSTRUCOES;4120400;GODOFREDO MACIEL ,2947 - MONDUBIM ,FORTALEZA - CE;2959;-3.8189522;-38.5764977;Zona_345;construcoes engenharia construtora
8516;11916047;RESTAURANTE DO CHEFE;5611201;CORONEL HONORIO VIEIRA ,775 - PARQUE MANIBURA ,FORTALEZA - CE;2215;-3.7916632;-38.4870424;Zona_100;restaurante pizzaria pizza
8517;40114982;TRILHO SOLUCOES;7112000;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;7000;-3.7372857;-38.4994708;Zona_207;engenharia servicos consultoria
8518;8654197;TREINACON;8219999;CICERO ALVES DE SOUZA ,68 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;14264;-3.792732;-38.49957232;Zona_244;servicos consultoria assessoria
8519;52410664;GRSX SERVICOS ADMINISTRATIVOS LTDA;8211300;DOM LUIS ,880 - ALDEOTA ,FORTALEZA - CE;949;-3.7345613;-38.4937465;Zona_68;servicos consultoria coworking
8520;45779648;CAZA GASTROBAR;5611201;TORRES CAMARA ,160 - ALDEOTA ,FORTALEZA - CE;2083;-3.7350255;-38.5094191;Zona_173;restaurante pizzaria pizza
8521;11467377;CONDOMINIO RESERVA IMPERIAL;4110700;FRANCISCO XEREZ ,140 - GUARARAPES ,FORTALEZA - CE;8083;-3.76006385;-38.48599381288187;Zona_238;empreendimentos incorporacoes ltda
8522;47499356;IDEAL VALOR;8291100;PERBOYRE E SILVA ,68 - CENTRO ,FORTALEZA - CE;14646;-3.7287452;-38.5264202;Zona_227;solucoes assessoria promotora
8523;33714228;LONDON SOLUCOES;6622300;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;14032;-3.7413961;-38.4873288;Zona_154;seguros corretora saude
8524;25131065;MARIA BUNITA;4781400;TENENTE LISBOA ,737 - JACARECANGA ,FORTALEZA - CE;1700;-3.7185064;-38.5419085;Zona_161;moda confeccoes modas
8525;51477234;ESCOLA ESPACO VIVENCIA - MONTESE;8513900;TIANGUA ,935 - VILA UNIAO ,FORTALEZA - CE;16605;-3.7631933;-38.5398848;Zona_13;colegio escola educacional
8526;19803966;CI - CENTRAL DE INTERCAMBIO FORTALEZA;7911200;DESEMBARGADOR MOREIRA ,760 - MEIRELES ,FORTALEZA - CE;15033;-3.7302023;-38.496441;Zona_290;turismo viagens agencia
8527;44505397;P A BORRACHAS;8211300;DOUTOR RODRIGO CODES SANDOVAL ,300 - MONDUBIM ,FORTALEZA - CE;858;-3.8069911;-38.5651621;Zona_78;servicos consultoria coworking
8528;14222551;R & C CONFECCOES;1412601;COELHO NETO ,532 - ALVARO WEYNE ,FORTALEZA - CE;4185;-3.7169896;-38.5734858;Zona_320;confeccoes jeans moda
8529;41391020;CANTINHO DO PLASTICO;4789099;CASTRO E SILVA ,262 - CENTRO ,FORTALEZA - CE;11765;-3.72363;-38.5277787;Zona_162;embalagens festas casa
8530;24916738;DEPOT MEDIEVAL;5611201;WALTER DE CASTRO ,374 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;1966;-3.7925853;-38.4930978;Zona_244;restaurante pizzaria pizza
8531;39543759;CONSTRUTORA AMERICA;7112000;TORRES CAMARA ,100 - ALDEOTA ,FORTALEZA - CE;6859;-3.7346566;-38.5103775;Zona_173;engenharia servicos consultoria
8532;32491666;FAMAR ENGENHARIA;4120400;VICENTE NOGUEIRA BRAGA ,214 - FATIMA ,FORTALEZA - CE;2991;-3.7558967;-38.5219313;Zona_158;construcoes engenharia construtora
8533;19382022;R R FERRAGENS;4744099;OSCAR ARARIPE ,3611 - GRANJA LISBOA ,FORTALEZA - CE;8239;-3.7834228;-38.6245134;Zona_319;construcao construcoes deposito
8534;40605090;LEXUS ENGENHARIA;4120400;COSTA BARROS ,915 - CENTRO ,FORTALEZA - CE;3258;-3.7268906;-38.522287;Zona_95;construcoes engenharia construtora
8535;35394855;VERCOSA SERVICOS;8211300;JOSE VILAR ,3120 - DIONISIO TORRES ,FORTALEZA - CE;123;-3.7422407;-38.5067523;Zona_306;servicos consultoria coworking
8536;39434557;LTM GLOBAL SOLUTIONS;6204000;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;15216;-3.74735095;-38.51925908580248;Zona_42;consultoria tecnologia tech
8537;27014394;RL ESCRITORIOS VIRTUAIS;8211300;SANTOS DUMONT ,3060 - ALDEOTA ,FORTALEZA - CE;425;-3.73704805;-38.49776273203319;Zona_207;servicos consultoria coworking
8538;4906728;VAREJO MAIS;4752100;BEZERRA DE MENEZES ,2450 - PRESIDENTE KENNEDY ,FORTALEZA - CE;13498;-3.73493465;-38.5659868071884;Zona_196;cell celular imports
8539;22621729;JC AUTOMACAO E INSTALACAO;4321500;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;12173;-3.7265218;-38.5295116;Zona_227;solar servicos engenharia
8540;44770354;PROTECT GESTAO EM NEGOCIOS DE SAUDE;7490104;JOAQUIM SA ,538 - DIONISIO TORRES ,FORTALEZA - CE;11522;-3.7487123;-38.50739353343195;Zona_220;negocios saude gestao
8541;47668476;J LIMA ENGENHARIA;4120400;BARAO DE ARACATI ,1848 - ALDEOTA ,FORTALEZA - CE;3302;-3.73292425;-38.511600534616406;Zona_173;construcoes engenharia construtora
8542;32239056;PARCERIA INCORPORACOES DE CASAS;4120400;VALE FORMOSO ,454 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;2798;-3.7853793;-38.5039219;Zona_322;construcoes engenharia construtora
8543;51530109;MULTIHANDS COWORKING;8211300;SANTOS DUMONT ,1510 - ALDEOTA ,FORTALEZA - CE;292;-3.732587;-38.5104486;Zona_173;servicos consultoria coworking
8544;12319075;IT SERVICE;6201501;DOS MURICIS ,74 - EDSON QUEIROZ ,FORTALEZA - CE;12652;-3.7779528;-38.45572288348068;Zona_343;tecnologia software solucoes
8545;7779819;J L E VEICULOS;4511102;JOSE BASTOS ,4699 - RODOLFO TEOFILO ,FORTALEZA - CE;11825;-3.7528955;-38.5534515;Zona_312;veiculos car multimarcas
8546;29573113;GELADAO BC;4723700;DOUTOR PEDRO AUGUSTO ,111 - DOM LUSTOSA ,FORTALEZA - CE;15449;-3.7492075;-38.587327;Zona_333;bebidas distribuidora comercial
8547;51827489;FUTMONEY91;8599604;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;5823;-3.7265218;-38.5295116;Zona_227;consultoria treinamentos servicos
8548;18188829;ACALE PROMOTORA DE VENDAS;6622300;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;13961;-3.7410653;-38.4985591;Zona_207;seguros corretora saude
8549;38224497;PLANUSS;8599604;BARAO DE STUDART ,1165 - ALDEOTA ,FORTALEZA - CE;5741;-3.73520475;-38.506581427618855;Zona_173;consultoria treinamentos servicos
8550;10490753;CESEC;8291100;PEDRO BORGES ,30 - CENTRO ,FORTALEZA - CE;14664;-3.72804575;-38.52611742419812;Zona_95;solucoes assessoria promotora
8551;53608488;C P IMOVEIS;6822600;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;13697;-3.7372857;-38.4994708;Zona_207;imoveis imobiliaria gestao
8552;43045786;F A SOLUCOES EM GESTAO;8211300;OLIVEIRA PAIVA ,1600 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;832;-3.7957218;-38.4920152;Zona_244;servicos consultoria coworking
8553;8080478;MERCADINHO LUIZ PORTELA;4712100;TELES DE SOUSA ,285 - COUTO FERNANDES ,FORTALEZA - CE;3336;-3.75861965;-38.558549786677645;Zona_210;mercadinho comercial mercearia
8554;51713664;OMNIA GESTAO;8211300;MONSENHOR BRUNO ,1153 - ALDEOTA ,FORTALEZA - CE;295;-3.7331422;-38.5094438;Zona_173;servicos consultoria coworking
8555;48378561;DISTRIBUIDORA DE BEBIDAS ARENA;4723700;ALBERTO CRAVEIRO ,2626 - BOA VISTA / CASTELAO ,FORTALEZA - CE;15496;-3.8021948;-38.52117077774624;Zona_211;bebidas distribuidora comercial
8556;12829718;TL CONSTRUCAO;4744099;SAMUEL UCHOA ,949 - JARDIM AMERICA ,FORTALEZA - CE;8155;-3.7546941;-38.5453799;Zona_336;construcao construcoes deposito
8557;18538599;CONDOMINIO PREMIUM;8112500;HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;7558;-3.7382203;-38.5692585;Zona_196;condominio edificio residencial
8558;47625013;LIP LOC CAR;7711000;MINISTRO PETRONIO PORTELA ,570 - SALINAS ,FORTALEZA - CE;12574;-3.7723698;-38.4996134;Zona_61;car rent locacoes
8559;38197720;PROTECT GESTAO EM NEGOCIOS DE SAUDE;7490104;DESEMBARGADOR MOREIRA ,2001 - ALDEOTA ,FORTALEZA - CE;11580;-3.7428714;-38.50015531673259;Zona_207;negocios saude gestao
8560;15796221;SNF SUPLEMENTOS NATURAIS FORTALEZA;4729699;DOM LUIS ,655 - MEIRELES ,FORTALEZA - CE;10954;-3.732601;-38.4994243;Zona_290;acai suplementos alimentos
8561;36755936;NUTS TRADE;8211300;PADRE ANTONIO TOMAS ,2080 - ALDEOTA ,FORTALEZA - CE;133;-3.74240995;-38.49373039028868;Zona_68;servicos consultoria coworking
8562;40073461;IMPULSE;8211300;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;514;-3.7413961;-38.4873288;Zona_154;servicos consultoria coworking
8563;42998643;FC CONSULTORIA E INSTRUTORIA;7020400;SAO JUDAS TADEU ,41 - SAO GERARDO ,FORTALEZA - CE;6747;-3.72983915;-38.56120324119497;Zona_127;consultoria servicos empresarial
8564;29390858;MARFLADIA LEITE SARAIVA;8291100;PERO COELHO ,442 - CENTRO ,FORTALEZA - CE;14577;-3.7339726;-38.5210003;Zona_317;solucoes assessoria promotora
8565;41529916;COLABORAR - GESTAO DE SAUDE E SEGURANCA OCUPACIONAL;8599604;CORONEL CHICO ALVES ,21 - PASSARE ,FORTALEZA - CE;5770;-3.8071933;-38.5265046;Zona_1;consultoria treinamentos servicos
8566;2974336;FILIAL 03;8211300;SANTOS DUMONT ,2828 - ALDEOTA ,FORTALEZA - CE;520;-3.7363774;-38.4997069882904;Zona_207;servicos consultoria coworking
8567;32383834;ACADEMIA COMPLEXO FIT;9313100;VITAL BRASIL ,2010 - GRANJA PORTUGAL ,FORTALEZA - CE;9750;-3.7775672;-38.5986436;Zona_250;academia fitness pilates
8568;17400598;FRETE ESPERANCA;4930202;JOAO LUIS SANTIAGO ,500 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;10660;-3.7868256;-38.4984127;Zona_322;transportes transporte logistica
8569;17462229;MIX DISTRIBUIDORA;4772500;SARGENTO HERMINIO SAMPAIO ,3100 - PRESIDENTE KENNEDY ,FORTALEZA - CE;12367;-3.7259988;-38.5676153;Zona_127;cosmeticos distribuidora perfumaria
8570;18212429;VIVAVERDE;5611203;MONSENHOR TABOSA ,1136 - MEIRELES ,FORTALEZA - CE;4896;-3.7245225;-38.509104472364456;Zona_284;acai lanches cafe
8571;4072550;GUIA FACIL;8211300;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;655;-3.74735095;-38.51925908580248;Zona_42;servicos consultoria coworking
8572;14979927;MASTER FORTE GROUP;8291100;BEZERRA DE MENEZES ,2071 - SAO GERARDO ,FORTALEZA - CE;14610;-3.73266015;-38.55989758046323;Zona_54;solucoes assessoria promotora
8573;53710823;LIDIA MARIA MACHADO LANDIM;8630503;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;5188;-3.7265218;-38.5295116;Zona_227;servicos medicos clinica
8574;46604695;C2F COMERCIO VIRTUAL;4752100;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;13570;-3.7265218;-38.5295116;Zona_227;cell celular imports
8575;10417268;VAREJAO CALADO;4789099;FRANCA ,824 - MARAPONGA ,FORTALEZA - CE;11786;-3.79100895;-38.56338560860502;Zona_313;embalagens festas casa
8576;39920576;ESCOLA ESPACO VIVENCIA;8513900;TIANGUA ,935 - VILA UNIAO ,FORTALEZA - CE;16600;-3.7631933;-38.5398848;Zona_13;colegio escola educacional
8577;37928385;CONFEITAR BOLOS;1091102;DEPUTADO CASTELO DE CASTRO ,1552 - CONJUNTO PALMEIRAS ,FORTALEZA - CE;14248;-3.8432429;-38.5218615;Zona_138;panificadora pao confeitaria
8578;51723221;INDALO CAFE;5611203;SANTOS DUMONT ,3131 - ALDEOTA ,FORTALEZA - CE;4669;-3.7362064;-38.4969059;Zona_68;acai lanches cafe
8579;29246026;VINICIUS CASTELO INCORPORACOES;4110700;EDILSON BRASIL SOARES ,161 - PARQUE MANIBURA ,FORTALEZA - CE;7916;-3.7895205;-38.48426258609168;Zona_100;empreendimentos incorporacoes ltda
8580;46425891;PARANAGUA GESTAO EMPRESARIAL;8211300;ROMEU MARTINS ,855 - MONTESE ,FORTALEZA - CE;579;-3.76432755;-38.55600066088687;Zona_228;servicos consultoria coworking
8581;18578692;LJB COMERCIO E REPRESENTACOES;4541206;BEZERRA DE MENEZES ,1250 - SAO GERARDO ,FORTALEZA - CE;16472;-3.7335736;-38.559395593325306;Zona_54;motos moto pecas
8582;47917238;LUCAS EMANUEL COMERCIAL;7319002;MIGUEL GONCALVES ,206 - MONTESE ,FORTALEZA - CE;9273;-3.7601918;-38.55377252538237;Zona_228;representacoes servicos consultoria
8583;40728485;OMEGA COURIER;4930202;FRANCISCO JOSE ALBUQUERQUE PEREIRA ,656 - CAJAZEIRAS ,FORTALEZA - CE;10692;-3.8115904;-38.50611484044512;Zona_39;transportes transporte logistica
8584;37845938;MOTIV CAR;4511102;CORONEL JOSE PHILOMENO GOMES ,1152 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;11852;-3.77982405;-38.48853692472037;Zona_330;veiculos car multimarcas
8585;4849149;COLEGIO VASCONCELOS VIEIRA;8513900;MAJOR PEDRO SAMPAIO ,376 - RODOLFO TEOFILO ,FORTALEZA - CE;16619;-3.7412482;-38.549016;Zona_287;colegio escola educacional
8586;41816015;DESENVOLVIMENTO DE SISTEMA E TECNOLOGIAS GERENCIAIS;7490104;SOUSA GIRAO ,199 - JOSE BONIFACIO ,FORTALEZA - CE;11515;-3.7411862;-38.5252509;Zona_19;negocios saude gestao
8587;17260981;GUIA MEDICO;7020400;NOGUEIRA ACIOLI ,1505 - CENTRO ,FORTALEZA - CE;6690;-3.7354771;-38.5185207;Zona_335;consultoria servicos empresarial
8588;48343152;DECOFIBRAS;4789099;GUARANI (PAUPINA) ,123 - PAUPINA ,FORTALEZA - CE;11738;-3.8586757;-38.49503728305123;Zona_356;embalagens festas casa
8589;12578248;N Z RENT A FLATS E CARROS;7711000;GUILHERME MENDES ,450 - JARDIM IRACEMA ,FORTALEZA - CE;12471;-3.7209233;-38.5827166;Zona_121;car rent locacoes
8590;21845949;M D STYLO;4781400;ALVARES MACIEL ,1128 - PICI ,FORTALEZA - CE;1067;-3.7503833;-38.569944;Zona_7;moda confeccoes modas
8591;42953365;MGS - GESTAO NA SAUDE;8211300;CORONEL LUIZ DAVID DE SOUZA ,105 - PRESIDENTE KENNEDY ,FORTALEZA - CE;182;-3.7251444;-38.5669677;Zona_127;servicos consultoria coworking
8592;36432000;DECA;4110700;SANTOS DUMONT ,1740 - ALDEOTA ,FORTALEZA - CE;8033;-3.7329008;-38.509812246842685;Zona_173;empreendimentos incorporacoes ltda
8593;5620032;DOROTHY MAISON;7490104;EDUARDO GARCIA ,263 - ALDEOTA ,FORTALEZA - CE;11485;-3.7387803;-38.4966966;Zona_68;negocios saude gestao
8594;23452782;BAR O LIMA;5611203;ALAMEDA MARIA TEREZA ,255 - CIDADE 2000 ,FORTALEZA - CE;4694;-3.7505926;-38.4693682;Zona_242;acai lanches cafe
8595;39258305;SVD - SOLUCOES EM VENDAS E DISTRIBUICAO;7319002;CARLOS STUDART ,640 - JARDIM CEARENSE ,FORTALEZA - CE;9250;-3.79531;-38.5686131;Zona_262;representacoes servicos consultoria
8596;38435430;LALIH MODA PRAIA;4781400;MORENINHA IRINEU ,372 - PARQUELANDIA ,FORTALEZA - CE;1169;-3.73656285;-38.55504668054735;Zona_54;moda confeccoes modas
8597;12197606;PIZZARIA DOM LEONE;4729699;PADRE ANTONINO ,108 - JOAQUIM TAVORA ,FORTALEZA - CE;10936;-3.7410798;-38.5199691;Zona_42;acai suplementos alimentos
8598;51902352;GESTAO CONTABIL CE;6920601;BEZERRA DE MENEZES ,1250 - SAO GERARDO ,FORTALEZA - CE;6395;-3.7335736;-38.559395593325306;Zona_54;contabilidade contabil assessoria
8599;22270024;CAPISTRANO COMERCIO E EMPACOTAMENTO;4712100;LUCAS MAIA ,280 - CANINDEZINHO ,FORTALEZA - CE;3831;-3.81782;-38.6137525;Zona_87;mercadinho comercial mercearia
8600;49238366;DAP MARKETING DIGITAL E SISTEMAS;7319003;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;15540;-3.7372857;-38.4994708;Zona_207;marketing digital comunicacao
8601;30386360;MGC REPRESENTACOES;4619200;PROFESSOR CARLOS LOBO ,257 - PARQUE MANIBURA ,FORTALEZA - CE;12869;-3.7951476;-38.4826415;Zona_100;representacoes representacao comercio
8602;38591476;REVERSE SOLAR;4321500;BEZERRA DE MENEZES ,2485 - PARQUELANDIA ,FORTALEZA - CE;12188;-3.7364503;-38.5667274;Zona_196;solar servicos engenharia
8603;51072139;PH CONSULTORIA;7319003;PEREIRA DE MIRANDA ,1841 - PAPICU ,FORTALEZA - CE;15547;-3.740769;-38.4788803;Zona_247;marketing digital comunicacao
8604;4678460;EVOLUTION SURF SHOP;4781400;OSCAR ARARIPE ,841 - BOM JARDIM ,FORTALEZA - CE;1628;-3.7916035;-38.5990182;Zona_166;moda confeccoes modas
