;CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID;LAT;LON;Zonas;TIPO
3807;51842063;ESTETICA REBECCA HOLANDA;9602502;FLORIANO PEIXOTO ,2609 - FATIMA ,FORTALEZA - CE;15276;-3.7456183;-38.5330125398971;Zona_75;estetica clinica studio
3808;41305830;RE CONFECCOES;4781400;PROFESSOR JOAQUIM ANTONIO ,646 - ELLERY ,FORTALEZA - CE;1303;-3.726674;-38.56415819187626;Zona_127;moda confeccoes modas
3809;925989;CIA DA SUBLIMACAO;4781400;SARGENTO HERMINIO SAMPAIO ,2672 - ELLERY ,FORTALEZA - CE;1270;-3.7268545;-38.56427053674089;Zona_127;moda confeccoes modas
3810;35532383;ALAN SODER;8219999;FIUZA DE PONTES ,299 - CENTRO ,FORTALEZA - CE;14383;-3.7333964;-38.5178053;Zona_335;servicos consultoria assessoria
3811;26545028;PREPARAMED - SIMULACAO E INOVACAO EM SAUDE;8599604;SANTOS DUMONT ,1687 - ALDEOTA ,FORTALEZA - CE;5571;-3.7323837;-38.508746807397685;Zona_173;consultoria treinamentos servicos
3812;47018677;AAS ENGENHARIA;7112000;WALDERY UCHOA ,6 - BENFICA ,FORTALEZA - CE;7157;-3.74193615;-38.53730467785235;Zona_75;engenharia servicos consultoria
3813;31419026;REVESST;1412601;OLIVEIRA SOBRINHO ,1031 - BONSUCESSO ,FORTALEZA - CE;4271;-3.7816119;-38.591235;Zona_15;confeccoes jeans moda
3814;52186898;BELEM CASA DE PAO;1091102;ENGENHEIRO LEAL LIMA VERDE ,1198 - SAPIRANGA / COITE ,FORTALEZA - CE;14146;-3.7978663;-38.4754454;Zona_94;panificadora pao confeitaria
3815;26421331;DXSENIOR;8630503;DESEMBARGADOR LAURO NOGUEIRA ,1500 - PAPICU ,FORTALEZA - CE;5243;-3.7410039;-38.4737697;Zona_247;servicos medicos clinica
3816;51162561;BLUEROCK DESENVOLVIMENTO IMOBILIARIO;6810201;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;13010;-3.7372857;-38.4994708;Zona_207;empreendimentos imoveis imobiliarios
3817;25043029;QM SERVICE;4321500;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;12041;-3.7265218;-38.5295116;Zona_227;solar servicos engenharia
3818;9266934;COMERCIAL CARIOCA;4744099;EDESIO MONTEIRO ,1485 - ANCURI ,FORTALEZA - CE;8320;-3.8639109;-38.5055669;Zona_233;construcao construcoes deposito
3819;24448784;VITALICE;9313100;TIPOGRAFO SALES ,203 - PARQUELANDIA ,FORTALEZA - CE;9655;-3.7378192;-38.5645888682507;Zona_196;academia fitness pilates
3820;51866286;CREPITOS CREPERIA MARAPONGA;5611203;GODOFREDO MACIEL ,3081 - JARDIM CEARENSE ,FORTALEZA - CE;4847;-3.80281665;-38.57146442896038;Zona_132;acai lanches cafe
3821;14099430;CONSTRUTORA MONTE CARMELO;4120400;AMAZONAS ,742 - BELA VISTA ,FORTALEZA - CE;2691;-3.75365395;-38.56338574670276;Zona_276;construcoes engenharia construtora
3822;1986641;HANNA FOOD;5611201;MAJOR FACUNDO ,736 - CENTRO ,FORTALEZA - CE;1876;-3.7294498;-38.5285236;Zona_227;restaurante pizzaria pizza
3823;38627525;MM IMOVEIS;6821801;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;9424;-3.7410653;-38.4985591;Zona_207;imoveis imobiliaria imobiliarios
3824;48233954;TAKE A BREAK;4712100;COMANDANTE JOSE CALS DE OLIVEIRA ,170 - GUARARAPES ,FORTALEZA - CE;3505;-3.7586144;-38.48987385151244;Zona_57;mercadinho comercial mercearia
3825;28941218;INSTITUTO PSIQUE;8650003;SANTOS DUMONT ,2626 - ALDEOTA ,FORTALEZA - CE;13901;-3.73555425;-38.50168385298447;Zona_207;psicologia clinica saude
3826;33966653;FARMACIA SANTA MARIA;4771701;METON DE ALENCAR ,1685 - CENTRO ,FORTALEZA - CE;13387;-3.7311827;-38.5386568;Zona_160;farmacia farma drogaria
3827;30094651;OTICA DO BRASILEIRO;4774100;MARIA GOMES DE SA ,1654 - MONDUBIM ,FORTALEZA - CE;11312;-3.8232369;-38.5839412;Zona_170;otica optica oticas
3828;47661858;ADVANTAGE AUTOS;4511102;JOAQUIM LIMA ,900 - PAPICU ,FORTALEZA - CE;11865;-3.7418747;-38.4788928;Zona_247;veiculos car multimarcas
3829;45994021;MATISSE CUISINE ET ART;5611201;SILVA JATAHY ,942 - MEIRELES ,FORTALEZA - CE;2332;-3.7285855;-38.49560852317324;Zona_290;restaurante pizzaria pizza
3830;52421802;UNA ASSESSORIA VIRTUAL;8211300;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;300;-3.73920265;-38.47292863540481;Zona_103;servicos consultoria coworking
3831;37655769;AREA 42;8211300;FREI MANSUETO ,1289 - VARJOTA ,FORTALEZA - CE;503;-3.73546515;-38.48846276913044;Zona_68;servicos consultoria coworking
3832;31015691;SPLENDOR SALON;9602501;ENGENHEIRO ALBERTO SA ,1251 - VICENTE PINZON ,FORTALEZA - CE;10151;-3.732722;-38.4822064;Zona_202;beleza studio barbearia
3833;35240749;FIGLIOULO SERVICOS;8230001;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;13159;-3.7410653;-38.4985591;Zona_207;eventos producoes servicos
3834;9243982;MERCADINHO NENEM DO FRANGO;4712100;DO VAQUEIRO ,1220 - ANCURI ,FORTALEZA - CE;3391;-3.8609771;-38.5025926;Zona_233;mercadinho comercial mercearia
3835;46904139;CDJ2;6462000;SANTOS DUMONT ,2828 - ALDEOTA ,FORTALEZA - CE;11190;-3.7363774;-38.4997069882904;Zona_207;participacoes holding empreendimentos
3836;43522810;SEROMO MODA INTIMA;4781400;DOUTOR PERGENTINO MAIA ,280 - MESSEJANA ,FORTALEZA - CE;1488;-3.8305434;-38.4951273;Zona_229;moda confeccoes modas
3837;7363493;ESCOLA DE CIENCIAS COMPORTAMENTAIS;8599604;AV SANTOS DUMONT ,2626 - ALDEOTA ,FORTALEZA - CE;5672;-3.73555425;-38.50168385298447;Zona_207;consultoria treinamentos servicos
3838;42027610;YESLASER;9602502;SARGENTO HERMINIO SAMPAIO ,3100 - PRESIDENTE KENNEDY ,FORTALEZA - CE;15311;-3.7259988;-38.5676153;Zona_127;estetica clinica studio
3839;39774312;FARMACIA BEM VIVER;4771701;PROFESSORA MARIA CLARA ,287 - FLORESTA ,FORTALEZA - CE;13332;-3.72603685;-38.58044970677703;Zona_10;farmacia farma drogaria
3840;50438370;TINDOLELE MODA INFANTIL;4789099;RIO TOCANTINS ,1084 - JARDIM IRACEMA ,FORTALEZA - CE;11739;-3.7254748;-38.5815964;Zona_10;embalagens festas casa
3841;19374988;BUTCHERS 746;5611201;MARIA TOMASIA ,746 - ALDEOTA ,FORTALEZA - CE;2472;-3.7352454;-38.4979956;Zona_290;restaurante pizzaria pizza
3842;45075065;PARCEIRAR;7112000;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;7024;-3.7413961;-38.4873288;Zona_154;engenharia servicos consultoria
3843;5746207;EVIDENCE CAR SERVICE;4520001;H ,1280 - CONJUNTO CEARA ,FORTALEZA - CE;9867;-3.7730847;-38.5990456;Zona_201;auto car center
3844;10221161;GNG MOBILE;4752100;DOM LUIS ,300 - ALDEOTA ,FORTALEZA - CE;13600;-3.7333012;-38.49881245674792;Zona_290;cell celular imports
3845;34735792;Sampaio Tecnologia;8219999;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;14381;-3.7410653;-38.4985591;Zona_207;servicos consultoria assessoria
3846;19439891;LOC CAR;7711000;JULIO IBIAPINA ,206 - MEIRELES ,FORTALEZA - CE;12418;-3.72715;-38.4913929;Zona_347;car rent locacoes
3847;41731104;PRSF SERVICOS;6209100;CORONEL LUIZ DAVID DE SOUZA ,72 - PRESIDENTE KENNEDY ,FORTALEZA - CE;8863;-3.7251444;-38.5669677;Zona_127;tecnologia consultoria servicos
3848;10143468;ALTERNATIVA CONSULTORIA;8211300;DR JOSE LOURENCO ,870 - MEIRELES ,FORTALEZA - CE;39;-3.7289653;-38.5059809;Zona_173;servicos consultoria coworking
3849;51464856;MORUS PATRIMONIAL;6462000;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;11199;-3.7410653;-38.4985591;Zona_207;participacoes holding empreendimentos
3850;33005952;FELIPE TEIXEIRA NEGOCIOS IMOBILIARIOS;6821801;DOM LUIS ,1200 - ALDEOTA ,FORTALEZA - CE;9586;-3.7362805;-38.4907015;Zona_68;imoveis imobiliaria imobiliarios
3851;10879429;SALADEX;5611201;WASHINGTON SOARES ,85 - EDSON QUEIROZ ,FORTALEZA - CE;2185;-3.7554302;-38.48876588454546;Zona_114;restaurante pizzaria pizza
3852;40189481;PILARES CONSTRUCOES;4120400;VISCONDE DO RIO BRANCO ,1712 - CENTRO ,FORTALEZA - CE;2800;-3.7359479;-38.5244988;Zona_317;construcoes engenharia construtora
3853;5826512;BONELEKA;1412601;OSVALDO CRUZ ,2503 - ALDEOTA ,FORTALEZA - CE;4315;-3.7336407;-38.4996805;Zona_290;confeccoes jeans moda
3854;52559450;ARRAIS IMOVEIS;6821801;PROFESSOR GOMES DE MATOS ,778 - BOM FUTURO ,FORTALEZA - CE;9452;-3.759938;-38.5449003;Zona_13;imoveis imobiliaria imobiliarios
3855;40372502;ACADEMIA HN GYM;9313100;ROSINHA SAMPAIO ,1347 - JARDIM GUANABARA ,FORTALEZA - CE;9763;-3.7263546;-38.5908471;Zona_41;academia fitness pilates
3856;49560660;D@VIVO CONSULTORIA;8599604;GODOFREDO MACIEL ,2440 - MARAPONGA ,FORTALEZA - CE;5800;-3.792631;-38.5682658;Zona_262;consultoria treinamentos servicos
3857;44065989;SAPYO - GESTAO & TECNOLOGIA;7020400;WASHINGTON SOARES ,3663 - EDSON QUEIROZ ,FORTALEZA - CE;6495;-3.7881744;-38.47970119529657;Zona_344;consultoria servicos empresarial
3858;46150706;CANTINHO DA LU;5611201;BETEL ,2385 - ITAPERI ,FORTALEZA - CE;2603;-3.7908227;-38.5517595;Zona_254;restaurante pizzaria pizza
3859;51545488;KAZA'S GANESHA PARAFUSOS & CIA;4744099;ANTONIO SALES ,13 - JOAQUIM TAVORA ,FORTALEZA - CE;8209;-3.73915565;-38.52207907069672;Zona_317;construcao construcoes deposito
3860;4001106;ALAIN DELON;4781400;DOM LUIS ,500 - MEIRELES ,FORTALEZA - CE;1266;-3.732601;-38.4994243;Zona_290;moda confeccoes modas
3861;35638950;FRANCISCO ALVES;4712100;RIBEIRO LEITAO ,280 - JOQUEI CLUBE ,FORTALEZA - CE;3667;-3.76185235;-38.57717277584675;Zona_52;mercadinho comercial mercearia
3862;22493567;AMAZING ACAI;5611203;HAROLDO TORRES ,1111 - SAO GERARDO ,FORTALEZA - CE;4535;-3.7269058;-38.5557657;Zona_122;acai lanches cafe
3863;34391980;AGILE COWORKING;8211300;VINTE E CINCO DE MARCO ,313 - CENTRO ,FORTALEZA - CE;116;-3.7268153;-38.5215531;Zona_95;servicos consultoria coworking
3864;41670580;AZ DE OURO VEICULOS;4511102;VIRIATO RIBEIRO ,193 - BELA VISTA ,FORTALEZA - CE;11935;-3.7496212;-38.5618825;Zona_276;veiculos car multimarcas
3865;4659738;ESPACO RESPIRE;9313100;WASHINGTON SOARES ,85 - EDSON QUEIROZ ,FORTALEZA - CE;9788;-3.7554302;-38.48876588454546;Zona_114;academia fitness pilates
3866;22624169;MERCADINHO E FRIGORIFICO RAI;4712100;PEDRO MELO ,130 - ANTONIO BEZERRA ,FORTALEZA - CE;3405;-3.7432358;-38.586581;Zona_333;mercadinho comercial mercearia
3867;73785420;MARE;1412601;MONS TABOSA ,630 - CENTRO ,FORTALEZA - CE;4320;-3.7240704;-38.5136844;Zona_284;confeccoes jeans moda
3868;52681071;OL - OTICA LUCY;4774100;SENADOR POMPEU ,1215 - CENTRO ,FORTALEZA - CE;11266;-3.7294621;-38.5300852;Zona_227;otica optica oticas
3869;14025065;MERCADINHO CARLINHOS;4712100;DR FERNANDO AUGUSTO ,2976 - GRANJA LISBOA ,FORTALEZA - CE;3607;-3.7874534;-38.6208978;Zona_104;mercadinho comercial mercearia
3870;40851275;REBOUCAS CONSULTORIA;6204000;REDENCAO ,36 - BENFICA ,FORTALEZA - CE;15128;-3.74358525;-38.54049735449309;Zona_75;consultoria tecnologia tech
3871;8488955;N CONSTUCOES;4120400;OLIVEIRA PAIVA ,1600 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;2902;-3.7957218;-38.4920152;Zona_244;construcoes engenharia construtora
3872;44536467;NUOKI PRAIA;5611201;BEIRA MAR ,2361 - MEIRELES ,FORTALEZA - CE;2619;-3.7249226;-38.4992106;;restaurante pizzaria pizza
3873;42926086;ASSESSORIA & NEGOCIOS;8219999;BARAO DO RIO BRANCO ,1071 - CENTRO ,FORTALEZA - CE;14292;-3.72775075;-38.528370395011024;Zona_227;servicos consultoria assessoria
3874;38973878;MVP BUSINESS INTELLIGENCE;6201501;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;12679;-3.7410653;-38.4985591;Zona_207;tecnologia software solucoes
3875;52088939;MAX VEICULOS;4530703;SARGENTO HERMINIO SAMPAIO ,3768 - PRESIDENTE KENNEDY ,FORTALEZA - CE;9050;-3.7292562;-38.57397441258097;Zona_58;pecas auto servicos
3876;30720175;AGRO BRAZIL INVEST;6810201;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;13113;-3.73920265;-38.47292863540481;Zona_103;empreendimentos imoveis imobiliarios
3877;24776727;(UERF) DA ESCOLA MUNICIPAL ADALBERTO STUDART FILHO;8550301;DO CAMPO ,25 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;15991;-3.8353628;-38.57503509064073;Zona_84;uerf escola municipal
3878;45510069;LEONARDO REPRESENTACOES;4619200;ASTROGILDO FONTOURA ,809 - BARRA DO CEARA ,FORTALEZA - CE;12879;-3.7120522;-38.586392;Zona_34;representacoes representacao comercio
3879;24906401;UERF DA ESCOLA MUNICIPAL ANGELICA GURGEL;8550301;DOUTOR PERGENTINO MAIA ,375 - MESSEJANA ,FORTALEZA - CE;15948;-3.83060385;-38.491915511122855;Zona_229;uerf escola municipal
3880;35847595;VELLA INVESTIMENTOS;7020400;VILEBALDO AGUIAR ,2315 - COCO ,FORTALEZA - CE;6589;-3.7445617;-38.4754203;Zona_247;consultoria servicos empresarial
3881;49428310;MOREIRA & LIMA BUSINESS;8211300;DESEMBARGADOR MOREIRA ,2020 - ALDEOTA ,FORTALEZA - CE;611;-3.74281335;-38.50098526452073;Zona_207;servicos consultoria coworking
3882;20916067;SAN FU VARIEDADES;4781400;GUILHERME ROCHA ,261 - CENTRO ,FORTALEZA - CE;1065;-3.7232005;-38.53893752795288;Zona_151;moda confeccoes modas
3883;12292515;CHURRASCARIA POPULAR;5611201;JOSE SABOIA ,227 - CAIS DO PORTO ,FORTALEZA - CE;2434;-3.7187982;-38.4649554;Zona_281;restaurante pizzaria pizza
3884;11002835;JN MELO CONSTRUCOES;4120400;RECANTO DO MAR ,920 - SABIAGUABA ,FORTALEZA - CE;3177;-3.7916153;-38.4435032;Zona_145;construcoes engenharia construtora
3885;23708255;CLINICA MEDICA RODRIGUES MARTINS;8630503;JAIME CALADO ,73 - FATIMA ,FORTALEZA - CE;5232;-3.751933;-38.527414816331145;Zona_234;servicos medicos clinica
3886;52561847;NC4 SERVICOS FITNESS;9313100;OSCAR ARARIPE ,SN - GRANJA LISBOA ,FORTALEZA - CE;9862;-3.7834228;-38.6245134;Zona_319;academia fitness pilates
3887;45116069;PACHECO CONSTRUCOES E INCORPORACOES;4120400;GENERAL MELO MACHADO ,47 - ALDEOTA ,FORTALEZA - CE;2816;-3.7407255;-38.5069655;Zona_306;construcoes engenharia construtora
3888;20920715;LG TRANSPORTES & LOGISTICA;4930202;F (MONDUBIM) ,247 - MONDUBIM ,FORTALEZA - CE;10741;-3.81747815;-38.565049498869016;Zona_248;transportes transporte logistica
3889;41667366;IPG;9430800;JULIO BRAGA ,630 - JOQUEI CLUBE ,FORTALEZA - CE;8445;-3.774914;-38.5824636;Zona_257;instituto associacao escolar
3890;41739991;ELIAS CAPAS;4752100;TRISTAO GONCALVES ,378 - CENTRO ,FORTALEZA - CE;13626;-3.7250255;-38.5329138;Zona_227;cell celular imports
3891;2502520;ACCESS COBRANCA E CONTACT CENTER;8211300;BARBARA DE ALENCAR ,1830 - ALDEOTA ,FORTALEZA - CE;509;-3.7401003;-38.5087211;Zona_306;servicos consultoria coworking
3892;18460434;TREND FITT;1412601;MAJOR OCTACILIO AFONSO DE SOUZA ,50 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;4396;-3.7860279;-38.5039308;Zona_322;confeccoes jeans moda
3893;45519705;NENEM CAR;4520001;CONTORNO NORTE ,970 - CONJUNTO ESPERANCA ,FORTALEZA - CE;9933;-3.8122701;-38.5891507;Zona_167;auto car center
3894;8624747;GRANTERRA;4930202;ESTUDANTE SILVIO CARNEIRO ,37 - PAUPINA ,FORTALEZA - CE;10576;-3.8747228;-38.4976467;Zona_8;transportes transporte logistica
3895;33361219;BOX CHRONOS;9313100;GUANABARA ,321 - PAN AMERICANO ,FORTALEZA - CE;9670;-3.75366425;-38.56677342435229;Zona_276;academia fitness pilates
3896;33563697;TALISMA CASA DE ESSENCIAS;4772500;PEDRO I ,725 - CENTRO ,FORTALEZA - CE;12246;-24.5034245;-47.8436169;;cosmeticos distribuidora perfumaria
3897;34182046;M A I PRODUCOES;8230001;GODOFREDO MACIEL ,3441 - MONDUBIM ,FORTALEZA - CE;13278;-3.8056074;-38.572477;Zona_78;eventos producoes servicos
3898;42701942;SAEM DISTRIBUICAO E SERVICOS;4781400;FRANCISCO MOREIRA ,660 - PRAIA DO FUTURO I ,FORTALEZA - CE;1800;-3.7454441;-38.4499087;Zona_118;moda confeccoes modas
3899;49668078;MARCELO FEITOSA SERVICOS MEDICOS;8630503;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;5336;-3.74735095;-38.51925908580248;Zona_42;servicos medicos clinica
3900;52484576;FABRICA VIBROW;1412601;PROFESSOR VIRGILIO MORAIS ,299 - AUTRAN NUNES ,FORTALEZA - CE;4096;-3.7511735;-38.5963943;Zona_307;confeccoes jeans moda
3901;1441661;A PADARIA;5611203;SENADOR CARLOS JEREISSATI ,3000 - SERRINHA ,FORTALEZA - CE;4709;-3.7761178;-38.53554028983212;Zona_279;acai lanches cafe
3902;47093906;KLOUDFORGE;6209100;LUIZA MIRANDA COELHO ,50 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;8707;-3.7762331;-38.4838879684403;Zona_263;tecnologia consultoria servicos
3903;29110218;ORTOINTEGRA;8630504;PEDRO BORGES ,135 - CENTRO ,FORTALEZA - CE;7696;-3.72850915;-38.52711319209693;Zona_227;odontologia clinica odonto
3904;53825616;IMPACTA MAIS ASSESSORIA EM EVENTOS;8230001;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;13241;-3.7413961;-38.4873288;Zona_154;eventos producoes servicos
3905;8051453;A.F. CESTAS BASICAS E LOCACAO;4712100;VALDIR DANTAS ,820 - PEDRAS ,FORTALEZA - CE;3588;-3.8687237;-38.5211933;Zona_33;mercadinho comercial mercearia
3906;53024100;MAIS SOLUCOES;8211300;ANTONIO SALES ,1317 - JOAQUIM TAVORA ,FORTALEZA - CE;643;-3.74217775;-38.5119695813669;Zona_306;servicos consultoria coworking
3907;28151063;HELP SERVICE FILIAL;8211300;CHICO LEMOS ,487 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;834;-3.7922793;-38.49853674987635;Zona_244;servicos consultoria coworking
3908;3190850;NEXUS - ENGENHARIA E CONSULTORIA DE SOLDAGEM;7112000;AUDIZIO PINHEIRO ,690 - HENRIQUE JORGE ,FORTALEZA - CE;7071;-3.7591187;-38.5894144;Zona_6;engenharia servicos consultoria
3909;43010593;CAROLGABY FESTAS;4789099;SENADOR ALENCAR ,325 - CENTRO ,FORTALEZA - CE;11808;-3.7231525;-38.5333497;Zona_151;embalagens festas casa
3910;48577395;JGA REPRESENTACOES;7490104;FREI SERAFIM ,70 - PARANGABA ,FORTALEZA - CE;11604;-3.7803046;-38.5753168;Zona_351;negocios saude gestao
3911;11470314;DROPE ONDA;1412601;MISTER HULL ,5844 - ANTONIO BEZERRA ,FORTALEZA - CE;4183;-3.7400696;-38.5972629;Zona_354;confeccoes jeans moda
3912;63498430;MARCOS CONSTRUCOES LOCACOES E SERVICOS;4120400;TIRADENTES ,559 - RODOLFO TEOFILO ,FORTALEZA - CE;3131;-3.7416537;-38.55019502342634;Zona_287;construcoes engenharia construtora
3913;2610278;MAIA ENGENHARIA;4120400;SERGIPE ,1010 - DEMOCRITO ROCHA ,FORTALEZA - CE;2873;-3.76189255;-38.56857026666667;Zona_299;construcoes engenharia construtora
3914;13309079;ROBERTA SEVERINO;9602501;PROFESSOR CARLOS LOBO ,100 - PARQUE MANIBURA ,FORTALEZA - CE;10116;-3.795501;-38.48450855882594;Zona_100;beleza studio barbearia
3915;45569952;PETRUS BURGUER;5611203;EMILIA GONCALVES ,SN - QUINTINO CUNHA ,FORTALEZA - CE;4999;-3.729746;-38.59507013301881;Zona_255;acai lanches cafe
3916;16758976;MERCADINHO MARIANO;4712100;VALPARAISO ,450 - CONJUNTO PALMEIRAS ,FORTALEZA - CE;3385;-3.8451145;-38.5244311;Zona_291;mercadinho comercial mercearia
3917;30566623;FABRICA DE TAPIOCAS;5611203;WASHINGTON SOARES ,85 - EDSON QUEIROZ ,FORTALEZA - CE;4566;-3.7554302;-38.48876588454546;Zona_114;acai lanches cafe
3918;42093430;VALOR MARKETING;7319003;SENADOR VIRGILIO TAVORA ,999 - ALDEOTA ,FORTALEZA - CE;15529;-3.7376609;-38.4934601;Zona_68;marketing digital comunicacao
3919;22593791;MENINA LINDA CONCEITO;4781400;JOSE AVELINO ,100 - PRAIA DE IRACEMA ,FORTALEZA - CE;1077;-3.7224035;-38.5192475;Zona_25;moda confeccoes modas
3920;50509435;MASTER TRANSPORTES;4930202;SARGENTO HERMINIO SAMPAIO ,3100 - PRESIDENTE KENNEDY ,FORTALEZA - CE;10622;-3.7259988;-38.5676153;Zona_127;transportes transporte logistica
3921;26645821;AJUD;7020400;SANTOS DUMONT ,1510 - ALDEOTA ,FORTALEZA - CE;6610;-3.732587;-38.5104486;Zona_173;consultoria servicos empresarial
3922;38255722;MATEUS LANCHES;5611203;CASTRO DE ALENCAR ,1231 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;4607;-3.782026;-38.5053589;Zona_144;acai lanches cafe
3923;24286383;SAFETY CORRETORA DE SEGUROS;6622300;DOM LUIS ,300 - MEIRELES ,FORTALEZA - CE;14021;-3.7333012;-38.49881245674792;Zona_290;seguros corretora saude
3924;4968641;FERNANDA RODRIGUES STORE;4781400;PESSOA ANTA ,14 - CENTRO ,FORTALEZA - CE;1050;-3.7214573;-38.5229843;Zona_162;moda confeccoes modas
3925;36938070;LICIA PIRES BASTO COSTA;5611203;REPUBLICA DO LIBANO ,1080 - MEIRELES ,FORTALEZA - CE;4597;-3.7330693;-38.49070734440723;Zona_347;acai lanches cafe
3926;36429993;BOREAL URBANISMO;7111100;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;15852;-3.7410653;-38.4985591;Zona_207;arquitetura estudio projetos
3927;29022625;TANGO PLAZA DE FATIMA;4110700;DOM LUIS ,880 - ALDEOTA ,FORTALEZA - CE;8104;-3.7345613;-38.4937465;Zona_68;empreendimentos incorporacoes ltda
3928;44626742;LAVEIGA;8211300;SANTOS DUMONT ,6740 - COCO ,FORTALEZA - CE;859;-3.7448947;-38.47282039022944;Zona_247;servicos consultoria coworking
3929;22068143;MEDHOSP SERVICOS MEDICOS;8630503;SANTOS DUMONT ,1740 - ALDEOTA ,FORTALEZA - CE;5409;-3.7329008;-38.509812246842685;Zona_173;servicos medicos clinica
3930;37202832;REEVES DE CASTRO PARTICIPACOES LTDA.;6462000;ROCHA LIMA ,371 - CENTRO ,FORTALEZA - CE;11094;-3.7365583;-38.5208587;Zona_317;participacoes holding empreendimentos
3931;43043163;FM TECNOLOGIA;8219999;ANTONIO IVO ,325 - HENRIQUE JORGE ,FORTALEZA - CE;14334;-3.7588624;-38.5803634;Zona_52;servicos consultoria assessoria
3932;14850583;MAGANDA FASHION;1412601;ESPERANTO ,1728 - VILA UNIAO ,FORTALEZA - CE;4386;-3.76950935;-38.54128458823367;Zona_261;confeccoes jeans moda
3933;26894259;LOPES CONFECCOES;4781400;TAQUARI ,1275 - BONSUCESSO ,FORTALEZA - CE;1112;-3.7803885;-38.5869923;Zona_15;moda confeccoes modas
3934;23094726;N3 PROMOTORA;8291100;WASHINGTON SOARES ,3663 - EDSON QUEIROZ ,FORTALEZA - CE;14619;-3.7881744;-38.47970119529657;Zona_344;solucoes assessoria promotora
3935;43822414;ECOPECAS;4530703;BR 116 ,2010 - CAJAZEIRAS ,FORTALEZA - CE;8955;-3.7854805;-38.5120258;Zona_128;pecas auto servicos
3936;12515840;SIMULASSAO;4781400;LAURO NOGUEIRA ,1500 - PAPICU ,FORTALEZA - CE;1650;-3.7423141;-38.4708981;Zona_16;moda confeccoes modas
3937;39539008;SOU MAIS CLUBE DE VANTAGENS;8211300;MARIA JULIA ,596 - BOM JARDIM ,FORTALEZA - CE;144;-3.7950208;-38.6006857;Zona_213;servicos consultoria coworking
3938;46650041;GALETERIA SP;5620104;BOA ESPERANCA ,330 - GENIBAU ,FORTALEZA - CE;14873;-3.754378;-38.6045471;;marmitaria pizzaria galeteria
3939;3018867;EQUIPE DE PRODUCAO;8230001;DR FRANCISCO GADELHA ,626 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;13128;-3.77493355;-38.49166799497608;Zona_330;eventos producoes servicos
3940;24438758;UERF DA ESCOLA MUNICIPAL RAIMUNDO DE SOUSA MANGUEIRA;8550301;ALBERTO FERREIRA ,624 - JARDIM IRACEMA ,FORTALEZA - CE;15983;-3.7228557;-38.583501;Zona_41;uerf escola municipal
3941;15120650;MAQUIP;4530703;BR-116 ,2770 - CAJAZEIRAS ,FORTALEZA - CE;8920;-3.7951303;-38.5075024;Zona_86;pecas auto servicos
3942;14108436;AGRIAMB TECNOLOGIAS AMBIENTAIS;7112000;PRIMEIRO DE MAIO ,118 - BONSUCESSO ,FORTALEZA - CE;7081;-3.7840244;-38.5840404;Zona_141;engenharia servicos consultoria
3943;33978018;CLARYANNE AGUIAR ARQUITETURA;8211300;SENADOR VIRGILIO TAVORA ,1500 - ALDEOTA ,FORTALEZA - CE;763;-3.7376609;-38.4934601;Zona_68;servicos consultoria coworking
3944;51858281;ANCORA FORT PARTICIPACOES;6462000;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;11121;-3.7372857;-38.4994708;Zona_207;participacoes holding empreendimentos
3945;41326017;MR DOCTORS;1412601;MONSENHOR TABOSA ,478 - CENTRO ,FORTALEZA - CE;4464;-3.7239879;-38.5150751;Zona_284;confeccoes jeans moda
3946;2855919;EXITO COBRANCA;7020400;GUILHERME ROCHA ,218 - CENTRO ,FORTALEZA - CE;6539;-3.7268221;-38.52821993030916;Zona_227;consultoria servicos empresarial
3947;3873366;MERCADINHO MARTINS;4712100;RIO  VERDE ,990 - GENIBAU ,FORTALEZA - CE;3731;-3.7543798;-38.6056137;;mercadinho comercial mercearia
