CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID
13828258;ANA CARLA CRIACOES;1412601;CAPITAO NESTOR GOIS ,625 - ELLERY ,FORTALEZA - CE;4172
14064213;DRUPZ JEANS;1412601;ADOLFO BEZERRA DE MENEZES ,1025 - ALVARO WEYNE ,FORTALEZA - CE;4173
9205234;GATA FACEIRA;1412601;DOUTOR MANUEL MOREIRA ,210 - MARAPONGA ,FORTALEZA - CE;4174
11301092;BEBETENKITE;1412601;JAIME BENEVOLO ,535 - JOSE BONIFACIO ,FORTALEZA - CE;4175
11816595;LOREN KIDS;1412601;MAJOR CELESTINO ,776 - ANTONIO BEZERRA ,FORTALEZA - CE;4176
14369344;GO FIGHT;1412601;FREI VIDAL ,2029 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;4177
4575704;HOTFIX BOTOES IMP E EXP;1412601;35 ,1720 - VILA VELHA ,FORTALEZA - CE;4178
14750941;MENINA FLOR;1412601;VINTE E QUATRO DE MAIO ,533 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;4179
20430891;AZURA JEANS;1412601;DO CAMPO ,333 - PICI ,FORTALEZA - CE;4180
9390264;FULGENCE;1412601;RUA BENJAMIM BARROSO ,559 - MONTE CASTELO ,FORTALEZA - CE;4181
10459135;HANDERY;1412601;RAUL NABUCO ,118 - BOM SUCESSO ,FORTALEZA - CE;4182
11470314;DROPE ONDA;1412601;MISTER HULL ,5844 - ANTONIO BEZERRA ,FORTALEZA - CE;4183
11789995;TICIANA SAMPAIO;1412601;PADRE ANTONIO TOMAS ,2080 - ALDEOTA ,FORTALEZA - CE;4184
14222551;R & C CONFECCOES;1412601;COELHO NETO ,532 - ALVARO WEYNE ,FORTALEZA - CE;4185
15575188;ESPLENDORE CONFECCOES;1412601;MARIA PERDIGAO ,325 - BARROSO ,FORTALEZA - CE;4186
15608444;KY BONECA;1412601;MAJOR CELESTINO ,655 - ANTONIO BEZERRA ,FORTALEZA - CE;4187
16646786;ROSANGELA CARVALHO;1412601;SENADOR ROBERT KENNEDY ,685 - BARRA DO CEARA ,FORTALEZA - CE;4188
16732321;FORTALSUN;1412601;AUSTRALIA ,725 - ITAPERI ,FORTALEZA - CE;4189
11983026;SMALLY JEANS;1412601;EINSTEIN ,882 - VILA PERI ,FORTALEZA - CE;4190
17077139;VIRTUDE JEANS;1412601;SAO MANUEL ,1745 - MANUEL SATIRO ,FORTALEZA - CE;4191
17118690;GPTEXX GOLAS E PUNHOS;1412601;C (LOT PARQUE MONTENEGRO I) ,687 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4192
17462554;AMISSI STORE;1412601;JULIO CESAR ,273 - BENFICA ,FORTALEZA - CE;4193
17511904;MARIAS FLOR;1412601;VICENTE CELESTINO ,1543 - PARQUE PRESIDENTE VARGAS ,FORTALEZA - CE;4194
17907083;MORENA CHIC;1412601;DOS EXPEDICIONARIOS ,4905 - VILA UNIAO ,FORTALEZA - CE;4195
17921264;XXXXXXXX;1412601;TIRCO LEAL ,40 - MARAPONGA ,FORTALEZA - CE;4196
18241436;SERIFLEX;1412601;PEDRO I ,978 - CENTRO ,FORTALEZA - CE;4197
18493474;HAND LACE;1412601;ARARIPE MACEDO ,256 - JOQUEI CLUBE ,FORTALEZA - CE;4198
18754154;DBASTOS;1412601;PRINCESA ISABEL ,271 - CENTRO ,FORTALEZA - CE;4199
19127172;NATY GATA;1412601;RAIMUNDO MAGALHAES ,65 - CRISTO REDENTOR ,FORTALEZA - CE;4200
19196103;DONNA JEANS;1412601;VINTE E CINCO DE MAIO ,345 - ARACAPE ,FORTALEZA - CE;4201
19268793;INVOLTT;1412601;ESTEFANIA MENDES MOTA ,733 - SAO GERARDO ,FORTALEZA - CE;4202
19749929;MADAMA LITTA;1412601;MAJOR FACUNDO ,476 - CENTRO ,FORTALEZA - CE;4203
19812077;PITANGA FLOR;1412601;916 ,185 - CONJUNTO CEARA II ,FORTALEZA - CE;4204
19876475;ZUDY JEANS;1412601;DOM HENRIQUE ,585 - VILA PERI ,FORTALEZA - CE;4205
19949778;ZOOM JEANS WAER;1412601;509 (CONJ. CEARA II) ,22 - CONJUNTO CEARA II ,FORTALEZA - CE;4206
20061781;CARRAPETA E MISS L CONFECCOES;1412601;ALMIRANTE RUFINO ,736 - VILA UNIAO ,FORTALEZA - CE;4207
21004397;KM2 KIDS;1412601;JOSE LOURENCO ,30 - MONDUBIM ,FORTALEZA - CE;4208
22321372;VIVIBELLA;1412601;EVANDRO LUZ ,30 - PADRE ANDRADE ,FORTALEZA - CE;4209
22330966;SQUID;1412601;SANTOS DUMONT ,2122 - ALDEOTA ,FORTALEZA - CE;4210
21026780;LA BELLY;1412601;PROFESSORA HELOISA FERREIRA LIMA ,2114 - ITAPERI ,FORTALEZA - CE;4211
22849036;CLAD;1412601;ANTONIO COSTA MENDES ,1670 - PARQUE SAO JOSE ,FORTALEZA - CE;4212
22983421;UNILOOK JEANS;1412601;1 DE MAIO (BONSUCESSO) ,297 - BONSUCESSO ,FORTALEZA - CE;4213
23062134;DE BRAND;1412601;VINICIUS DE MORAIS ,51 - SAO GERARDO ,FORTALEZA - CE;4214
18736180;DANNA BANNA MODAS;1412601;ODILON GUIMARAES ,68 - CURIO ,FORTALEZA - CE;4215
23726621;TO NA AREA;1412601;SANTOS DUMONT ,6740 - COCO ,FORTALEZA - CE;4216
23865824;BELLARITA;1412601;DESEMBARGADOR LAURO NOGUEIRA ,1500 - PAPICU ,FORTALEZA - CE;4217
23958696;PHILIA MODA FEMININA;1412601;FERNANDO F. DE MELO ,323 - MANOEL SATIRO ,FORTALEZA - CE;4218
24239169;ZERO21;1412601;LINEU MACHADO ,93 - BONSUCESSO ,FORTALEZA - CE;4219
24295882;HENRRY JEANS;1412601;XAVIER DA SILVEIRA ,3778 - GRANJA LISBOA ,FORTALEZA - CE;4220
24528339;FLOR T-SHIRTS;1412601;SAUDADE ,440 - MONTESE ,FORTALEZA - CE;4221
9157036;DONDOCA BOUTIQUE;1412601;11 LOT ALTO BOA VISTA ,755 - SAO BENTO ,FORTALEZA - CE;4222
24875317;CONSERTOS & ACERTOS;1412601;TEODORO DE CASTRO ,2076 - GRANJA LISBOA ,FORTALEZA - CE;4223
15175587;FASHION COUTURE;1412601;JOAQUIM NABUCO ,720 - MEIRELES ,FORTALEZA - CE;4224
10584496;BOMACHE;1412601;EUZEBIO DE PAULA ,60 - PAUPINA ,FORTALEZA - CE;4225
9305131;G KIDS MODA INFANTIL E ADULTO;1412601;HUMBERTO HOLANDA CASSUNDE ,176 - BOA VISTA ,FORTALEZA - CE;4226
18318273;TROIA;1412601;BRIGADEIRO TORRES ,243 - JOQUEI CLUBE ,FORTALEZA - CE;4227
11146366;MIACHE;1412601;CEL.VIRGILIO NOGUEIRA PAES ,730 - GRANJA LISBOA ,FORTALEZA - CE;4228
16992514;DOG MAXX;1412601;SAO BENEDITO DO PICI ,71 - PICI ,FORTALEZA - CE;4229
14198173;TOPAZIO;1412601;ANARIO BRAGA ,100 - ANTONIO BEZERRA ,FORTALEZA - CE;4230
12195520;ABACAXICLUB;1412601;GENERAL SILVA JUNIOR ,201 - FATIMA ,FORTALEZA - CE;4231
12636862;VIVA PALHANO;1412601;EDUARDO ANGELIM ,1234 - MONTESE ,FORTALEZA - CE;4232
14919224;CICLO BEACH;1412601;CARDEAL ARCOVERDE ,270 - AUTRAN NUNES ,FORTALEZA - CE;4233
18612880;ADORO.COM;1412601;MORENINHA IRINEU (PARQUE ARAXA) ,22 - PARQUE ARAXA ,FORTALEZA - CE;4234
18873991;R F COLLECTION;1412601;DIOGUINHO ,4400 - ANTONIO DIOGO ,FORTALEZA - CE;4235
11204647;ANA FASHION;1412601;PADRE JOSE ARTEIRO ,63 - ANTONIO BEZERRA ,FORTALEZA - CE;4236
21680982;FD INDUSTRIA E COMERCIO DE ROUPAS;1412601;PORTO FELIZ ,188 - SAO BENTO ,FORTALEZA - CE;4237
26420641;HOMALLE DENIM E JEANS;1412601;MONSENHOR AGOSTINHO ,739 - VILA PERI ,FORTALEZA - CE;4238
26937166;GATA TOP 10;1412601;SOUSA CARVALHO ,1746 - GRANJA PORTUGAL ,FORTALEZA - CE;4239
26999685;VOLZEN INDUSTRIA DE CONFECCOES;1412601;AVELEDO ,445 - MESSEJANA ,FORTALEZA - CE;4240
27097162;UZ FORTES;1412601;MANAUS ,1131 - AUTRAN NUNES ,FORTALEZA - CE;4241
27818105;ROPADIBEBE;1412601;TENENTE LISBOA ,737 - JACARECANGA ,FORTALEZA - CE;4242
28000898;LOH CONFECCOES;1412601;PADRE AMBROSIO MACHADO ,600 - PARREAO ,FORTALEZA - CE;4243
30810771;MDK;1412601;CONSELHEIRO ARAUJO LIMA ,1000 - DOM LUSTOSA ,FORTALEZA - CE;4244
31313832;LAN;1412601;920 ,165 - CONJUNTO CEARA II ,FORTALEZA - CE;4245
32134096;NINADAY;1412601;TENENTE LISBOA ,737 - JACARECANGA ,FORTALEZA - CE;4246
32691778;ELLO;1412601;THOMAS EDISON ,214 - PARANGABA ,FORTALEZA - CE;4247
33204216;BRISE CONFECCOES;1412601;GUANABARA ,905 - DEMOCRITO ROCHA ,FORTALEZA - CE;4248
34116587;ATELIE DE COSTURA EVANIR PEREIRA;1412601;JOSE MENELEU ,630 - ITAPERI ,FORTALEZA - CE;4249
35085443;MAR & TON BEACH;1412601;QUATRO DE OUTUBRO ,209 A - HENRIQUE JORGE ,FORTALEZA - CE;4250
30103658;MAIND FASHION COUTURE;1412601;DOS EXPEDICIONARIOS ,4590 - PARREAO ,FORTALEZA - CE;4251
37286790;FLEXIVEL STREET WEAR;1412601;MONTEVIDEU ,665 - SERRINHA ,FORTALEZA - CE;4252
37436313;SEQUOIA;1412601;DO IMPERADOR ,272 - CENTRO ,FORTALEZA - CE;4253
32318010;FLORENZA MODA FEMININA;1412601;ROMANIA ,274 - PARANGABA ,FORTALEZA - CE;4254
37581607;MCF STORE BRAND;1412601;HUMBERTO MONTE ,1297 - BELA VISTA ,FORTALEZA - CE;4255
37706367;BAGAGEM TREND;1412601;PERU ,1270 - ITAOCA ,FORTALEZA - CE;4256
34094766;UZZY JEANS MODA FEMININA;1412601;8 LOT SAO MATEUS I ,160 - MONDUBIM ,FORTALEZA - CE;4257
38570054;LUPITA CONCEITO;1412601;ROSINHA SAMPAIO ,1351 - JARDIM GUANABARA ,FORTALEZA - CE;4258
26092323;NALI;1412601;SENADOR VIRGILIO TAVORA ,284 - MEIRELES ,FORTALEZA - CE;4259
37534820;NICA;1412601;DOM LUIS ,500 - ALDEOTA ,FORTALEZA - CE;4260
39408916;BUILD;1412601;1 DE JANEIRO ,86 - ITAPERI ,FORTALEZA - CE;4261
39482728;E-COMMERCE BIMO;1412601;SILVA PAULET ,1853 - ALDEOTA ,FORTALEZA - CE;4262
40475495;STYLLO FASHION;1412601;MORAUJO ,143 - VILA VELHA ,FORTALEZA - CE;4263
40605101;ELISSANDRA CONFECCOES;1412601;ROQUETE PINTO ,52 - PARANGABA ,FORTALEZA - CE;4264
40707623;SPORTS LAND;1412601;DE FERRO ,1063 - MONDUBIM ,FORTALEZA - CE;4265
40791499;INTIMIST SPACE;1412601;G (VILA VELHA IV) ,291 - VILA VELHA ,FORTALEZA - CE;4266
41434205;MS MODA ADULTA & INFANTIL LTDA;1412601;13 DE MAIO - DE 1991 AO FIM - LADO IMPAR ,2955 - BENFICA ,FORTALEZA - CE;4267
35276985;DALI;1412601;INDEPENDENCIA ,2549 - QUINTINO CUNHA ,FORTALEZA - CE;4268
42188831;J A P INDUSTRIA DE CONFECCAO;1412601;MACHADO DE ASSIS ,613 - DAMAS ,FORTALEZA - CE;4269
42286440;SIMPLES & CHIC;1412601;SEBASTIAO DE FREITAS ,38 - MONDUBIM ,FORTALEZA - CE;4270
31419026;REVESST;1412601;OLIVEIRA SOBRINHO ,1031 - BONSUCESSO ,FORTALEZA - CE;4271
42951241;M G V P Z;1412601;TAQUARI ,2460 - GRANJA PORTUGAL ,FORTALEZA - CE;4272
30891005;CFS CONFECCAO;1412601;130 (CJ TUPAN MIRIM) ,101 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4273
27243657;PERSONALIZE CAMISETAS;1412601;10 (PLANALTO ITAPERY) ,71 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4274
39744088;CYCLONDE;1412601;ANTONIO LAFAYETTE ,220 - PRESIDENTE KENNEDY ,FORTALEZA - CE;4275
36451687;CLAUDIA PLUS SIZE;1412601;GENERAL ALIPIO DOS SANTOS ,1388 - QUINTINO CUNHA ,FORTALEZA - CE;4276
32039789;K.P CONFECCOES;1412601;1 DE MAIO (BONSUCESSO) ,1010 - BONSUCESSO ,FORTALEZA - CE;4277
35323796;SHEEP JEANS E MODA PRAIA;1412601;11 (PASSARE) ,1186 - PASSARE ,FORTALEZA - CE;4278
41232485;BERGMANN;1412601;AUGUSTO CALHEIROS ,1096 - BARROSO ,FORTALEZA - CE;4279
44154590;BELLA CLASS;1412601;DOUTOR JOAO MACIEL FILHO ,543 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;4280
44339867;BRISA CAJU;1412601;RITA BEZERRA NOGUEIRA ,84 - PARQUE IRACEMA ,FORTALEZA - CE;4281
44500903;JN COMERCIO;1412601;PLANALTINA ,260 - BONSUCESSO ,FORTALEZA - CE;4282
45659702;GRAOS DE MOSTARDA;1412601;PADRE ANDRADE ,317 - SERRINHA ,FORTALEZA - CE;4283
45126484;TURMANICKS;1412601;TOMAS RODRIGUES ,155 - ANTONIO BEZERRA ,FORTALEZA - CE;4284
46995034;HADASSA MODAS;1412601;ACUCENA ,91 - ALVARO WEYNE ,FORTALEZA - CE;4285
47093907;ESTAMPARIA PRINT;1412601;DIANA ,84 - PARANGABA ,FORTALEZA - CE;4286
47877545;ARQUEIRO;1412601;SABIA ,459 - BONSUCESSO ,FORTALEZA - CE;4287
48256778;RE FACEIRINHA;1412601;EDIVALDO SANTIAGO ,352 - VILA VELHA ,FORTALEZA - CE;4288
49085542;PALLY BRASIL;1412601;ROGACIANO LEITE ,2031 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;4289
49182642;LOLI PETIT;1412601;MIMOSA COELHO ,888 - MARAPONGA ,FORTALEZA - CE;4290
49200164;FILL DOURADO JEANS;1412601;OXOSSI ,71 - PARANGABA ,FORTALEZA - CE;4291
43944757;ROSA LILIUM;1412601;VICENTE LEITE ,2290 - DIONISIO TORRES ,FORTALEZA - CE;4292
47888728;EFY;1412601;CONTORNO OESTE ,308 - CONJUNTO ESPERANCA ,FORTALEZA - CE;4293
45825740;MAMBO STORE;1412601;LINEU JUCA ,627 - VILA UNIAO ,FORTALEZA - CE;4294
51225636;TONY DAVILLA FASHION;1412601;DO PENSAMENTO ,311 - CONJUNTO PALMEIRAS ,FORTALEZA - CE;4295
51316857;ARMS;1412601;ELCIAS LOPES ,478 - ITAOCA ,FORTALEZA - CE;4296
51383125;RA CONFECCAO;1412601;SAO JOAO DO JANGURUSSU ,220 - JANGURUSSU ,FORTALEZA - CE;4297
51514350;MADEINCEARA;1412601;I (CONJ. PREF. JOSE WALTER) ,1301 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4298
52372228;HOOKE;1412601;MONSENHOR TABOSA ,445 - PRAIA DE IRACEMA ,FORTALEZA - CE;4299
51482804;ORQUIDEA MODAS JEANS;1412601;VITAL BRASIL ,520 - BONSUCESSO ,FORTALEZA - CE;4300
5161961;ARTY CULA ESPORTE WEAR;1412601;BULEVAR I ,110 - CJ SAO CRISTOVAO ,FORTALEZA - CE;4301
65340;TROFF CRIACOES;1412601;BENTO ALBUQUERQUE ,1750 - PAPICU ,FORTALEZA - CE;4302
4996113;BY GE;1412601;MACEIO ,1186 - HENRIQUE JORGE ,FORTALEZA - CE;4303
5277400;FISGART CONFECCOES;1412601;CAPITAO THEOGENES GONDIM ,786 - BONSUCESSO ,FORTALEZA - CE;4304
1946719;GUADALUPE REPRESENTACOES;1412601;DOS EXPEDICIONARIOS ,5158 - MONTESE ,FORTALEZA - CE;4305
97422927;MIRAEL MODAS;1412601;BRUNO VALENTE ,526 - SERRINHA ,FORTALEZA - CE;4306
97423156;CONFECCOES MARIA BONITA;1412601;VICENTE CELESTINO ,503 - PARQUE SANTA ROSA ,FORTALEZA - CE;4307
865100;BRASTEXTIL CONSULTING;1412601;CORONEL ALEXANDRINO ,660 - ALTOS MONTESE ,FORTALEZA - CE;4308
1272240;MALU CRIACOES;1412601;AZEVEDO BOLAO ,2069 - PARQUALANDIA ,FORTALEZA - CE;4309
2502408;MM HOLANDA ME;1412601;JOAO PESSOA ,5252 - MONTESE ,FORTALEZA - CE;4310
3935604;AUDACIA CONFECCOES;1412601;CARLOS ESTEVO ,134 - MONDUBIM ,FORTALEZA - CE;4311
2338087;PC CONFECCOES;1412601;CREUZA ROQUE ,105 - MANUEL SATIRO ,FORTALEZA - CE;4312
5736281;TSUNAMI;1412601;NOVE ,1216 - MONDUBIM ,FORTALEZA - CE;4313
801448;QUARTA ONDA CONFECCOES;1412601;SABIA ,750 - BONSUCESSO ,FORTALEZA - CE;4314
5826512;BONELEKA;1412601;OSVALDO CRUZ ,2503 - ALDEOTA ,FORTALEZA - CE;4315
4261902;CEL S;1412601;COSTA FREIRE ,1324 - VILA PERI ,FORTALEZA - CE;4316
4404069;DY DONNA LINGERIE;1412601;RIO GRANDE DO SUL ,1361 - DEMOCRITO ROCHA ,FORTALEZA - CE;4317
35216472;CAMILINE CONFECCOES;1412601;DR PEDRO WILSON ,523 - SERRINHA ,FORTALEZA - CE;4318
35227321;ROSEMARY CRIACOES;1412601;912 ,95 - CONJ. CEARA ,FORTALEZA - CE;4319
73785420;MARE;1412601;MONS TABOSA ,630 - CENTRO ,FORTALEZA - CE;4320
7834892;TOK INTIMO;1412601;SENADOR ROBERT KENNEDY ,660 - BARRA DO CEARA ,FORTALEZA - CE;4321
4585391;CILINDRO SURF WEAR;1412601;APRENDIZES MARINHEIRO ,68 - JACARECANGA ,FORTALEZA - CE;4322
4653639;SENSUALLE;1412601;MONSENHOR TABOSA ,403 - CENTRO ,FORTALEZA - CE;4323
4685614;AVESSO CONFECCOES;1412601;CONTORNO NORTE ,1249 - CONJUNTO ESPERANCA ,FORTALEZA - CE;4324
41326190;FIO & COR;1412601;SOLON PINHEIRO ,1586 - CENTRO ,FORTALEZA - CE;4325
41586371;ASA NORTH;1412601;PARAISO ,350 - BARROSO ,FORTALEZA - CE;4326
41594748;ANIGER CONFECCOES;1412601;MONSENHOR VICENTE MARTINS ,1036 - HENRIQUE JORGE ,FORTALEZA - CE;4327
23711138;R C A LINGERIE;1412601;DURVAL PEIXOTO COSTA ,193 - QUINTINO CUNHA ,FORTALEZA - CE;4328
3248977;TRG;1412601;BARBOSA DE FREITAS ,2574 - DIONISIO TORRES ,FORTALEZA - CE;4329
11713542;LINS CRIACOES;1412601;BEIRA MAR ,3960 - MUCURIPE ,FORTALEZA - CE;4330
11813169;ELEGANCIA MASCULINA;1412601;LEONARDO MOTA ,1420 - ALDEOTA ,FORTALEZA - CE;4331
69357564;EPAUGI;1412601;MONSENHOR TABOSA ,380 - CENTRO ,FORTALEZA - CE;4332
35071042;SAMYA CONFECCOES;1412601;PROFESSOR COSTA MENDES ,391 - BOM FUTURO ,FORTALEZA - CE;4333
7626958;MIX;1412601;113 ,141 - CONJUNTO CEARA ,FORTALEZA - CE;4334
3423728;TONY VEICULOS;1412601;VI LOT PLAN MONDUBIM ,196 - MONDUBIM ,FORTALEZA - CE;4335
4913835;LULLARY MODA INFANTO JUVENIL;1412601;12 DE JULIO ,155 - JOAO XXIII ,FORTALEZA - CE;4336
7301326;GATINHA DIFERENTE;1412601;GENERAL ALIPIO DOS SANTOS ,1488 - QUINTINO CUNHA ,FORTALEZA - CE;4337
4360994;CONJUGAL;1412601;SEIXAS CORREA ,310 - PARANGABA ,FORTALEZA - CE;4338
169671;NATIVO/BLUEWAVE;1412601;GENERAL CORDEIRO NETO ,1111 - MONDUBIM ,FORTALEZA - CE;4339
5825686;DVP DE QUEIROZ;1412601;CARAMURU ,105 - SERRINHA ,FORTALEZA - CE;4340
6199484;PONTO I;1412601;DOS EXPEDICIONARIOS ,4900 - VILA UNIAO ,FORTALEZA - CE;4341
23470354;CONTRA ONDA SPORT WEAR;1412601;OLIMPIA DE NORONHA ,445 - MONDUBIM ,FORTALEZA - CE;4342
61817656;MIBELLO;1412601;PONTES VIEIRA ,1901 - DIONISIO TORRES ,FORTALEZA - CE;4343
11825171;STIK MODA & SOL;1412601;QUEIROZ RIBEIRO ,616 - MONTESE ,FORTALEZA - CE;4344
35053644;LUCKY;1412601;MARIA TOMASIA ,559 - ALDEOTA ,FORTALEZA - CE;4345
7966463;JO - IOLA;1412601;JORGE DA ROCHA ,311 - ALDEOTA ,FORTALEZA - CE;4346
12368882;NEVES JEANS;1412601;SAUDADE ,204 - MONTESE ,FORTALEZA - CE;4347
5378718;SPORT BRISA;1412601;SENADOR FERNANDES TAVORA ,1253 - HENRIQUE JORGE ,FORTALEZA - CE;4348
73659955;HORUS;1412601;ALBERTO MAGNO ,1891 - ITAOCA ,FORTALEZA - CE;4349
6205834;GALEB JEANS;1412601;A RESIDENCIAL MARCOS FREIRE ,300 - ITAPERI ,FORTALEZA - CE;4350
63364293;BILLY JEANS;1412601;VICENTE CELESTINO ,532 - PARQUE SANTA ROSA ,FORTALEZA - CE;4351
23588460;HANG BOY SURF WEAR;1412601;CESAR CORREIA ,1205 - ALVARO WEYNE ,FORTALEZA - CE;4352
5219753;CAMISOLAS DA YARA;1412601;MONSENHOR TABOSA ,421 - PRAIA DE IRACEMA ,FORTALEZA - CE;4353
8364964;FINA PAIXAO;1412601;VINTE DE JANEIRO ,1730 - BARRA DO CEARA ,FORTALEZA - CE;4354
8690103;FANE BEACH WEAR;1412601;WASHINGTON SOARES ,2155 - EDSON QUEIROZ ,FORTALEZA - CE;4355
8746184;ROUT SUN;1412601;MONSENHOR AGOSTINHO ,384 - VILA PERY ,FORTALEZA - CE;4356
8898620;HIGINO MODAS;1412601;PAULA RODRIGUES ,260 - FATIMA ,FORTALEZA - CE;4357
8642581;MAX BOY;1412601;735 ,361 - CONJUNTO CEARA ,FORTALEZA - CE;4358
8942827;SWIIMS PRAIA E PISCINA;1412601;JOAQUIM SIQUEIRA ,69 - ALDEOTA ,FORTALEZA - CE;4359
8983349;CAROLINE MODAS;1412601;VINTE E UM DE ABRIL ,658 - MANUEL SATIRO ,FORTALEZA - CE;4360
9153203;CARLOTA CORDAY COLLECTION;1412601;MONSENHOR TABOSA ,403 - PRAIA DE IRACEMA ,FORTALEZA - CE;4361
9336939;J C CONFECCOES;1412601;DOUTOR RODRIGO CODES SANDOVAL ,533 - PARQUE VERAS ,FORTALEZA - CE;4362
9553844;TURMINHA DA NANY;1412601;MAJOR GERARDO MENDES ,1073 - AEROLANDIA ,FORTALEZA - CE;4363
9606951;LANTANA FASHION;1412601;HOMEM DE MELO ,687 - CAMBEBA ,FORTALEZA - CE;4364
10337576;EXOTIC BLUE;1412601;DO CAMPO ,368 - PICI ,FORTALEZA - CE;4365
9048689;LILAS CHIQUE;1412601;VIII (CIDADE OESTE) ,900 - QUINTINO CUNHA ,FORTALEZA - CE;4366
10641582;CAEVE KIDS;1412601;CUIABA ,482 - HENRIQUE JORGE ,FORTALEZA - CE;4367
10826361;KL JEANS;1412601;DOM XISTO ALBANO ,1088 - VILA PERY ,FORTALEZA - CE;4368
10842351;LINDA BEL JEANS;1412601;PROFESSOR HERIBALDO COSTA ,435 - HENRIQUE JORGE ,FORTALEZA - CE;4369
11040009;DM JEANS;1412601;CREUZA ROQUE ,650 - MANUEL SATIRO ,FORTALEZA - CE;4370
11755941;DCE CONFECCOES;1412601;ASSUNCAO ,1718 - CENTRO ,FORTALEZA - CE;4371
11776092;J MONTEIRO;1412601;JOSE AVELINO ,24 - CENTRO ,FORTALEZA - CE;4372
11843435;ROTACAO;1412601;MAJOR ASSIS ,1508 - JARDIM GUANABARA ,FORTALEZA - CE;4373
12147285;ATELIER FRANCISCA BERNARDO;1412601;VISCONDE DE CAIRU ,444 - VICENTE PINZON ,FORTALEZA - CE;4374
12257791;FABIOLA FASHION;1412601;MARCELO SANTA FE ,353 - SIQUEIRA ,FORTALEZA - CE;4375
12275289;CRA;1412601;CESARIO LANGE ,06 - MESSEJANA ,FORTALEZA - CE;4376
12339654;TANGERINE PRODUTOS TINTURADOS;1412601;INES BRASIL ,125 - BOA VISTA ,FORTALEZA - CE;4377
12607843;ART STAMP;1412601;133 ,56 - CONJUNTO CEARA ,FORTALEZA - CE;4378
12626167;LOLITA MODA FEMININA;1412601;23 ,72 - VILA VELHA ,FORTALEZA - CE;4379
12839455;CIDART'S CONFECCOES;1412601;FREI  MARCELINO ,1200 - RODOLFO TEOFILO ,FORTALEZA - CE;4380
13185666;TE ROUPA DE CRIANCA;1412601;BARBOSA DE FREITAS ,951 - ALDEOTA ,FORTALEZA - CE;4381
97548170;A C INDUSTRIA E COMERCIO;1412601;OTAVIO PARANHOS ,766 - JARDIM GUANABARA ,FORTALEZA - CE;4382
11986517;SUN WEST CONFECCOES;1412601;GENERAL TOME CORDEIRO ,275 - JARDIM IRACEMA ,FORTALEZA - CE;4383
14122540;B BATURSE;1412601;VILA LOBOS ,976 - PARANGABA ,FORTALEZA - CE;4384
14413078;COMERCIAL SANTA ROSA;1412601;JOSE TAVARES ,870 - CONJUNTO ESPERANCA ,FORTALEZA - CE;4385
14850583;MAGANDA FASHION;1412601;ESPERANTO ,1728 - VILA UNIAO ,FORTALEZA - CE;4386
14951821;MR MODAS;1412601;VINTE E SETE DE JULHO ,1491 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;4387
15362698;LOOCS MODAS;1412601;CARLOS JUACABA ,858 - MARAPONGA ,FORTALEZA - CE;4388
10395905;ROCOCO BABY;1412601;VISCONDE DE MAUA ,2760 - DIONISIO TORRES ,FORTALEZA - CE;4389
14924281;MENINA GATA;1412601;1094 ,46 - CONJUNTO CEARA ,FORTALEZA - CE;4390
15466091;BR GLOBAL;1412601;ALBERTO MAGNO ,1409 - MONTESE ,FORTALEZA - CE;4391
16578946;MUNDO DA AEROBICA;1412601;SAO RAIMUNDO ,367 - MANUEL SATIRO ,FORTALEZA - CE;4392
10460975;TODA NUA;1412601;TIAGUA ,484 - VILA UNIAO ,FORTALEZA - CE;4393
17235924;ZERO GRAU MODA JOVEM SENHORA;1412601;G ,32 - VILA VELHA ,FORTALEZA - CE;4394
17190279;LA PENSEE;1412601;VINICIUS DE MORAIS ,1478 - MANOEL SATIRO ,FORTALEZA - CE;4395
18460434;TREND FITT;1412601;MAJOR OCTACILIO AFONSO DE SOUZA ,50 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;4396
18466720;CHEIA DE CHARME;1412601;TAMIARANA ,151 - BONSUCESSO ,FORTALEZA - CE;4397
18888308;LS FITNES;1412601;CRISTIANO OTONI ,51 - MONDUBIM ,FORTALEZA - CE;4398
18991071;QM CONFECCOES;1412601;07 DO LOTEAMENTO SANTA TEREZINHA ,SN - JANGURUSSU ,FORTALEZA - CE;4399
19007516;COMPANHIA DA FLOR;1412601;COSTA FREIRE ,1691 - VILA PERI ,FORTALEZA - CE;4400
19446644;MULHERAOPONTOCOM;1412601;ABEL GARCIA ,770 - VILA UNIAO ,FORTALEZA - CE;4401
16838144;LOV CLUB;1412601;58 ,700 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4402
19572008;SEA BLUE;1412601;ROMEU MARTINS ,160 - MONTESE ,FORTALEZA - CE;4403
