CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID
31981063;MEIGA E ABUSADA;1412601;2 (CONJ. HERMES PEREIRA) ,85 - BARRA DO CEARA ,FORTALEZA - CE;4045
35019466;DRESSCOOL;1412601;CORONEL RIBEIRO DA SILVA ,422 - MONTE CASTELO ,FORTALEZA - CE;4051
35372241;CHIC CHARME;1412601;115 (TUPA MIRIM) ,11 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4052
36782861;ARIENE JEANS;1412601;PAU D ALHO ,180 - DOM LUSTOSA ,FORTALEZA - CE;4055
36815879;ABUSADA ATACADAO;1412601;SAO JOSE ,84 - CENTRO ,FORTALEZA - CE;4056
37370885;FERRERA WEAR;1412601;9 LOT SAO MATEUS I ,64 - MONDUBIM ,FORTALEZA - CE;4057
37827272;MA CHERIE MODA FEMININA;1412601;1032 (CONJ. CEARA II) ,125 - CONJUNTO CEARA II ,FORTALEZA - CE;4059
39395725;YSTILO OUSADA;1412601;DOIS (LOTEAMENTO ATACADAO) ,57 - SERRINHA ,FORTALEZA - CE;4063
40976228;REVID CONFECCOES;1412601;XX (CIDADE OESTE) ,315 - QUINTINO CUNHA ,FORTALEZA - CE;4067
42971966;FABRICA DA MALHA;1412601;20 (CONJ. PREF. JOSE WALTER) ,10 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4072
43029490;ON FIRE;1412601;SAO JOSE ,84 - CENTRO ,FORTALEZA - CE;4074
46776132;TIBLESS;1412601;DURVAL PEIXOTO COSTA ,75 - QUINTINO CUNHA ,FORTALEZA - CE;4084
47420167;MAGALI CONFECCOES;1412601;703 (CONJ. CEARA II) ,161 - CONJUNTO CEARA II ,FORTALEZA - CE;4087
49841498;BRONZE DO SOL;1412601;ROSINHA SAMPAIO - ATE 1882/1883 ,1095 - JARDIM GUANABARA ,FORTALEZA - CE;4092
48703283;BY AMANDA GOMES;1412601;T (LOT EXPEDICIONARIOS II) ,1037 - RACHEL DE QUEIROZ ,FORTALEZA - CE;4095
3308318;SENHORA H;1412601;BERNARDO MANUEL ,10371 - MONDUBIN ,FORTALEZA - CE;4100
5275663;ALLE CRIACOES;1412601;JOSE LOURENCO ,20 - PREF. JOSE VALTER ,FORTALEZA - CE;4104
5514552;SNOWBU SURF WEAR;1412601;SABIA ,750 - JOAO XXIII ,FORTALEZA - CE;4109
632688;BEL-RIO R@;1412601;08 ,30 - CASTELAO ,FORTALEZA - CE;4110
5672752;M MODAS;1412601;210 ,496 - CONJ SAO CRISTOVAO ,FORTALEZA - CE;4112
11581675;AGUA DE COCO;1412601;HUMBERTO DECAMPOS ,94 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;4115
5943525;GOUT JEANS;1412601;BULGARIA ,99 - MANUEL SATIRO ,FORTALEZA - CE;4116
4339868;AYLANA MODA PRAIA;1412601;OTAVIO PARANHOS ,770 - QUINTINO  CUNHA ,FORTALEZA - CE;4117
86708799;SOLMARE RIO;1412601;TERTULIANO SALES ,87 - FATIMA ,FORTALEZA - CE;4118
73422156;D'ILANA CRIACOES;1412601;REGINOPOLIS ,384 - JOAO XXIII ,FORTALEZA - CE;4119
1196026;VIP FASHION;1412601;BARRETO ,120 - CAJAZEIRAS ,FORTALEZA - CE;4120
1236954;AMOR DE 2 - K BARROS. - SERLINDA;1412601; A ,99 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4122
1311405;B&M CONFECCOES;1412601;REREU RAMOS ,1072 - VILA PERI ,FORTALEZA - CE;4123
41448648;GRACIANA CRIACOES;1412601;MAJOR OTACILIO AFONSO DE SOUZA ,80 - CID.DOS.FUNCIONARIOS ,FORTALEZA - CE;4128
7188463;SUPERMALHAS UNIFORMES ESCOLAR;1412601;S (LOT PARQUE MONTENEGRO II) ,230 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4131
63318810;TRILHA DA MODA;1412601;SAO MIGUEL PAULISTA ,18 - ALVARO WEYNE ,FORTALEZA - CE;4133
63353692;FATIMA GONCALVES CRIACOES;1412601;FLORENCIO FONTENELE ,493 - JANGURUSU ,FORTALEZA - CE;4134
34954032;CORES VIVAS CONFECCOES;1412601;G ,481 - CONJUNTO CEARA ,FORTALEZA - CE;4138
3993858;VITORIA AVIAMENTOS;1412601;A CJ RES CURIO ,389 - LAGOA REDONDA ,FORTALEZA - CE;4143
41637497;LUNAS FASHION;1412601;DOMINGOS DA VEIGA ,211 - JARDIM PETROPOLIS ,FORTALEZA - CE;4148
8250373;C S SURFWEAR;1412601;NS QUATRO ,20 - PARQUE SANTA CECILIA ,FORTALEZA - CE;4152
10295073;MTG SURFWARE;1412601;GRECIA ,25 - MARAPONGA ,FORTALEZA - CE;4158
11284413;MUSA LYRA;1412601;FRANCISCO JOSE PEREIRA DE ALBUQUERQUE ,267 - CAJAZEIRAS ,FORTALEZA - CE;4162
14064213;DRUPZ JEANS;1412601;ADOLFO BEZERRA DE MENEZES ,1025 - ALVARO WEYNE ,FORTALEZA - CE;4173
9205234;GATA FACEIRA;1412601;DOUTOR MANUEL MOREIRA ,210 - MARAPONGA ,FORTALEZA - CE;4174
10459135;HANDERY;1412601;RAUL NABUCO ,118 - BOM SUCESSO ,FORTALEZA - CE;4182
17077139;VIRTUDE JEANS;1412601;SAO MANUEL ,1745 - MANUEL SATIRO ,FORTALEZA - CE;4191
17118690;GPTEXX GOLAS E PUNHOS;1412601;C (LOT PARQUE MONTENEGRO I) ,687 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4192
19949778;ZOOM JEANS WAER;1412601;509 (CONJ. CEARA II) ,22 - CONJUNTO CEARA II ,FORTALEZA - CE;4206
22983421;UNILOOK JEANS;1412601;1 DE MAIO (BONSUCESSO) ,297 - BONSUCESSO ,FORTALEZA - CE;4213
23062134;DE BRAND;1412601;VINICIUS DE MORAIS ,51 - SAO GERARDO ,FORTALEZA - CE;4214
23958696;PHILIA MODA FEMININA;1412601;FERNANDO F. DE MELO ,323 - MANOEL SATIRO ,FORTALEZA - CE;4218
9157036;DONDOCA BOUTIQUE;1412601;11 LOT ALTO BOA VISTA ,755 - SAO BENTO ,FORTALEZA - CE;4222
11146366;MIACHE;1412601;CEL.VIRGILIO NOGUEIRA PAES ,730 - GRANJA LISBOA ,FORTALEZA - CE;4228
16992514;DOG MAXX;1412601;SAO BENEDITO DO PICI ,71 - PICI ,FORTALEZA - CE;4229
18873991;R F COLLECTION;1412601;DIOGUINHO ,4400 - ANTONIO DIOGO ,FORTALEZA - CE;4235
34094766;UZZY JEANS MODA FEMININA;1412601;8 LOT SAO MATEUS I ,160 - MONDUBIM ,FORTALEZA - CE;4257
39408916;BUILD;1412601;1 DE JANEIRO ,86 - ITAPERI ,FORTALEZA - CE;4261
40707623;SPORTS LAND;1412601;DE FERRO ,1063 - MONDUBIM ,FORTALEZA - CE;4265
40791499;INTIMIST SPACE;1412601;G (VILA VELHA IV) ,291 - VILA VELHA ,FORTALEZA - CE;4266
41434205;MS MODA ADULTA & INFANTIL LTDA;1412601;13 DE MAIO - DE 1991 AO FIM - LADO IMPAR ,2955 - BENFICA ,FORTALEZA - CE;4267
42286440;SIMPLES & CHIC;1412601;SEBASTIAO DE FREITAS ,38 - MONDUBIM ,FORTALEZA - CE;4270
30891005;CFS CONFECCAO;1412601;130 (CJ TUPAN MIRIM) ,101 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4273
27243657;PERSONALIZE CAMISETAS;1412601;10 (PLANALTO ITAPERY) ,71 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4274
48256778;RE FACEIRINHA;1412601;EDIVALDO SANTIAGO ,352 - VILA VELHA ,FORTALEZA - CE;4288
49200164;FILL DOURADO JEANS;1412601;OXOSSI ,71 - PARANGABA ,FORTALEZA - CE;4291
51514350;MADEINCEARA;1412601;I (CONJ. PREF. JOSE WALTER) ,1301 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4298
5161961;ARTY CULA ESPORTE WEAR;1412601;BULEVAR I ,110 - CJ SAO CRISTOVAO ,FORTALEZA - CE;4301
65340;TROFF CRIACOES;1412601;BENTO ALBUQUERQUE ,1750 - PAPICU ,FORTALEZA - CE;4302
865100;BRASTEXTIL CONSULTING;1412601;CORONEL ALEXANDRINO ,660 - ALTOS MONTESE ,FORTALEZA - CE;4308
1272240;MALU CRIACOES;1412601;AZEVEDO BOLAO ,2069 - PARQUALANDIA ,FORTALEZA - CE;4309
3935604;AUDACIA CONFECCOES;1412601;CARLOS ESTEVO ,134 - MONDUBIM ,FORTALEZA - CE;4311
2338087;PC CONFECCOES;1412601;CREUZA ROQUE ,105 - MANUEL SATIRO ,FORTALEZA - CE;4312
35216472;CAMILINE CONFECCOES;1412601;DR PEDRO WILSON ,523 - SERRINHA ,FORTALEZA - CE;4318
35227321;ROSEMARY CRIACOES;1412601;912 ,95 - CONJ. CEARA ,FORTALEZA - CE;4319
23711138;R C A LINGERIE;1412601;DURVAL PEIXOTO COSTA ,193 - QUINTINO CUNHA ,FORTALEZA - CE;4328
7626958;MIX;1412601;113 ,141 - CONJUNTO CEARA ,FORTALEZA - CE;4334
3423728;TONY VEICULOS;1412601;VI LOT PLAN MONDUBIM ,196 - MONDUBIM ,FORTALEZA - CE;4335
4913835;LULLARY MODA INFANTO JUVENIL;1412601;12 DE JULIO ,155 - JOAO XXIII ,FORTALEZA - CE;4336
4360994;CONJUGAL;1412601;SEIXAS CORREA ,310 - PARANGABA ,FORTALEZA - CE;4338
6205834;GALEB JEANS;1412601;A RESIDENCIAL MARCOS FREIRE ,300 - ITAPERI ,FORTALEZA - CE;4350
23588460;HANG BOY SURF WEAR;1412601;CESAR CORREIA ,1205 - ALVARO WEYNE ,FORTALEZA - CE;4352
5219753;CAMISOLAS DA YARA;1412601;MONSENHOR TABOSA ,421 - PRAIA DE IRACEMA ,FORTALEZA - CE;4353
8746184;ROUT SUN;1412601;MONSENHOR AGOSTINHO ,384 - VILA PERY ,FORTALEZA - CE;4356
8983349;CAROLINE MODAS;1412601;VINTE E UM DE ABRIL ,658 - MANUEL SATIRO ,FORTALEZA - CE;4360
9336939;J C CONFECCOES;1412601;DOUTOR RODRIGO CODES SANDOVAL ,533 - PARQUE VERAS ,FORTALEZA - CE;4362
9048689;LILAS CHIQUE;1412601;VIII (CIDADE OESTE) ,900 - QUINTINO CUNHA ,FORTALEZA - CE;4366
10826361;KL JEANS;1412601;DOM XISTO ALBANO ,1088 - VILA PERY ,FORTALEZA - CE;4368
11040009;DM JEANS;1412601;CREUZA ROQUE ,650 - MANUEL SATIRO ,FORTALEZA - CE;4370
12607843;ART STAMP;1412601;133 ,56 - CONJUNTO CEARA ,FORTALEZA - CE;4378
12626167;LOLITA MODA FEMININA;1412601;23 ,72 - VILA VELHA ,FORTALEZA - CE;4379
14951821;MR MODAS;1412601;VINTE E SETE DE JULHO ,1491 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;4387
16578946;MUNDO DA AEROBICA;1412601;SAO RAIMUNDO ,367 - MANUEL SATIRO ,FORTALEZA - CE;4392
17235924;ZERO GRAU MODA JOVEM SENHORA;1412601;G ,32 - VILA VELHA ,FORTALEZA - CE;4394
17190279;LA PENSEE;1412601;VINICIUS DE MORAIS ,1478 - MANOEL SATIRO ,FORTALEZA - CE;4395
18888308;LS FITNES;1412601;CRISTIANO OTONI ,51 - MONDUBIM ,FORTALEZA - CE;4398
18991071;QM CONFECCOES;1412601;07 DO LOTEAMENTO SANTA TEREZINHA ,SN - JANGURUSSU ,FORTALEZA - CE;4399
24080109;LUZ MENINA;1412601;LUIS SARAIVA ,316 - CAJAZEIRAS ,FORTALEZA - CE;4407
24647557;D4LARI;1412601;112 (CJ TUPAN MIRIM) ,445 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4408
11366654;TALO'S JEANS;1412601;TAQUARI ,1043 - BOM SUCESSO ,FORTALEZA - CE;4413
19455335;CYCLONDE;1412601;SAO SEBASTIAO ,394 - FLORESTA ,FORTALEZA - CE;4414
8968019;M74 JEANS;1412601;8 (CJ CAMPO DOS INGLESES) ,42 - JARDIM CEARENSE ,FORTALEZA - CE;4415
14690196;FLOR MENINA;1412601;SAO JOSE ,84 - CENTRO ,FORTALEZA - CE;4416
8214257;C P M CONFECCOES;1412601;A (RES ITAPERI) ,200 - MONDUBIM ,FORTALEZA - CE;4426
15116485;NIMSAY SPORTS;1412601;I (CONJ. PREF. JOSE WALTER) ,330 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4431
29102152;AMY MAIS;1412601;VINICIOS DE MORAIS ,60 - JARDIM CEARENSE ,FORTALEZA - CE;4437
30337388;SERIGRAFIA JR MELO;1412601;FRANCISCO DE ASSIS DA SILVA BARBOSA ,72 - PARQUE SANTA MARIA ,FORTALEZA - CE;4442
34967272;YSA FLOR;1412601;RECANTO BOREAL ,17 - PARQUE SAO JOSE ,FORTALEZA - CE;4451
40369343;ALENCAR TEXTIL;1412601;101 (CJ NOVO MONDUBIM) ,122 - NOVO MONDUBIM ,FORTALEZA - CE;4460
41133393;LOPES & CIA;1412601;7 (LOT PRQ SANTA TEREZINHA) ,36 - JANGURUSSU ,FORTALEZA - CE;4462
42214427;VANDERLEIQUEIROZ;1412601;VERDE 44 (CJ SITIO SAO JOAO) ,36 - JANGURUSSU ,FORTALEZA - CE;4466
28706717;ANAMARI;1412601;RAIMUNDO NOGUEIRA ,153 - DIAS MACEDO ,FORTALEZA - CE;4467
27233226;MARIA BETANIA MODA PRAIA;1412601;14 (CONJ. HAB. RESID. MARTIM SOARES MORENO) ,200 - SERRINHA ,FORTALEZA - CE;4469
33926055;MARCA DO ROBO;1412601;23 (CJ POLAR) ,350 - VILA VELHA ,FORTALEZA - CE;4470
47242547;EHRYCO INDUSTRY;1412601;4 (CONJ. CAMPO DOS INGLESES) ,289 - JARDIM CEARENSE ,FORTALEZA - CE;4479
51685023;DS CONFECCOES;1412601;OLAVO LIMA SILVA ,190 - GUARARAPES ,FORTALEZA - CE;4486
35092733;TOP'S;5611203;WASHINGTON SOARES ,001321 - EDSON QUEIROZ ,FORTALEZA - CE;4489
9145052;JANE LANCHES;5611203;GAUDIOSO CARVALHO ,875 - JARDIM IRACEMA ,FORTALEZA - CE;4499
10388966;ICE BERG SORVETERIA;5611203;ELISEU UCHOA BECO ,601 - PATRIOLINO RIBEIRO ,FORTALEZA - CE;4502
11404220;SKINA LANCHES;5611203;CREUZA ROQUE ,654 - VILA MANOEL SATIRO ,FORTALEZA - CE;4507
11545341;R & N LANCHES E CONFEITARIA;5611203;3 LOT PRQ SANTANA I ,360 - MONDUBIM ,FORTALEZA - CE;4508
13399354;ZIO SABORES;5611203;PRINCIPE DE NASSAU ,236 - JARDIM IRACEMA ,FORTALEZA - CE;4514
14971763;SORVETERIA BRASIL;5611203;A (CONJ. CEARA) ,855 - CONJUNTO CEARA I ,FORTALEZA - CE;4516
15808003;DU CONDE GOURMET;5611203;PADRE PEDRO DE ALENCAR ,1791 - PAUPINA ,FORTALEZA - CE;4519
20908439;PIZZARIA HOT PIZZA;5611203;CESAR CALS - DE 609/610 A 1639/1640 ,681 - VICENTE PINZON ,FORTALEZA - CE;4529
22571666;RAFACAI;5611203;A (CONJ. SITIO SAO JOAO) ,825 - JANGURUSSU ,FORTALEZA - CE;4536
27335028;EL BURGER CEARA;5611203;PADRE PEDRO DE ALENCAR ,1791 - PAUPINA ,FORTALEZA - CE;4554
37704021;DOM GOURMET;5611203;56 (CONJ. PREF. JOSE WALTER) ,560 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4602
38530170;BINHOSTAPIOCARIA;5611203;BENJAMIM BRASIL - DE 2/3 AO FIM ,SN - MONDUBIM ,FORTALEZA - CE;4609
40881837;HIBISCO LOUNGE;5611203;JOSE MARIO MAMEDE ,715 - JOSE DE ALENCAR ,FORTALEZA - CE;4613
39763658;BIG MONSTER;5611203;CORONEL CARVALHO ,1872 - VILA VELHA ,FORTALEZA - CE;4614
49727265;SKINA DO PASTEL;5611203;DESEMBARGADOR GONZAGA - LADO PAR ,1436 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;4656
50417622;ACARAJE DA BAHIA CE;5611203;JOAO BARBOSA LIMA ,145 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;4661
50946231;FRAN DO ACAI;5611203;VERDE 33 DO CONJUNTO HABITACIONAL SITIO SAO JOAO ,163 - JANGURUSSU ,FORTALEZA - CE;4663
53764455;LEAL ACAI BEIRA RIO;5611203;22 (CJ BEIRA RIO) ,184 - VILA VELHA ,FORTALEZA - CE;4678
6011020;POINT SALGADOS;5611203;D (CONJ. PREF. JOSE WALTER) ,751 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4685
4723978;LA GULLA;5611203;MARIA TOMAZIA ,388 - ALDEOTA ,FORTALEZA - CE;4687
7146607;PAPALEGUAS;5611203;OLIVEIRA PAIVA ,1592 - CID DOS FUNCIONARIOS ,FORTALEZA - CE;4690
11758562;LANCHONETE CAJAZEIRAS;5611203;CASTELO BRANCO ,39 - PRESIDENTE KENNEDY ,FORTALEZA - CE;4699
63486674;DOCE DESEJO;5611203;NOGUEIRA ACIOLY ,922 - ALDEOTA ,FORTALEZA - CE;4705
1413333;MINE PIZZA MEMA;5611203;JOAO ALVES DE ALBUQUERQUE ,88 - PARQUE MANIBURA ,FORTALEZA - CE;4713
8196700;ARA RESTAURANTE;5611203;TIBURCIO CAVALCANTI ,1510 - ALDEOTA ,FORTALEZA - CE;4714
8717458;SORVETERIA SOFTPOP;5611203;24 DE MAIO ,411 - CENTRO ,FORTALEZA - CE;4724
20545798;PATRAO FOOD SERVICE;5611203;G (CJ PREFEITO JOSE WALTER) ,580 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4740
12780380;CASA DE MASSA DEPERON;5611203;A (CONJ. RESID. PREF. JOSE WALTER) ,941 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4748
15486227;M.N. LANCHES;5611203;L ,103 - VILA VELHA IV ,FORTALEZA - CE;4752
18657600;BABY LANCHES;5611203;A ,292 - VILA VELHA ,FORTALEZA - CE;4753
26325024;ACAI NIGHT;5611203;MANUEL ANTONIO LEITE ,247 - BONSUCESSO ,FORTALEZA - CE;4758
27896360;ACARAJE DA BAHIA CE;5611203;NS 3 DO RESIDENCIAL CAJAZEIRAS ,116 - PARQUE IRACEMA ,FORTALEZA - CE;4763
29516604;KENTURA;5611203;NORTE SUL ,28 - EDSON QUEIROZ ,FORTALEZA - CE;4767
30549276;SKINA DO SABOR;5611203;RAIMUNDO CORREIA ,600 - VILA ELLERY ,FORTALEZA - CE;4772
34967962;MUNDIAL SALGADOS;5611203;10 (CJ CAMPO DOS INGLESES) ,S/N - JARDIM CEARENSE ,FORTALEZA - CE;4782
35167506;BURGERS PRIME;5611203;S LOT EXPEDICIONARIOS II ,220 - MONDUBIM ,FORTALEZA - CE;4784
39366986;BACANAS BURGUER;5611203;FRANCISCO GLICERIO ,2213 - MANUEL SATIRO ,FORTALEZA - CE;4789
34970563;RC LANCHES;5611203;C (CONJ. CEARA II) ,1105 - CONJUNTO CEARA II ,FORTALEZA - CE;4804
26435501;ACAI DA THAILLA;5611203;15 (CANINDEZINHO) ,783 - CANINDEZINHO ,FORTALEZA - CE;4805
30926472;RAINHA DO SUCO;5611203;H DO CONDOMINIO HORIZONTAL DEPUTADO UBIRATAN AGUIAR ,50 - CAJAZEIRAS ,FORTALEZA - CE;4812
46443986;CASA DO PASTEL TROPICA;5611203;02 DO LOTEAMENTO SANTA TEREZINHA ,29 - JANGURUSSU ,FORTALEZA - CE;4819
49846654;UNIVERSO DOS SALGADOS;5611203;CARAPINIMA - ATE 99997/99998 ,2200 - BENFICA ,FORTALEZA - CE;4835
5289553;ALFA OMEGA LANCHES;5611203;HUMBERTO MONTE CAMPUS DO PICI ,S/N - PICI ,FORTALEZA - CE;4862
6110792;CAFE E COMPANHIA;5611203;DESEMB. MOREIRA   (SHOPPING RONCY) ,1800 - ALDEOTA ,FORTALEZA - CE;4866
41540063;BAMBOLE LANCHES;5611203;DO ROSARIO ,68 - CENTRO ,FORTALEZA - CE;4869
1724967;LANCHES TABULLE;5611203;DO ROSARIO ,131 - CENTRO ,FORTALEZA - CE;4876
11272623;ESTHETIC CORPORAL;5611203;12 (CONJ. HAB. RESID. MARTIM SOARES MORENO) ,71 - SERRINHA ,FORTALEZA - CE;4885
10278478;ACAI NA TIGELA;5611203;ANTONIO GOMES GUIMARAES ,150 - DUNAS ,FORTALEZA - CE;4889
11277671;CANTAO LANCHES;5611203;PARANJANA ,1700 - CAMPUS DO ITAPERI ,FORTALEZA - CE;4891
16899755;TAPIOCARIA EL SHADAY;5611203;WASHINGTON SOARES ,10215 - GUAJIRU ,FORTALEZA - CE;4893
17753532;AERO LANCHES;5611203;TENENTE ROMA ,520 - AEROLANDIA ,FORTALEZA - CE;4895
21237772;COMPASSO GOURMET;5611203;PEDRO I ,349 - CENTRO ,FORTALEZA - CE;4902
19929319;JA QUERO ACAI;5611203;XXIX (CJ CIDADE OESTE) ,202 - QUINTINO CUNHA ,FORTALEZA - CE;4911
28814037;LOYOLAS BURGER;5611203;62 (CJ PREFEITO JOSE WALTER) ,120 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4928
29772976;JN PESSOA;5611203;PEDESTRE 16 (PQ STA MARIA) ,SN - PARQUE SANTA MARIA ,FORTALEZA - CE;4935
33513486;MOOD BURGUER BEER;5611203;RAIMUNDO ROCHA MENESES ,138 - OLAVO OLIVEIRA ,FORTALEZA - CE;4952
33684827;VILA BURGER;5611203;D (CJ JD PRIMAVERA) ,331 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;4953
35311629;LANCHE BEM;5611203;JOAQUIM FERREIRA ,28 - LAGOA REDONDA ,FORTALEZA - CE;4956
36866398;SAMSMASH;5611203;I (LOT PARQUE MONTENEGRO II) ,381 - PREFEITO JOSE WALTER ,FORTALEZA - CE;4962
37555812;ESTELA PIZZA;5611203;ANTONIO GOES ,1125 - ALDEOTA ,FORTALEZA - CE;4963
38707925;MARIA HAMBURGUERIA;5611203;854 (CONJ. CEARA I) ,161 - CONJUNTO CEARA I ,FORTALEZA - CE;4969
26194434;ADML ALIMENTOS;5611203;WASHINGTON SOARES 85 ,85 - EDSON QUEIROZ ,FORTALEZA - CE;4971
41693333;DUNAS LANCHES;5611203;G (LOT PARQUE ATLANTICO) ,100 - MANUEL DIAS BRANCO ,FORTALEZA - CE;4979
45777840;PRENSADAO CEAROCA;5611203;26 (CJ PREFEITO JOSE WALTER) ,174 - PREFEITO JOSE WALTER ,FORTALEZA - CE;5001
47775041;TOM PASTEIS;5611203;SAO PAULO ,32 - CENTRO ,FORTALEZA - CE;5009
47932557;JUNIOR FRUTAS;5611203;A DO CIDADE JARDIM FORTALEZA GLEBA A ,125 - PREFEITO JOSE WALTER ,FORTALEZA - CE;5010
18208939;CEARAMED;8630503;LEDA PORTO FREIRE ,101 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;5053
13923858;VITAE MEDIC;8630503;DOR PEDRO BORGES ,30 - CENTRO ,FORTALEZA - CE;5055
21676710;CLDO INOVI SHOPPING IGUATEMI;8630503;WASHINGTON SOARES 85 LOJA 115 A ,85 - EDSON QUEIROZ ,FORTALEZA - CE;5058
22690468;OPC;8630503;L (CJ PREFEITO JOSE WALTER) ,770 - PREFEITO JOSE WALTER ,FORTALEZA - CE;5060
24209679;CLINICA CELLERE;8630503;GENERAL TERTULIANO POTYGUARA (ALDEOTA) ,607 - ALDEOTA ,FORTALEZA - CE;5071
36129687;C A CEZAR ALVES CLINICAS E ANALISE;8630503;65 (CONJ. PREF. JOSE WALTER) ,261 - PREFEITO JOSE WALTER ,FORTALEZA - CE;5095
37487382;CLINICA SANTO ANTONIO;8630503;TIBURCIO CAVALCANTI ,1958 - ALDEOTA ,FORTALEZA - CE;5103
38408673;EMPRESA PRESTADORA DE SERVICOS PEDIATRICOS;8630503;1109 (CONJ. CEARA I) ,35 - CONJUNTO CEARA I ,FORTALEZA - CE;5108
49245192;SEXIENCIA;8630503;TIBURCIO CAVALCANTI ,1435 - ALDEOTA ,FORTALEZA - CE;5160
50196006;NATHALIA SALES RADIOLOGIA;8630503;TIBURCIO CAVALCANTI ,2100 - DIONISIO TORRES ,FORTALEZA - CE;5167
53204234;REBECA CARVALHO SERVICOS MEDICOS;8630503;MARGARIDA QUEIROS ,565 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;5185
4927614;NEMO;8630503;DOM CARLOTO TAVORA ,570 - MONTESE ,FORTALEZA - CE;5196
23717242;CLINICA MADRE TEREZA;8630503;13 DE MAIO ,1116 - BAIRRO DE FATIMA ,FORTALEZA - CE;5199
13170826;MEDICAL CURE;8630503;DAS ACUNCENAS ,100 - CIDADE 2000 ,FORTALEZA - CE;5210
28716391;CLINICA PRIME;8630503;PEDRO PEREIRA ,460 - CENTRO ,FORTALEZA - CE;5249
40783084;SARAH FONSECA;8630503;2 (CONJ. CAMPO DOS INGLESES) ,353 - JARDIM CEARENSE ,FORTALEZA - CE;5286
38206099;ANA PAULA CAETANO DE ANDRADE;8630503;1109 (CONJ. CEARA I) ,35 - CONJUNTO CEARA I ,FORTALEZA - CE;5293
52995821;CARDIOVITA;8630503;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;5354
63476220;CLINICENTER;8630503;13 (CJ DOS BANCARIOS) ,1690 - VILA VELHA ,FORTALEZA - CE;5370
5857063;CENTRO DE ESPECIALIDADES DRA. MARCIA SABIA;8630503;ANTONIO SALES ,1540 - ALDEOTA ,FORTALEZA - CE;5378
10867599;MASTER CLINICA;8630503;PEDRO PEREIRA ,460 - CENTRO ,FORTALEZA - CE;5382
28227118;TAF PSIQUIATRIA E PSICOLOGIA;8630503;TIBURCIO CAVALCANTI ,1675 - ALDEOTA ,FORTALEZA - CE;5415
29018594;CLINICA MEDICA DR. FELIPE OLIVEIRA;8630503;DOM MANUEL DE MEDEIROS ,1218 - PARQUELANDIA ,FORTALEZA - CE;5421
30545521;GUIMARAES PAIVA SERVICOS MEDICOS;8630503;CORONEL RIBEIRO DA SILVA ,541 - FARIAS BRITO ,FORTALEZA - CE;5425
40108606;DM GESTAO;8630503;3 (CONJ. CAMPO DOS INGLESES) ,101 - JARDIM CEARENSE ,FORTALEZA - CE;5465
49032614;THAIS GUERREIRO JORGE ROCHA;8630503;1109 (CONJ. CEARA I) ,35 - CONJUNTO CEARA I ,FORTALEZA - CE;5508
50209464;RENATA ARAUJO DIAS;8630503;1109 (CONJ. CEARA I) ,35 - CONJUNTO CEARA I ,FORTALEZA - CE;5512
53658099;LM OLIVEIRA;8630503;JACOPEMBA ,59 - MONDUBIM ,FORTALEZA - CE;5534
12936000;SABER TREINAMENTOS E DESENVOLVIMENTO;8599604;MARTINHO RODRIGUES ,304 - BAIRRO DE FATIMA ,FORTALEZA - CE;5542
24914833;L J CONTABILIDADE E CONSULTORIA EMPRESARIAL;8599604;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;5560
25527436;AS SERVEN EDUCACAO;8599604;151 (CONJ. CEARA II) ,116 - CONJUNTO CEARA II ,FORTALEZA - CE;5563
35607971;LFL CONSULTORIA;8599604;A (LOT NOVO PASSARE) ,101 - PASSARE ,FORTALEZA - CE;5589
36406870;GRUPO BARACHO TREINAMENTO EM MARKETING DIGITAL;8599604;E LOT CAJAZEIRAS II ,92 - CAJAZEIRAS ,FORTALEZA - CE;5591
41550089;CENTRO PLUS CONJUNTO CEARA;8599604;G (CONJ. CEARA II) ,501 - CONJUNTO CEARA II ,FORTALEZA - CE;5608
