CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID
5758609;ABA-PAI;9430800;CARAUBA ,58 - TANCREDO NEVES ,FORTALEZA - CE;8624
26699431;ACNSFBM;9430800;C (LOT RESIDENCIAL MONDUBIM) ,269 - MONDUBIM ,FORTALEZA - CE;8633
32778727;PROJETO MAOS QUE SEMEIAM;9430800;2 (CJ SUMARE II) ,1988 - ITAPERI ,FORTALEZA - CE;8637
42655690;INSTITUTO VOU;9430800;ENGENHEIRO LUIZ VIEIRA ,257 - DE LOURDES ,FORTALEZA - CE;8646
42740741;INSTITUTO TERRA DO SOL;9430800;5 (CONJ. SITIO CORREGO) ,385 - MONDUBIM ,FORTALEZA - CE;8647
51270469;AVANCO MISSIONARIO;9430800;B (CONJ. RESID. PREF. JOSE WALTER) ,180 - PREFEITO JOSE WALTER ,FORTALEZA - CE;8650
5388391;RENTAL SERVICE COMUNICACOES;6209100;RODRIGUES JUNIOR ,428 - CENTRO ,FORTALEZA - CE;8657
14292900;WIN SUPORTE ONLINE;6209100;FAUSTO CABRAL ,859 - PAPICU ,FORTALEZA - CE;8662
30365145;SHYBA TECNOLOGIA;6209100;THEODORICO BARROSO ,843 - MONTESE ,FORTALEZA - CE;8697
46386641;BRAGA SOFTWARE HOUSE;6209100;F (LOT. CENTRO SUL) ,40 - PARANGABA ,FORTALEZA - CE;8704
46968644;ARIANA SANTOS;6209100;2 DO CONJUNTO MIRASSOL ,155 - ITAPERI ,FORTALEZA - CE;8706
50337475;MF TECNOLOGIA;6209100;A (LOT LAGUNA PARK 6) ,43 - LAGOA REDONDA ,FORTALEZA - CE;8717
51679302;DB7IT CONSULTORIA DE TI;6209100;D (LOT. CENTRO SUL) ,81 - PARANGABA ,FORTALEZA - CE;8719
7529040;NORDESTE LINS;6209100;DR PEDRO BORGES ,20 - CENTRO ,FORTALEZA - CE;8723
201612;HANLY SERVICOS LTDA;6209100;XXIX (CIDADE OESTE) ,632 - QUINTINO CUNHA ,FORTALEZA - CE;8726
7882416;INSYSTEM SOLUCOES INTELIGENTES;6209100; ALBERTO ELOY DA COSTA ,86 - MONTE CASTELO ,FORTALEZA - CE;8727
12889380;IDEA INNOVATION SOFTWARES;6209100;MUTUMBA ,175 - JANGURUSSU ,FORTALEZA - CE;8730
26799173;SETE INFORMATICA;6209100;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;8750
27582207;ISC GROUP;6209100;ESTEVAO DE MIRANDA ,77 - EDSON QUEIROZ ,FORTALEZA - CE;8751
44192583;TCS;6209100;CAETANO CAVALCANTE ,70 - COCO ,FORTALEZA - CE;8784
47199890;B5 CONSULTING;6209100;CORONEL CARVALHO ,1556 - VILA VELHA ,FORTALEZA - CE;8794
48852673;TIPWORK;6209100;B DO LOTEAMENTO MRV MAGIS- DENDE ,191 - DENDE ,FORTALEZA - CE;8803
47081777;P C NET CONDOMINIOS;6209100;MARGARIDA QUEIROS ,1065 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;8806
53422711;ICAPTA SOLUCOES TECNOLOGICAS;6209100;03H (LOT CIDADE JARDIM FORTALEZA) ,97 - PREFEITO JOSE WALTER ,FORTALEZA - CE;8812
4513296;TDS TREINAMENTO E DESENVOLVIMENTO DE SISTEMAS;6209100;432 (CONJ. CEARA I) ,34 - CONJUNTO CEARA I ,FORTALEZA - CE;8818
41310046;SERVNAC;6209100;PAULO ESTEFERSON BEZERRA ,185 - JANGURUSSU ,FORTALEZA - CE;8821
9138952;PIRAMBU DIGITAL;6209100;NOSSA SENHORA DAS GRACAS ,1097 - JACARECANGA ,FORTALEZA - CE;8825
17890916;C CRUZ INFORMATICA;6209100;12 ,59 - CONJUNTO JOSE WALTER ,FORTALEZA - CE;8834
17963957;CONSULTORIA GONDIM;6209100;DOUTOR PEDRO F. DE ARAUJO PONTES ,5219 - ANTONIO BEZERRA ,FORTALEZA - CE;8835
23692264;SYSMART GESTAO EM TECNOLOGIA DA INFORMACAO;6209100;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;8839
18544807;INGRESSANDO PASS;6209100;DOUTOR PAULO DE ALMEIDA SANFORD ,420 - EDSON QUEIROZ ,FORTALEZA - CE;8842
40292662;A2R IT SOLUTIONS;6209100;BETA (CJ HAB VILA VELHA) ,188 - VILA VELHA ,FORTALEZA - CE;8861
48926697;AGEU SISTEMAS;6209100;TOMAS ACIOLI - DE 890/891 AO FIM ,1493 - DIONISIO TORRES ,FORTALEZA - CE;8887
52369719;THALES SILVA XIMENES DE ARAGAO;6209100;8 (CONJ. RESID. PREF. JOSE WALTER) ,330 - PREFEITO JOSE WALTER ,FORTALEZA - CE;8899
7221746;AMESF - AUTO MECANICA SAO FRANCISCO;4530703;JOR THOMAZ COELHO ,57 - MESSEJANA ,FORTALEZA - CE;8908
11685401;RB AUTO CENTER;4530703;SILVA PAULET ,2475 - JOAQUIM TAVORA ,FORTALEZA - CE;8913
13140630;MAX JATO;4530703;ELISEU ORIA ,646 - SAPIRANGA ,FORTALEZA - CE;8917
11105583;HDS REFRIGERACAO;4530703;4 (CONJ. RESID. ITAPERY) ,101 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;8919
19329187;ALEPECAS;4530703;C (LOT PORTAL DE IRACEMA) ,2355 - ANCURI ,FORTALEZA - CE;8935
3679606;THERMO NORDESTE REFRIGERACAO E TRANSPORTES;4530703;DOM MANUEL ,990 - CENTRO ,FORTALEZA - CE;8969
3901079;AUTO PECAS SANTO ANTONIO;4530703;MIRTES ROCHA ,354 - VILA PERY ,FORTALEZA - CE;8972
4111276;J. C. ARCONDICIONADO;4530703;BORGES DE MELO ,2070 - MONTESE ,FORTALEZA - CE;8973
817832;MG PNEUS;4530703;GUSTAVO SAMPAIO ,1209 - SAO GERARDO ,FORTALEZA - CE;8974
4500726;TONTON AUTO PECAS;4530703;13 ,75 - ITAPERI ,FORTALEZA - CE;8978
2767340;WINTER FILM;4530703;BEZERRA DE MENEZES ,234 - PQUE ARAXA ,FORTALEZA - CE;8979
4638380;AUTO PECAS SANTA TEREZINHA;4530703;CASTELO DE CASTRO ,1200 - CONJ. SAO CRISTOVAO ,FORTALEZA - CE;8980
6343104;EB BATERIAS;4530703;OLIVEIRA PAIVA ,1941 - CIDADE DOS FUNCIONAR ,FORTALEZA - CE;8981
63474662;COMERCIAL GONCALVES;4530703;CORONEL CARVALHO ,2257 - BARRA DO CEARA ,FORTALEZA - CE;8985
10397131;AUTO PECAS A B C;4530703;JOSE BASTOS ,930 - JOAO XXIII ,FORTALEZA - CE;8986
8570946;ACERT CAR PECAS E SERVICOS;4530703;GAL OSORIO DE PAIVA ,2263 - VILA PERY ,FORTALEZA - CE;8997
10984760;MEGA CAR AUTO SERVICE;4530703;NOSSA SENHORA DA CONCEICAO (BAIRRO MONDUBIM) ,SN - MONDUBIM ,FORTALEZA - CE;9002
18054151;ZETECH MANUTENCAO ELETROELETRONICA PESADA;4530703;16 DO CONJUNTO ARVOREDO ,356 - MONDUBIM ,FORTALEZA - CE;9009
19969263;SERVICE CAR;4530703;E (CONJ. CEARA) ,197 - GENIBAU ,FORTALEZA - CE;9014
16911062;OFIAUTOS SERVICOS AUTOMOTIVOS;4530703;SOARES BULCAO ,1601 - ELLERY ,FORTALEZA - CE;9020
25042895;KLB ACESSORIOS;4530703;COSMONAUTA ,135 - BONSUCESSO ,FORTALEZA - CE;9024
29681452;P G ACESSORIOS;4530703;DOUTOR RAUL BARBOSA ,6760 - AEROLANDIA ,FORTALEZA - CE;9027
237838;VIDROCAP;4530703;WASHINGTON SOARES ,7187 - ALAGADICO  NOVO ,FORTALEZA - CE;9053
3783475;CAVALCANTE DIESEL;4530703;BR  116 KM  04 ,463 - MESSEJANA ,FORTALEZA - CE;9055
2450036;AUTO PECAS WELLINGTON;4530703;JOSE ONOFRE ,07 - CONJUNTO ESPERANCA ,FORTALEZA - CE;9057
23730179;DAVI AUTO PECAS;4530703;AVEN MISTER HULL ,5605 - ANTONIO BEZERRA ,FORTALEZA - CE;9075
41400714;D & S PECAS AUTOMOTIVAS;4530703;COSTA FREIRE ,1105 - VILA PERY ,FORTALEZA - CE;9078
10506596;SERTAO GELADO;4530703;JORNALISTA THOMAS COELHO ,3241 - JANGURUSSU ,FORTALEZA - CE;9094
21799915;NIL AUTO PECAS;4530703;LUIZ VIEIRA (PERIMETRAL) ,563 - PARQUE SAO JOSE ,FORTALEZA - CE;9103
39434430;S&B SERVICOS AUTOMOTIVO;4530703;2 (CJ ARVOREDO) ,SN - MONDUBIM ,FORTALEZA - CE;9121
48553397;MIKAEL AUTOCENTER;4530703;CORONEL CARVALHO ,1556 - VILA VELHA ,FORTALEZA - CE;9135
49073090;GARAGEM 990;4530703;DOM MANUEL ,990 - CENTRO ,FORTALEZA - CE;9137
50627069;MEGA AUTOS;4530703;MESTRA ROSA ,301 - JOSE BONIFACIO ,FORTALEZA - CE;9140
2646797;ESTRELA SOLAR;7319002;B (CONJ. ESPERANCA) ,130 - CONJUNTO ESPERANCA ,FORTALEZA - CE;9145
16550405;COFFEE & CAKES;7319002;JULIO MACIEL ,1014 - MANUEL SATIRO ,FORTALEZA - CE;9147
21798504;HM REPRESENTACOES;7319002;A (LOT LAGUNA PARK) ,42A - LAGOA REDONDA ,FORTALEZA - CE;9150
28576321;DJ TAPETES;7319002;67 (CONJ. PREF. JOSE WALTER) ,191 - PREFEITO JOSE WALTER ,FORTALEZA - CE;9159
32971184;BENEFIT CONECT;7319002;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;9169
45405496;R CERVANTES REPRESENTACOES;7319002;A (CONJ. CEARA) ,649 - CONJUNTO CEARA I ,FORTALEZA - CE;9198
41548769;MANUS REPRESENTACOES;7319002;FRANCISCO LEANDRO ,225 - LAGOA REDONDA ,FORTALEZA - CE;9218
9497643;RIHOMO;7319002;13 DE MAIO ,1116 - FATIMA ,FORTALEZA - CE;9220
10741327;BALVI;7319002;PRESIDENTE ARTUR BERNARDES ,4160 - JOSE DE ALENCAR ,FORTALEZA - CE;9222
20148055;DONALI SUL SERVICOS ADMINISTRATIVOS;7319002;13 DE MAIO ,1116 - FATIMA ,FORTALEZA - CE;9226
30051941;FMMT REPRESENTACAO;7319002;GENERAL TERTULIANO POTYGUARA (ALDEOTA) ,1313 - ALDEOTA ,FORTALEZA - CE;9235
36219420;FRANCISCO LEONARDO SILVA;7319002;DANDARA KETLEY ,2342 - GRANJA LISBOA ,FORTALEZA - CE;9245
37747625;AGENCIA OTTO DIGITAL;7319002;45 (CJ PREFEITO JOSE WALTER) ,90A - PREFEITO JOSE WALTER ,FORTALEZA - CE;9247
27407621;AMEI CETIM ACESSORIOS E AUTOCUIDADOS;7319002;MIGUEL ARAGAO ,881 - MONDUBIM ,FORTALEZA - CE;9249
41808574;LARISSA MARTINS;7319002;ECILDA DE QUEIROZ ,1190 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;9254
47095512;CG SERVICOS;7319002;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;9271
50444768;MD PRODUTOS E SERVICOS;7319002;ALBERTO MAGNO - DE 650/651 A 1829/1830 ,1415 - MONTESE ,FORTALEZA - CE;9281
51206651;MCL SERVICOS E LOCACOES;7319002;SAO PAULO ,32 - CENTRO ,FORTALEZA - CE;9284
53010976;SOU MAIS EU ADM;7319002;MADRE ELISA BALDO (EDUARDO MOTA) ,127 - SERRINHA ,FORTALEZA - CE;9287
8093708;FRANCO REPRESENTACOES;7319002;JULIO BRAGA ,1584 - JOAO VINTE TRES ,FORTALEZA - CE;9294
32304927;VALENTE COMERCIAL;7319002;41 (CONJ. RESID. PREF. JOSE WALTER) ,711 - PREFEITO JOSE WALTER ,FORTALEZA - CE;9319
32409571;KONSULT RETAIL SERVICE;7319002;XIII (CJ MARTINS SOARES MORENO) ,160 - SERRINHA ,FORTALEZA - CE;9321
32178100;VIVEKA NEGOCIOS, SERVICOS E CONSULTORIA;7319002;ALTO SANTO ,102 - FATIMA ,FORTALEZA - CE;9326
39965395;JMC REPRESENTACOES;7319002;BRAZ VIDAL ,298 - MESSEJANA ,FORTALEZA - CE;9338
40441587;YURI DANTAS;7319002;C (LOT NOVO PASSARE) ,30 - PASSARE ,FORTALEZA - CE;9342
49054763;IDEALIZE INTERMEDIACAO FINANCEIRA;7319002;DOM LINO - ATE 589/590 ,296 - PARQUELANDIA ,FORTALEZA - CE;9364
49149695;AGIBENS;7319002;PADRE VALDEVINO - ATE 1700 - LADO PAR ,645 - JOAQUIM TAVORA ,FORTALEZA - CE;9365
48067924;RR;7319002;GOIANIA - DE 241/242 A 2039/2040 ,251 - HENRIQUE JORGE ,FORTALEZA - CE;9366
49481649;F M CONECTE;7319002;JOAO DE ARAUJO LIMA - LADO PAR ,1010 - PREFEITO JOSE WALTER ,FORTALEZA - CE;9367
50035800;WL REPRESENTACOES COMERCIAIS;7319002;I LOT EXPEDICIONARIOS II ,475 - RACHEL DE QUEIROZ ,FORTALEZA - CE;9370
50319042;LINOBA MEDICAL;7319002;AFONSO VISEU ,30 - CENTRO ,FORTALEZA - CE;9371
19214648;K3 CONTABILIDADE & IMOBILIARIA;6821801;26 (CONJ. RESID. PREF. JOSE WALTER) ,140 - PREFEITO JOSE WALTER ,FORTALEZA - CE;9401
30900269;FS IMOVEIS;6821801;106 (CJ NOVO MONDUBIM) ,20 - NOVO MONDUBIM ,FORTALEZA - CE;9416
38493112;IMOBILIARIA CASA CLARA;6821801;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;9423
42880749;IMOB DELAS;6821801;D (LOT. CENTRO SUL) ,81 - PARANGABA ,FORTALEZA - CE;9434
41116315;HONORATO IMOVEIS;6821801;C LOTEAMENTO PARQUE MONTENEGRO I ,870 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;9435
493448;AC HOLANDA NEG. IMOBILIARIOS E CONSULTORIA EMPRESARIAL;6821801;XIX ,148 - CIDADE OESTE ,FORTALEZA - CE;9459
2652473;GRIFE IMOBILIARIA;6821801;IRMAO BAZET ,753 - MONTESE ,FORTALEZA - CE;9461
2991896;GERANCIAL IMOVEIS LTDA;6821801;ANTONIO SALES ,1317 - ALDEOTA ,FORTALEZA - CE;9462
7567459;ROMA SOLUCOES IMOBILIARIAS;6821801;PADRE PEDRO DE ALENCAR ,1791 - PAUPINA ,FORTALEZA - CE;9464
8767195;SIMPLES;6821801;PARAJANA ,5533 - CASTELAO ,FORTALEZA - CE;9467
16666192;VALE IMOBILIARIA;6821801;UIRAPURU ,1001 - MONDUBIM ,FORTALEZA - CE;9491
27443527;A & J NEGOCIOS IMOBILIARIOS;6821801;SANTOS DUMONT - DE 5782 A 6870 - LADO PAR ,6740 - COCO ,FORTALEZA - CE;9494
31082455;LOTEAR CONSULTORIA & PLANEJAMENTO;6821801;E LOTEAMENTO PARQUE MONTENEGRO I ,967 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;9499
32117458;TERRA DA LUZ IMOBILIARIA;6821801;RODRIGUES JUNIOR ,1182 - CENTRO ,FORTALEZA - CE;9500
32410978;SOLIDITY CONSTRUCOES;6821801;BARBOSA DE FREITAS (ALDEOTA) ,1741 - ALDEOTA ,FORTALEZA - CE;9501
42764961;SIARA NEGOCIOS IMOBILIARIOS;6821801;FRANCISCO SA ,7905 - BARRA DO CEARA ,FORTALEZA - CE;9513
748018;VICENTE TORRES IMOVEIS;6821801;SENADOR F TAVORA ,1347 - HENRIQUE JORGE ,FORTALEZA - CE;9549
12115806;PICANCO IMOVEIS;6821801;LEDA PORTO FREIRE ,101 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;9559
12447316;CLAUDIA CARVALHO IMOVEIS;6821801;DOM MANUEL ,684 - CENTRO ,FORTALEZA - CE;9561
44686755;IMAX NEGOCIOS IMOBILIARIOS;6821801;10 DO LOTEAMENTO SANTIAGO DE COMPOSTELA ,36 - PASSARE ,FORTALEZA - CE;9605
44532514;PRA VOCE IMOVEIS;6821801;11 (CONJ. SITIO CORREGO) ,55 - MONDUBIM ,FORTALEZA - CE;9617
35039684;ACADEMIA PASSELIVRE;9313100;QUATORZE ,000233 - QUINTINO CUNHA ,FORTALEZA - CE;9627
