CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID;LAT;LON
10732623;AVNER E MATHEUS CONFECCOES;4781400;JOSE MENDONCA ,1329 - GENIBAU ,FORTALEZA - CE;1397;-3.7522642;-38.6014106
11366061;IN NOVARH EVENTOS;8230001;LEONARDO MOTA ,2117 - ALDEOTA ,FORTALEZA - CE;13252;-3.7443208;-38.498589
52486397;CETAVIE;8630503;DOUTOR HERMES LIMA ,45 - EDSON QUEIROZ ,FORTALEZA - CE;5180;-3.75736425;-38.48274508308472
7647357;DLP GESTAO & ASSESSORIA;4110700;FRANCISCO SEGUNDO DA COSTA ,27 - EDSON QUEIROZ ,FORTALEZA - CE;7968;-3.7726449;-38.4784026
86810124;MODA INTIMA E CIA;4781400;IMPERADOR ,546 - CENTRO ,FORTALEZA - CE;1033;-3.7259226;-38.5347174
3065564;LISAN OTICA;4774100;JULIO BRAGA ,1184 - JOAO XXIII ,FORTALEZA - CE;11353;-3.7747838;-38.5824273
49316585;PROJET FIT;9313100;PROFESSOR CABRAL ,525 - PARQUE SANTA ROSA ,FORTALEZA - CE;9856;-3.8172531;-38.59312096434186
1300477;INICIATIVA;1412601;FRANCISCO GLICERIO ,290 - MARAPONGA ,FORTALEZA - CE;4146;-3.7972395;-38.56332138754605
33606676;ENDY;4520001;NOVA FORTALEZA ,112 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;10001;-3.8340945;-38.5742736
48089944;KITANDA DA LU;4712100;MUIRA ,1000 - JANGURUSSU ,FORTALEZA - CE;3708;-3.8383401;-38.5159379
46248508;ZAP FRANGO;5620104;EDILSON BRASIL SOARES ,867 - PARQUE MANIBURA ,FORTALEZA - CE;14872;-3.7897346;-38.48678021033446
39482728;E-COMMERCE BIMO;1412601;SILVA PAULET ,1853 - ALDEOTA ,FORTALEZA - CE;4262;-3.7415096;-38.507516372469325
43606595;SABOR JOVEM PIZZARIA E CHURRASCARIA;5620104;ROSINHA SAMPAIO ,1732 - JARDIM GUANABARA ,FORTALEZA - CE;14869;-3.7267538;-38.5872101
30498546;VITORIA COWORKING;8211300;PERO COELHO ,196 - CENTRO ,FORTALEZA - CE;115;-3.73312635;-38.523121187133256
37639182;N E CORRETORA DE SEGUROS;6622300;PAPI JUNIOR ,1828 - RODOLFO TEOFILO ,FORTALEZA - CE;14088;-3.75154765;-38.556927449978936
45692573;DG CABELOS;9602501;SHIRLEY GIRAO ,751 - PASSARE ,FORTALEZA - CE;10330;-3.8025294;-38.5341367
29499224;LELIJU MODA FEMININA;1412601;FILOMENO GOMES ,430 - JACARECANGA ,FORTALEZA - CE;4440;-3.71909205;-38.54285515352342
44273268;CONNECT MARPE CONTABIL;6920601;CORONEL LUIZ DAVID DE SOUZA ,72 - PRESIDENTE KENNEDY ,FORTALEZA - CE;6383;-3.7251444;-38.5669677
11188129;ESPETINHO DO BARAO;5611203;GENERAL CLARINDO DE QUEIROZ ,244 - CENTRO ,FORTALEZA - CE;4506;-3.7337041;-38.526492
12887621;CENTRO PEDICO;9602501;BARAO DE STUDART ,2550 - ALDEOTA ,FORTALEZA - CE;10281;-3.745981;-38.5104718
17358712;PET SHOP VIRA LATA;4789004;ALBERTO MAGNO ,190 - BOM FUTURO ,FORTALEZA - CE;14764;-3.7579659;-38.544138
18437978;COMERCIAL BELARMINO;4712100;ALAGOAS ,390 - DEMOCRITO ROCHA ,FORTALEZA - CE;3392;-3.7604124;-38.56928416630435
9649075;BEBELU SANDUICHES;5611203;DOUTOR SILAS MUNGUBA ,4820 - ITAPERI ,FORTALEZA - CE;4718;-3.796345;-38.53356311704852
33187889;UP INTERMEDIACAO DE NEGOCIOS;7490104;ANDRADE FURTADO ,1766 - CIDADE 2000 ,FORTALEZA - CE;11569;-3.747746;-38.4739922
44914722;MORAES CONSULTORIA DIGITAL;6209100;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;8700;-3.74735095;-38.51925908580248
40386701;LU BRAND;4781400;PROFESSOR NOGUEIRA ,147 - PARQUE ARAXA ,FORTALEZA - CE;1784;-3.7345165;-38.54948
14383571;ANILAK MODA PRAIA;1412601;FRANCA ,813 - MARAPONGA ,FORTALEZA - CE;4004;-3.79217495;-38.562847565529495
37713312;PRATINHOS DA MARCIA & MARMITARIA;5620104;SULAMITA PORTELA ,2748 - QUINTINO CUNHA ,FORTALEZA - CE;14905;-3.7281183;-38.6013152
39733166;ROMANZZA FORTALEZA;4789099;BARBOSA DE FREITAS ,795 - MEIRELES ,FORTALEZA - CE;11801;-3.7328015;-38.4959766
23475502;GEOFACIE;7020400;GUSTAVO SAMPAIO ,722 - PARQUELANDIA ,FORTALEZA - CE;6540;-3.7338457;-38.55127274601722
2747305;ENGPROJI ENGENHARIA;4120400;SENADOR POMPEU ,649 - CENTRO ,FORTALEZA - CE;2655;-3.7244535;-38.52871903606272
32311661;CRIARQUI PROJETOS;7111100;SENADOR VIRGILIO TAVORA ,2577 - DIONISIO TORRES ,FORTALEZA - CE;15814;-3.7490437;-38.49684289294822
8649322;CASAS XAVIER;4754701;GENERAL SAMPAIO ,1280 - CENTRO ,FORTALEZA - CE;15741;-3.72962;-38.5319367
44659535;PROTECT GESTAO EM NEGOCIOS DE SAUDE;7490104;JOAQUIM SA ,538 - DIONISIO TORRES ,FORTALEZA - CE;11588;-3.7487123;-38.50739353343195
41540592;GUARANA TROPICAL;5611203;TREZE DE MAIO ,2206 - BENFICA ,FORTALEZA - CE;4691;-3.7431526;-38.536375301635786
31525211;APFLEX HIDRAULICA;8211300;GODOFREDO MACIEL ,3374 - MARAPONGA ,FORTALEZA - CE;194;-3.8046347;-38.57275653407584
50143414;CM EDUCACAO E TREINAMENTOS;8599604;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;5649;-3.74735095;-38.51925908580248
9583679;BOMBAR BEER DECK;5611201;MARECHAL RONDON ,035 - ALDEOTA ,FORTALEZA - CE;2425;-3.74161535;-38.489558126088646
47045989;ILM SERVICOS MEDICOS;8630503;SANTOS DUMONT ,5753 - PAPICU ,FORTALEZA - CE;5516;-3.7464544;-38.4665333
17685720;CAMBEBA'S BUFFET;8230001;FAUSTO AGUIAR ,655 - CAMBEBA ,FORTALEZA - CE;13142;-3.8113692;-38.49246335
10457698;ALUME SERVICOS;8211300;PEDRO BORGES ,33 - CENTRO ,FORTALEZA - CE;19;-3.7282138;-38.5275682
36772482;NAILS CASA DA BELESA;4772500;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;12252;-3.7265218;-38.5295116
45913252;VANESSA BASTOS;8599604;SANTOS DUMONT ,6740 - COCO ,FORTALEZA - CE;5950;-3.7448947;-38.47282039022944
52020839;MUNDO E CIA;4755502;BARAO DO RIO BRANCO ,947 - CENTRO ,FORTALEZA - CE;16199;-3.7266867;-38.52812109664511
2690559;OCEANVIEW TOURS AND TRAVEL;7911200;DOM LUIS ,880 - ALDEOTA ,FORTALEZA - CE;15068;-3.7345613;-38.4937465
8741007;IEADEME;9491000;BARAO DE AQUIRAZ ,2150 - COACU ,FORTALEZA - CE;10465;-3.8431771;-38.482375
45111824;BC IMOVEIS;6821801;SANTOS DUMONT ,2789 - ALDEOTA ,FORTALEZA - CE;9437;-3.7329008;-38.509812246842685
16714166;VILLA MARA;5611201;GODOFREDO MACIEL ,3862 - MONDUBIM ,FORTALEZA - CE;1920;-3.8087532;-38.5740286
43454530;MERCEARIA 85;4729699;DOUTOR GILBERTO STUDART ,2189 - COCO ,FORTALEZA - CE;10828;-3.7474669;-38.469065
14467166;FISICO E FORMA ACADEMIA;9313100;TULIPA NEGRA ,2350 - PARQUE SANTA ROSA ,FORTALEZA - CE;9801;-3.81746075;-38.60020379432433
25143545;BATERIA E CIA;4530703;DOUTOR SILAS MUNGUBA ,1409 - PARANGABA ,FORTALEZA - CE;8933;-3.7835136;-38.5539479
2560770;CONDOMINIO ANTURIOS;8112500;JOAQUIM NABUCO ,1889 - ALDEOTA ,FORTALEZA - CE;7303;-3.7373509;-38.5019557
47054436;DRL JEANS;4781400;VICENTE CELESTINO ,1137 - PARQUE PRESIDENTE VARGAS ,FORTALEZA - CE;1220;-3.8216405;-38.5955528
12890717;VITAL CLINICA;8650004;ARARAQUARA ,287 - VILA PERI ,FORTALEZA - CE;16398;-3.7827583;-38.5795418
12487361;CASA OLIVEIRA;4712100;PEDRO ARTUR ,826 - CARLITO PAMPLONA ,FORTALEZA - CE;3810;-3.7126353;-38.5537361
24714584;MINISTERIO OASIS;9491000;NUNES VALENTE ,2717 - DIONISIO TORRES ,FORTALEZA - CE;10414;-3.7484568;-38.5076668
48033367;NEGREIROS ENGENHARIA;4120400;SANTOS DUMONT ,2456 - ALDEOTA ,FORTALEZA - CE;3065;-3.7349787;-38.5029247
2837619;FOCCOS RENT A CAR & TURISMO;7911200;GONCALVES DIAS ,162 - RODOLFO TEOFILO ,FORTALEZA - CE;15022;-3.7417322;-38.5536814
63290266;NV IMOVEIS;6821801;PADRE VALDEVINO ,1000 - JOAQUIM TAVORA ,FORTALEZA - CE;9388;-3.7397772;-38.515348632612174
29633391;J. SMART GUARARAPES;4110700;CAIO CID ,200 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;7936;-3.7725884;-38.4844251
52864850;MONTER;8211300;OLIVEIRA PAIVA ,1600 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;961;-3.7959615;-38.49062
19671236;FS SERVICOS AUTOMOTIVOS;4530703;NOVA ESPERANCA ,775 - DIAS MACEDO ,FORTALEZA - CE;9101;-3.7838797;-38.5233521
20645083;DEPOSITO DE CONSTRUCAO PRECO POPULAR;4744099;GONCALVES LEDO ,2647 - CENTRO ,FORTALEZA - CE;8157;-3.7372937;-38.5181695
18723948;BOB CAMISARIA;4781400;1074 ,92 - CONJUNTO CEARA ,FORTALEZA - CE;1674;-3.7686341;-38.6145434
5023992;ED. GOMES DE FREITAS;8112500;BEZERRA DE MENEZES ,2270 - SAO GERARDO ,FORTALEZA - CE;7283;-3.7355223;-38.5650066
50641081;REICAR LOCACOES DE VEICULOS;7711000;CARAPINIMA ,2023 - BENFICA ,FORTALEZA - CE;12450;-3.73891395;-38.53877435
47347215;MULTK PECAS E ACESSORIOS;4530703;RECANTO VERDE ,2191 - JANGURUSSU ,FORTALEZA - CE;9134;-3.8435416;-38.51400900349378
42641617;LOUCOS POR GAMES;4751201;DESEMBARGADOR LAURO NOGUEIRA ,1500 - PAPICU ,FORTALEZA - CE;16117;-3.740331;-38.4720424
36783088;ACT CONSTRUCOES;6822600;SANTOS DUMONT ,2828 - ALDEOTA ,FORTALEZA - CE;13779;-3.7363774;-38.4997069882904
12593868;COMPASSO LANCHES;5611203;GUILHERME ROCHA ,431 - CENTRO ,FORTALEZA - CE;4750;-3.7264056;-38.5301419
34999656;SANTANA DRINKS;5611201;MOZART PINTO ,240 - MONTE CASTELO ,FORTALEZA - CE;1871;-3.726984;-38.55217781388322
39517866;OLIMPO BY DONSOUZIS;5611201;OSVALDO CRUZ ,2095 - DIONISIO TORRES ,FORTALEZA - CE;2296;-3.74389515;-38.50277130438319
40085415;MAR CIENCIA E TECNOLOGIA;7020400;MONSENHOR BRUNO ,1101 - ALDEOTA ,FORTALEZA - CE;6598;-3.7322139;-38.509071496527234
40348166;MORENA FITNESS OFICIAL;4781400;REPUBLICA DO LIBANO ,1273 - VARJOTA ,FORTALEZA - CE;1178;-3.7337438;-38.4881712
17119889;RESIDENCIAL MARROCOS;8112500;MARROCOS ,86/90 - LAGOA REDONDA ,FORTALEZA - CE;7242;-3.8259091;-38.4673921
2770203;BRISA;4110700;AGUANAMBI ,661 - FATIMA ,FORTALEZA - CE;7963;-3.7573888;-38.52571677102789
14420215;PROSERVICOS;4321500;PROFESSOR JOSE HENRIQUE ,979 - MESSEJANA ,FORTALEZA - CE;12169;-3.8293361;-38.4895638
28518114;MAX SERVICOS TERCEIRIZADOS-ME;8211300;CORONEL LUIZ DAVID DE SOUZA ,65 - PRESIDENTE KENNEDY ,FORTALEZA - CE;436;-3.7251444;-38.5669677
25164415;ENSETEC TECNOLOGIA EDUCACIONAL;8599604;MONSENHOR OTAVIO DE CASTRO ,435 - FATIMA ,FORTALEZA - CE;5561;-3.74628775;-38.526978990921336
19652644;HELPTEC SEGURANCA ELETRONICA;4321500;PADRE CICERO ,834 - RODOLFO TEOFILO ,FORTALEZA - CE;12025;-3.7436422;-38.5457533
42884420;DC DE OLIVEIRA DESENVOLVIMENTOS;6201501;ALBERTO MAGNO ,120 - JARDIM AMERICA ,FORTALEZA - CE;12690;-3.7563607;-38.5427012
7594978;SMART FIT;9313100;DOS EXPEDICIONARIOS ,4444 - JARDIM AMERICA ,FORTALEZA - CE;9642;-3.7552503;-38.5391446
46681931;CJ LANCHES;5611203;DA SAUDADE ,195 - MONTESE ,FORTALEZA - CE;4639;-3.769976;-38.54449596294188
43473311;HUB CRIATIVO;8211300;OLIVEIRA PAIVA ,1600 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;546;-3.7959615;-38.49062
35521959;A&B INCORPORACOES;4110700;MARCOS MACEDO ,1333 - ALDEOTA ,FORTALEZA - CE;8023;-3.736444;-38.4905576
49196218;ALLIER LILIAN SALVINO;8630503;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;5333;-3.7375352;-38.499373848558974
33564422;MMK MINI MERCADO;4712100;JOSE MOACIR BEZERRA ,421 - SAPIRANGA-COITE ,FORTALEZA - CE;3438;-3.790677;-38.460767
24113759;CHAMPION BR-SOLAR;7112000;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;6963;-3.7410653;-38.4985591
48739404;VHRS GESTAO IMOBILIARIA;6821801;GOIANIA ,251 - HENRIQUE JORGE ,FORTALEZA - CE;9529;-3.763992;-38.585919
33980182;COMEDORIA RAMBURGUERS;5611201;MAESTRO LISBOA ,2710 - LAGOA REDONDA ,FORTALEZA - CE;2273;-3.8066949;-38.4552866
22822593;FAJEL MOTOS;4541206;CORONEL PATRICIO ,650 - PARQUE SANTA MARIA ,FORTALEZA - CE;16559;-3.851102;-38.496948
40090545;BIGDADDY;5611203;VIENA WEYNE ,470 - CAMBEBA ,FORTALEZA - CE;4628;-3.80173675;-38.49019122547145
47263126;KEEP ENERGY;4321500;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;12201;-3.7375352;-38.499373848558974
28689086;AFIS SERVICOS EM INFORMATICA E ADMINISTRATIVOS;6209100;VISCONDE DE MAUA ,2600 - DIONISIO TORRES ,FORTALEZA - CE;8754;-3.7478034;-38.5033301
17399490;SALAO SHOW DE BELEZA;9602501;CAROLINA SUCUPIRA ,455 - ALDEOTA ,FORTALEZA - CE;10207;-3.7418733;-38.49866081377005
22290744;JG DISTRIBUIDORA;4930202;WASHINGTON SOARES ,3663 - EDSON QUEIROZ ,FORTALEZA - CE;10670;-3.7881744;-38.47970119529657
38036642;JESSE COSTA ASSISTENCIA;9511800;QUEIROS RIBEIRO ,291 - PARREAO ,FORTALEZA - CE;16307;-3.7618371;-38.544601939218566
45538591;P R SERVICOS MEDICOS;8610102;FELINO BARROSO ,801 - FATIMA ,FORTALEZA - CE;14542;-3.7487589;-38.52780016632085
44855143;DEPOSITO UNIAO CONSTRUCAO;4744099;PORTO VELHO ,534 - HENRIQUE JORGE ,FORTALEZA - CE;8273;-3.7634984;-38.5915543
3698455;G P;4120400;SENADOR VIRGILIO TAVORA ,318 - MEIRELES ,FORTALEZA - CE;2890;-3.727303;-38.5051628550769
10510258;MUNDO DAS CONSTRUCOES;4744099;GENERAL OSORIO DE PAIVA ,6395 - VILA PERI ,FORTALEZA - CE;8145;-3.7839893;-38.5798475
9031586;PERFIL EVENTOS;8211300;SENADOR VIRGILIO TAVORA ,1500 - ALDEOTA ,FORTALEZA - CE;73;-3.7394143;-38.4940372
17462554;AMISSI STORE;1412601;JULIO CESAR ,273 - BENFICA ,FORTALEZA - CE;4193;-3.74724305;-38.54002298316883
31096441;SCP GUAJIRU;4110700;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;8109;-3.7413961;-38.4873288
53021823;CLAUDIA FISIATRIA;8630503;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;5355;-3.7410653;-38.4985591
20338783;CAROL MENDONCA ARQUITETURA;7111100;SANTOS DUMONT ,1510 - ALDEOTA ,FORTALEZA - CE;15765;-3.732587;-38.5104486
52601447;D GULA;5611203;OLIVEIRA PAIVA ,1556 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;5031;-3.7959057;-38.4926879
22879998;FELIPE LIMA IMOVEIS;6821801;VICENTE LINHARES ,521 - ALDEOTA ,FORTALEZA - CE;9405;-3.7421436;-38.4997104
8454094;VESPASIANO IMOVEIS;4110700;OSVALDO CRUZ ,1 - MEIRELES ,FORTALEZA - CE;8066;-3.7258021;-38.4969977
18539335;J M SERVICOS E TELECOM;4321500;JOSE FACANHA ,52 - DAMAS ,FORTALEZA - CE;12161;-3.75571875;-38.55311599529257
32761536;C MAURO ENGENHARIA;7112000;WASHINGTON SOARES ,55 - EDSON QUEIROZ ,FORTALEZA - CE;6980;-3.7538641;-38.4906286
69697209;ENDOSCLINICA ALDEOTA;8630503;CORONEL LINHARES ,950 - ALDEOTA ,FORTALEZA - CE;5200;-3.7368924;-38.4946078165496
10586656;FORTALCAP;4930202;NEUDELIA MONTE ,670 - JOSE DE ALENCAR ,FORTALEZA - CE;10648;-3.8030075;-38.47407823181573
45085885;IGREJA AS NACOES FORTALEZA;9491000;JOVITA FEITOSA ,3125 - AMADEU FURTADO ,FORTALEZA - CE;10562;-3.74201785;-38.5656289198622
49765343;MFER SERVICOS EM PSICOLOGIA;8650003;TORRES CAMARA ,600 - ALDEOTA ,FORTALEZA - CE;13883;-3.7358901;-38.5064841
36076707;VILAVIE CENTRO DE CUIDADO HUMANO;8630503;SANTOS DUMONT ,5753 - PAPICU ,FORTALEZA - CE;5271;-3.7464544;-38.4665333
52998826;R3M SAUDE;8610102;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;14492;-3.73920265;-38.47292863540481
8573291;CONDOMINIO ZARAGOZZA;8112500;PINTO MADEIRA ,667 - CENTRO ,FORTALEZA - CE;7510;-3.7316363;-38.5197312
47537938;CMBC;8211300;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;589;-3.73920265;-38.47292863540481
25345953;BETA MANICURE;9602501;ERICO MOTA ,1159 - AMADEU FURTADO ,FORTALEZA - CE;10136;-3.74755275;-38.560357011979725
34986637;COMERCIAL GELADAO ZERO GRAU;4729699;GENERAL OSORIO DE PAIVA ,4385 - CANINDEZINHO ,FORTALEZA - CE;10812;-3.79699855;-38.59402539485912
7421132;LIEBE;4781400;DOM LUIS ,1056 - ALDEOTA ,FORTALEZA - CE;1018;-3.7353092;-38.4917553
20771843;JARDIM SOPHIA;8112500;JOAO PAULINO BARROS LEAL ,2500 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;7561;-3.755335;-38.5189849
42768219;OBJETIVA ASSESSORIA E CONSULTORIA LTDA;7020400;CORONEL JAIME ROLEMBERG ,402 - JARDIM CEARENSE ,FORTALEZA - CE;6481;-3.8047562;-38.565625
22666933;PIZZARIA SUPREMA;5611201;DOUTOR THOMPSON BULCAO ,523 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;1944;-3.7691947;-38.49344856735448
31959829;KALEQ JEANS;4781400;PRESIDENTE CASTELO BRANCO ,2458 - PIRAMBU ,FORTALEZA - CE;1740;-3.7131287;-38.54984838428596
53665068;KAROLINE GONZAGA SERVICOS MEDICOS;8630503;PEDRO BORGES ,20 - CENTRO ,FORTALEZA - CE;5187;-3.7282138;-38.5275682
1672413;M M SERVICOS TECNICOS;4744099;BENEDITO DE SOUZA ,301 - PAUPINA ,FORTALEZA - CE;8314;-3.8732249;-38.497231
32376441;CONECTBUSINESSS;7020400;DOUTOR RATISBONA ,96 - FATIMA ,FORTALEZA - CE;6449;-3.75274035;-38.52876473114337
52676272;ARTUR VEICULOS;4511102;FRANCISCO SA ,2420 - JACARECANGA ,FORTALEZA - CE;11872;-3.7204678;-38.5480577
24433306;JCM ENGENHARIA E SERVICOS;4120400;ENGENHEIRO LEAL LIMA VERDE ,1100 - SAPIRANGA / COITE ,FORTALEZA - CE;2738;-3.7986854;-38.4755847
47169714;JUMPSTART CONSULTORIA E MARKETING.;7020400;NOGUEIRA ACIOLI ,996 - CENTRO ,FORTALEZA - CE;6623;-3.7326642;-38.5178983
28630683;NATALIA PINTO PSICANALISE E DESENVOLVIMENTO HUMANO;8599604;BARROS LEAL ,2168 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;5707;-3.7544372;-38.5195218
20144873;GESTMIDIAS - MARKETING DIGITAL;7319003;ANTONIO AUGUSTO ,2561 - ALDEOTA ,FORTALEZA - CE;15508;-3.737405;-38.5159252
38733151;PANNEVILLE;1091102;RAIMUNDO BIZARRIA ,887 - FLORESTA ,FORTALEZA - CE;14191;-3.7278092;-38.57973038952278
44181599;LA D' CASA SUSHI;5611201;ANTONIO SALES ,530 - JOAQUIM TAVORA ,FORTALEZA - CE;2076;-3.7411106;-38.51679801092232
9088724;M B S PRODUCOES;8230001;DEPUTADO JOAO LOPES ,55 - CENTRO ,FORTALEZA - CE;13193;-3.7259389;-38.5220191
4239284;FORTAL CONDOMINIOS;8211300;CATAO MAMEDE ,217 - ALDEOTA ,FORTALEZA - CE;10;-3.7374481;-38.5105825
27479434;MC COMERCIAL;7319002;DA ABOLICAO ,3180 - MEIRELES ,FORTALEZA - CE;9231;-3.7269636;-38.491003202693776
38056163;ALEGRARE;8211300;ANTONIO DE CASTRO ,779 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;140;-3.7941726;-38.49930551656933
27751497;OFP CONSULTORIA;8211300;PRIMEIRO DE MAIO ,941 - BONSUCESSO ,FORTALEZA - CE;733;-3.7823861;-38.5911108
6165208;GUSTY S;5611203;GODOFREDO MACIEL ,2640 - MARAPONGA ,FORTALEZA - CE;4513;-3.7988912;-38.5709867
30299340;CHIKETE LOVERS;4781400;DOUTOR MANOEL MOREIRA ,SN - MONDUBIM ,FORTALEZA - CE;1503;-3.810091;-38.5683728
25239954;FARMACIAS GX;4771701;GOVERNADOR PARSIFAL BARROSO ,600 - PRESIDENTE KENNEDY ,FORTALEZA - CE;13377;-3.7281917;-38.5693911
79570;PICANHA DO COWBOY;5611201;DOM LUIS ,685 - ALDEOTA ,FORTALEZA - CE;2419;-3.7333949;-38.4969253
12350078;CONSTRUTORA CIDRA;4110700;DOM LUIS ,500 - MEIRELES ,FORTALEZA - CE;7869;-3.732601;-38.4994243
23582661;NATURAL VIDA;4729699;SANTOS DUMONT ,1180 - ALDEOTA ,FORTALEZA - CE;10948;-3.7316387;-38.5131014
38461345;PROTEC ENGENHARIA;4120400;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;3253;-3.7413961;-38.4873288
6368790;TROPEIRO GRILL;5611201;TIBURCIO CAVALCANTE ,3081 - DIONISIO TORRES ,FORTALEZA - CE;2151;-3.7517433;-38.50753128461001
25450596;REDE SAUDE;8211300;WASHINGTON SOARES ,909 - EDSON QUEIROZ ,FORTALEZA - CE;59;-3.76229155;-38.480938331153766
19684889;ZUKIMOTOS SERVICOS PECAS E ACESSORIOS;4541206;GENERAL CLARINDO DE QUEIROZ ,1165 - CENTRO ,FORTALEZA - CE;16556;-3.7322135;-38.5317132
47053144;TREND PLACAS E VOLANTES;4789099;JOSE BASTOS ,3950 - RODOLFO TEOFILO ,FORTALEZA - CE;11813;-3.7524793;-38.55337316608543
32512400;AGILY PROMOTORA;8291100;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;14630;-3.7265218;-38.5295116
53519908;KAIROS SERVICOS E NEGOCIOS;7020400;SANTOS DUMONT ,2626 - ALDEOTA ,FORTALEZA - CE;6532;-3.73555425;-38.50168385298447
18311651;DUARTE SOM E ACESSORIOS;4530703;BEZERRA DE MENEZES ,1610 - SAO GERARDO ,FORTALEZA - CE;9012;-3.7342236;-38.5592201
33661187;CARLOS CAMPOS GESTAO CONDOMINIAL;6822600;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;13726;-3.7375352;-38.499373848558974
25106693;GULLA GOURMET;5611201;ALEXANDRE BARAUNA ,1092 - RODOLFO TEOFILO ,FORTALEZA - CE;1953;-3.74727255;-38.55230614212904
24096466;UERF DA ESCOLA MUNICIPAL LORHAN MARQUES MEDEIROS;8550301;CREUZA ROCHA ,255 - JARDIM GUANABARA ,FORTALEZA - CE;15976;-3.72180425;-38.59124094223134
24199334;FNI APOIO ADMINISTRATIVO DE GOVERNANCA CONDOMINIAL;6822600;WASHINGTON SOARES ,909 - EDSON QUEIROZ ,FORTALEZA - CE;13771;-3.76229155;-38.480938331153766
52592576;MY PLUG;4752100;WASHINGTON SOARES ,55 - EDSON QUEIROZ ,FORTALEZA - CE;13581;-3.7538641;-38.4906286
34859978;MS GESTAO E TRIBUTOS;6920601;DESEMBARGADOR JOSE GIL DE CARVALHO ,162 - CAMBEBA ,FORTALEZA - CE;6224;-3.80198085;-38.49158345437783
22937915;ART OPTICA;4774100;TENENTE ELIEZER COSTA ,143 - VILA VELHA ,FORTALEZA - CE;11306;-3.7101189;-38.591526
51056367;LELA UNIFORMES;4781400;ANA GONCALVES ,341 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;1560;-3.7593559;-38.5131582
42930147;PETRUS CONSTRUCOES;7112000;MINISTRO JOSE AMERICO ,326 - PARQUE IRACEMA ,FORTALEZA - CE;7014;-3.8100762;-38.4932425
45761390;RBS;8291100;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;14643;-3.73920265;-38.47292863540481
42021720;ANTONIA VERONICE TEIXEIRA BRAGA;7112000;SANTOS DUMONT ,2828 - ALDEOTA ,FORTALEZA - CE;7018;-3.7363774;-38.4997069882904
53057716;ELEICLAV SERVICOS DE CONSULTORIA;8211300;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;964;-3.7413961;-38.4873288
842663;JCV PROJETOS DE INSTALACOES;7112000;CARLOS VASCONCELOS ,1735 - ALDEOTA ,FORTALEZA - CE;6943;-3.7371494;-38.5118901
32736831;FORTAL MODAS;1412601;GENERAL ALIPIO DOS SANTOS ,SN - QUINTINO CUNHA ,FORTALEZA - CE;4465;-3.7317236;-38.5924908
33708148;CLINICA COLO;8630503;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;5263;-3.7413961;-38.4873288
43866021;SORRIA PARANGABA;8630504;CARLOS AMORA ,110 - PARANGABA ,FORTALEZA - CE;7634;-3.774381;-38.5638691
50787490;CIF;9491000;ERICO MOTA ,978 - AMADEU FURTADO ,FORTALEZA - CE;10566;-3.74562215;-38.56109112943791
13706626;MERCEARIA E FRIGORIFICO SAMUEL;4712100;NOVA CONQUISTA ,335 - BOM JARDIM ,FORTALEZA - CE;3625;-3.7967827;-38.5975487
46115618;EUBIOTIC;8599604;MARCELINO LOPES ,276 - SAPIRANGA / COITE ,FORTALEZA - CE;5633;-3.7931807;-38.4783184
19471332;PET LYS;4789004;ARMANDO MONTEIRO ,263 - VILA UNIAO ,FORTALEZA - CE;14765;-3.7634702;-38.5362176
10469769;VS CONTABIL;6920601;SANTOS DUMONT ,5335 - PAPICU ,FORTALEZA - CE;6311;-3.74073245;-38.48344887724704
